Time Vpre Vpost i ifast islow
0 -0.0482842 -0.0457664 2.18096e-10 3.64231e-11 1.81673e-10
0.01 -0.0482798 -0.0459373 3.67233e-10 3.49848e-11 3.32248e-10
0.02 -0.0482753 -0.0455528 5.58603e-10 3.83311e-11 5.20272e-10
0.03 -0.0482709 -0.0457633 6.67336e-10 3.65505e-11 6.30785e-10
0.04 -0.0482664 -0.0457389 7.94366e-10 3.6795e-11 7.57571e-10
0.05 -0.0482619 -0.0456565 9.23522e-10 3.75413e-11 8.85981e-10
0.06 -0.0482574 -0.0458152 9.89154e-10 3.62033e-11 9.52951e-10
0.07 -0.0482529 -0.0458946 1.05877e-09 3.55495e-11 1.02322e-09
0.08 -0.0482484 -0.0458305 1.15669e-09 3.61383e-11 1.12055e-09
0.09 -0.0482439 -0.0457878 1.2431e-09 3.65426e-11 1.20656e-09
0.1 -0.0482393 -0.0458457 1.29273e-09 3.60742e-11 1.25666e-09
0.11 -0.0482348 -0.0456504 1.41689e-09 3.78056e-11 1.37909e-09
0.12 -0.0482302 -0.0455772 1.49924e-09 3.84782e-11 1.46076e-09
0.13 -0.0482256 -0.0456016 1.5438e-09 3.83021e-11 1.5055e-09
0.14 -0.048221 -0.0456931 1.55867e-09 3.75409e-11 1.52113e-09
0.15 -0.0482164 -0.0456992 1.5991e-09 3.75234e-11 1.56158e-09
0.16 -0.0482118 -0.0457328 1.62506e-09 3.72658e-11 1.5878e-09
0.17 -0.0482071 -0.045684 1.67903e-09 3.7728e-11 1.6413e-09
0.18 -0.0482025 -0.0454765 1.79349e-09 3.95797e-11 1.75391e-09
0.19 -0.0481978 -0.0455985 1.77501e-09 3.85493e-11 1.73646e-09
0.2 -0.0481932 -0.0456535 1.77973e-09 3.81043e-11 1.74163e-09
0.21 -0.0481885 -0.0455436 1.84988e-09 3.91055e-11 1.81077e-09
0.22 -0.0481838 -0.0454551 1.91001e-09 3.99207e-11 1.87009e-09
0.23 -0.0481791 -0.0455131 1.90673e-09 3.94496e-11 1.86728e-09
