t,v_pre,v_post,i,i_fast,i_slow
972.6,-1.07826,-1.71431,-0.498181,-0.0005927,-0.497589
973.2,-1.10776,-1.7139,-0.49853,-0.000542533,-0.497987
973.8,-1.08026,-1.71348,-0.498969,-0.00058913,-0.49838
974.4,-1.06024,-1.71307,-0.499407,-0.000625525,-0.498782
975,-1.06775,-1.71265,-0.499823,-0.000611596,-0.499211
975.6,-1.08876,-1.71223,-0.50018,-0.000574258,-0.499606
976.2,-1.09227,-1.71181,-0.500555,-0.00056824,-0.499986
976.8,-1.08276,-1.7114,-0.50092,-0.000584646,-0.500335
977.4,-1.07826,-1.71098,-0.501283,-0.000592582,-0.50069
978,-1.07375,-1.71056,-0.501644,-0.000600625,-0.501043
978.6,-1.07026,-1.71014,-0.502044,-0.000606927,-0.501437
979.2,-1.13028,-1.70973,-0.502306,-0.000506997,-0.501799
979.8,-1.04125,-1.7093,-0.502845,-0.000662015,-0.502183
980.4,-1.04074,-1.70888,-0.503261,-0.000663007,-0.502598
981,-1.06524,-1.70845,-0.503641,-0.000616055,-0.503025
981.6,-1.04574,-1.70803,-0.504119,-0.000653116,-0.503465
982.2,-1.05274,-1.7076,-0.50455,-0.000639546,-0.50391
982.8,-1.02424,-1.70716,-0.505036,-0.000696547,-0.50434
983.4,-1.01224,-1.70673,-0.50554,-0.000722021,-0.504818
984,-1.04674,-1.70629,-0.505915,-0.000651095,-0.505264
984.6,-1.00924,-1.70585,-0.506466,-0.000728501,-0.505738
985.2,-1.03323,-1.70541,-0.506879,-0.000677947,-0.506201
985.8,-1.00573,-1.70497,-0.507423,-0.000736158,-0.506686
986.4,-1.00373,-1.70452,-0.507911,-0.000740561,-0.507171
987,-1.02124,-1.70407,-0.508342,-0.000702705,-0.507639
987.6,-0.999732,-1.70362,-0.508878,-0.000749447,-0.508128
988.2,-1.02774,-1.70317,-0.509279,-0.000689101,-0.50859
988.8,-1.01573,-1.70272,-0.509763,-0.000714338,-0.509049
989.4,-1.01724,-1.70227,-0.51021,-0.000711099,-0.509499
990,-1.03925,-1.70182,-0.510589,-0.000665695,-0.509923
990.6,-1.00473,-1.70137,-0.511114,-0.000738207,-0.510376
991.2,-1.00822,-1.70091,-0.511537,-0.000730506,-0.510806
991.8,-1.00973,-1.70046,-0.511978,-0.000727194,-0.511251
992.4,-1.00122,-1.7,-0.512447,-0.000745944,-0.511701
993,-0.993225,-1.69954,-0.512946,-0.000764013,-0.512182
993.6,-1.02224,-1.69908,-0.513312,-0.000700394,-0.512612
994.2,-0.995717,-1.69863,-0.513792,-0.000758291,-0.513034
994.8,-1.00573,-1.69816,-0.514232,-0.000735858,-0.513496
995.4,-1.00673,-1.6977,-0.514688,-0.000733637,-0.513954
996,-0.986719,-1.69724,-0.515197,-0.000778945,-0.514418
996.6,-1.00924,-1.69678,-0.515579,-0.000728105,-0.514851
997.2,-1.02623,-1.69632,-0.51597,-0.000691937,-0.515278
997.8,-0.989718,-1.69585,-0.516493,-0.000771913,-0.515721
998.4,-0.995225,-1.69538,-0.516931,-0.000759261,-0.516172
999,-0.988718,-1.69492,-0.517401,-0.000774185,-0.516626
999.6,-0.987227,-1.69445,-0.517861,-0.00077763,-0.517083
1000.2,-0.991226,-1.69398,-0.518325,-0.000768347,-0.517557
1000.8,-0.961708,-1.6935,-0.518894,-0.00083936,-0.518055
1001.4,-0.976213,-1.69303,-0.519339,-0.000803647,-0.518536
1002,-0.951202,-1.69255,-0.519891,-0.000866144,-0.519025
1002.6,-0.965215,-1.69207,-0.520341,-0.000830516,-0.519511
1003.2,-0.933697,-1.69159,-0.520898,-0.000912714,-0.519985
1003.8,-0.914701,-1.69111,-0.521484,-0.000966116,-0.520518
1004.4,-0.948202,-1.69062,-0.521936,-0.00087386,-0.521062
1005,-0.942204,-1.69014,-0.522438,-0.000889677,-0.521548
1005.6,-0.937696,-1.68965,-0.522954,-0.000901742,-0.522052
1006.2,-0.933206,-1.68916,-0.523454,-0.000913926,-0.52254
1006.8,-0.94871,-1.68868,-0.523921,-0.000872429,-0.523049
1007.4,-0.948202,-1.68819,-0.524408,-0.000873732,-0.523534
1008,-0.933697,-1.68769,-0.524965,-0.000912501,-0.524053
1008.6,-0.923699,-1.6872,-0.525502,-0.000940209,-0.524562
1009.2,-0.948202,-1.68671,-0.525915,-0.000873655,-0.525041
1009.8,-0.951202,-1.68621,-0.526377,-0.000865815,-0.525511
1010.4,-0.951202,-1.68572,-0.52683,-0.00086579,-0.525964
1011,-0.929206,-1.68522,-0.527353,-0.00092472,-0.526428
1011.6,-0.945203,-1.68473,-0.527766,-0.000881434,-0.526884
1012.2,-0.945203,-1.68424,-0.528228,-0.000881408,-0.527347
1012.8,-0.934205,-1.68374,-0.528757,-0.000910897,-0.527846
1013.4,-0.953709,-1.68325,-0.529148,-0.000859184,-0.528288
1014,-0.956217,-1.68275,-0.529588,-0.000852729,-0.528735
1014.6,-0.950202,-1.68226,-0.530015,-0.000868206,-0.529146
1015.2,-0.959216,-1.68177,-0.530378,-0.000845053,-0.529533
1015.8,-0.947711,-1.68128,-0.530825,-0.000874658,-0.52995
1016.4,-0.944711,-1.68079,-0.531249,-0.000882525,-0.530366
1017,-0.953709,-1.68029,-0.531667,-0.000859032,-0.530808
1017.6,-0.944711,-1.6798,-0.532116,-0.000882473,-0.531234
1018.2,-0.937205,-1.6793,-0.532571,-0.000902511,-0.531669
1018.8,-0.951202,-1.67881,-0.532953,-0.000865432,-0.532088
1019.4,-0.969214,-1.67833,-0.533315,-0.000819951,-0.532495
1020,-0.945203,-1.67783,-0.533817,-0.00088107,-0.532936
1020.6,-0.919192,-1.67732,-0.534409,-0.000952423,-0.533457
1021.2,-0.947203,-1.67683,-0.534811,-0.000875756,-0.533935
1021.8,-0.904195,-1.67632,-0.535404,-0.000996112,-0.534408
1022.4,-0.924191,-1.67583,-0.535825,-0.000938186,-0.534887
1023,-0.899688,-1.67532,-0.536366,-0.00100959,-0.535357
1023.6,-0.904687,-1.67482,-0.536844,-0.000994556,-0.53585
1024.2,-0.908195,-1.67431,-0.537344,-0.000984135,-0.53636
1024.8,-0.909686,-1.6738,-0.537832,-0.00097972,-0.536852
1025.4,-0.864679,-1.67329,-0.538501,-0.00112102,-0.53738
1026,-0.87017,-1.67277,-0.538993,-0.00110271,-0.537891
1026.6,-0.874677,-1.67226,-0.539512,-0.0010879,-0.538424
1027.2,-0.844176,-1.67174,-0.54013,-0.00119188,-0.538938
1027.8,-0.867171,-1.67122,-0.540582,-0.00111256,-0.53947
1028.4,-0.870678,-1.67071,-0.54107,-0.0011009,-0.539969
1029,-0.873677,-1.67019,-0.541575,-0.00109102,-0.540484
1029.6,-0.865171,-1.66966,-0.542127,-0.00111913,-0.541008
1030.2,-0.897689,-1.66914,-0.542521,-0.00101527,-0.541506
1030.8,-0.927191,-1.66863,-0.542883,-0.000929395,-0.541953
1031.4,-0.908686,-1.66811,-0.543395,-0.000982322,-0.542413
1032,-0.913685,-1.66759,-0.543824,-0.000967695,-0.542857
1032.6,-0.899688,-1.66707,-0.544324,-0.00100909,-0.543315
1033.2,-0.906195,-1.66655,-0.544776,-0.000989585,-0.543786
1033.8,-0.891182,-1.66603,-0.545275,-0.00103506,-0.54424
1034.4,-0.89069,-1.66551,-0.545723,-0.00103655,-0.544686
1035,-0.89918,-1.66499,-0.546128,-0.0010105,-0.545118
1035.6,-0.885691,-1.66447,-0.5466,-0.00105212,-0.545548
1036.2,-0.884692,-1.66395,-0.547031,-0.00105524,-0.545976
1036.8,-0.902688,-1.66344,-0.547362,-0.000999847,-0.546362
1037.4,-0.897689,-1.66293,-0.5478,-0.0010149,-0.546785
1038,-0.876677,-1.6624,-0.548343,-0.00108077,-0.547262
1038.6,-0.867679,-1.66188,-0.548831,-0.00111024,-0.547721
1039.2,-0.87217,-1.66136,-0.54928,-0.00109538,-0.548184
1039.8,-0.884183,-1.66084,-0.549659,-0.00105665,-0.548602
1040.4,-0.849666,-1.66032,-0.550206,-0.00117165,-0.549035
1041,-0.84116,-1.65979,-0.550729,-0.00120183,-0.549527
1041.6,-0.867679,-1.65927,-0.551131,-0.00111007,-0.550021
1042.2,-0.859172,-1.65875,-0.551601,-0.00113867,-0.550463
1042.8,-0.861172,-1.65822,-0.552042,-0.00113183,-0.55091
1043.4,-0.828671,-1.65769,-0.552651,-0.00124745,-0.551404
1044,-0.848666,-1.65716,-0.553093,-0.00117494,-0.551918
1044.6,-0.850666,-1.65663,-0.553557,-0.00116789,-0.552389
1045.2,-0.873677,-1.65611,-0.553924,-0.0010901,-0.552834
1045.8,-0.835161,-1.65558,-0.554513,-0.00122329,-0.55329
1046.4,-0.83467,-1.65504,-0.555014,-0.00122506,-0.553789
1047,-0.84016,-1.65451,-0.555471,-0.00120505,-0.554266
1047.6,-0.86268,-1.65398,-0.555871,-0.00112645,-0.554745
1048.2,-0.856665,-1.65344,-0.556361,-0.00114688,-0.555214
1048.8,-0.876677,-1.65291,-0.556753,-0.00108015,-0.555673
1049.4,-0.860172,-1.65238,-0.557242,-0.00113483,-0.556108
1050,-0.884183,-1.65185,-0.557602,-0.00105608,-0.556546
1050.6,-0.874186,-1.65132,-0.558017,-0.00108813,-0.556929
1051.2,-0.882676,-1.6508,-0.558397,-0.00106079,-0.557336
1051.8,-0.853174,-1.65026,-0.558906,-0.00115871,-0.557747
1052.4,-0.856665,-1.64973,-0.559336,-0.00114663,-0.55819
1053,-0.821164,-1.64919,-0.559938,-0.00127514,-0.558663
1053.6,-0.886691,-1.64867,-0.56012,-0.00104798,-0.559072
1054.2,-0.852666,-1.64814,-0.560658,-0.00116032,-0.559498
1054.8,-0.86268,-1.64761,-0.561044,-0.00112602,-0.559918
1055.4,-0.851174,-1.64707,-0.56153,-0.00116544,-0.560364
1056,-0.877677,-1.64655,-0.561842,-0.00107651,-0.560765
1056.6,-0.856173,-1.64602,-0.562285,-0.00114806,-0.561137
1057.2,-0.830162,-1.64549,-0.562778,-0.00124098,-0.561537
1057.8,-0.854174,-1.64496,-0.563089,-0.00115488,-0.561935
1058.4,-0.842668,-1.64443,-0.563543,-0.00119531,-0.562348
1059,-0.821656,-1.6439,-0.564028,-0.00127286,-0.562755
1059.6,-0.851666,-1.64338,-0.564324,-0.00116347,-0.563161
1060.2,-0.835161,-1.64285,-0.564784,-0.00122236,-0.563562
1060.8,-0.828163,-1.64231,-0.565249,-0.00124819,-0.564001
1061.4,-0.81115,-1.64178,-0.56577,-0.00131336,-0.564457
1062,-0.837161,-1.64125,-0.566095,-0.00121495,-0.564881
1062.6,-0.80366,-1.64071,-0.566674,-0.00134304,-0.565331
1063.2,-0.790155,-1.64017,-0.567168,-0.00139839,-0.56577
1063.8,-0.787139,-1.63963,-0.567652,-0.00141102,-0.566241
1064.4,-0.812658,-1.6391,-0.567988,-0.00130723,-0.566681
1065,-0.813658,-1.63857,-0.568413,-0.00130328,-0.56711
1065.6,-0.78214,-1.63802,-0.569018,-0.00143214,-0.567586
1066.2,-0.799153,-1.63748,-0.569404,-0.00136102,-0.568043
1066.8,-0.787139,-1.63693,-0.569933,-0.00141079,-0.568522
1067.4,-0.784648,-1.63639,-0.570432,-0.0014213,-0.56901
1068,-0.808659,-1.63584,-0.570794,-0.00132271,-0.569471
1068.6,-0.81015,-1.6353,-0.571235,-0.00131678,-0.569918
1069.2,-0.807151,-1.63476,-0.571676,-0.00132861,-0.570348
1069.8,-0.826655,-1.63421,-0.572036,-0.00125323,-0.570783
1070.4,-0.851174,-1.63367,-0.57234,-0.0011645,-0.571175
1071,-0.824164,-1.63313,-0.572817,-0.00126253,-0.571554
1071.6,-0.81215,-1.63259,-0.573263,-0.00130871,-0.571954
1072.2,-0.808659,-1.63204,-0.573706,-0.00132241,-0.572384
1072.8,-0.798645,-1.6315,-0.574172,-0.0013626,-0.572809
1073.4,-0.81015,-1.63095,-0.574551,-0.00131643,-0.573235
1074,-0.796645,-1.63041,-0.574999,-0.00137068,-0.573629
1074.6,-0.802644,-1.62987,-0.575374,-0.00134625,-0.574028
1075.2,-0.831162,-1.62933,-0.575616,-0.00123607,-0.574379
1075.8,-0.817657,-1.62879,-0.57603,-0.00128702,-0.574743
1076.4,-0.815657,-1.62825,-0.576413,-0.0012947,-0.575118
1077,-0.844176,-1.62772,-0.576651,-0.00118873,-0.575462
1077.6,-0.783648,-1.62718,-0.577255,-0.00142477,-0.57583
1078.2,-0.801152,-1.62664,-0.577553,-0.00135201,-0.576201
1078.8,-0.837161,-1.62611,-0.577784,-0.00121384,-0.57657
1079.4,-0.782648,-1.62557,-0.578372,-0.0014289,-0.576943
1080,-0.800152,-1.62503,-0.578719,-0.00135593,-0.577363
1080.6,-0.78314,-1.62449,-0.579187,-0.0014267,-0.57776
1081.2,-0.793646,-1.62395,-0.579547,-0.0013825,-0.578165
1081.8,-0.81115,-1.6234,-0.579886,-0.0013119,-0.578574
1082.4,-0.792646,-1.62286,-0.580357,-0.00138656,-0.57897
1083,-0.807659,-1.62233,-0.580673,-0.0013256,-0.579347
1083.6,-0.756129,-1.62177,-0.581348,-0.00154653,-0.579802
1084.2,-0.736133,-1.62121,-0.581908,-0.0016418,-0.580266
1084.8,-0.779649,-1.62067,-0.582148,-0.00144135,-0.580706
1085.4,-0.763144,-1.62012,-0.582659,-0.00151426,-0.581145
1086,-0.776141,-1.61957,-0.582999,-0.00145646,-0.581542
1086.6,-0.775633,-1.61902,-0.583402,-0.00145863,-0.581943
1087.2,-0.760636,-1.61847,-0.583869,-0.00152552,-0.582343
1087.8,-0.770634,-1.61792,-0.584241,-0.00148051,-0.582761
1088.4,-0.785647,-1.61738,-0.584572,-0.00141543,-0.583157
1089,-0.769634,-1.61682,-0.58505,-0.00148485,-0.583565
1089.6,-0.784139,-1.61628,-0.585377,-0.00142174,-0.583955
1090.2,-0.797645,-1.61573,-0.5857,-0.00136538,-0.584335
1090.8,-0.770634,-1.61518,-0.586195,-0.00148027,-0.584714
1091.4,-0.789646,-1.61463,-0.586483,-0.00139836,-0.585085
1092,-0.796645,-1.61408,-0.586817,-0.00136934,-0.585448
1092.6,-0.780648,-1.61353,-0.587256,-0.00143643,-0.58582
1093.2,-0.789155,-1.61299,-0.587588,-0.00140028,-0.586188
1093.8,-0.794154,-1.61245,-0.587893,-0.00137945,-0.586513
1094.4,-0.778141,-1.6119,-0.588282,-0.00144711,-0.586835
1095,-0.790646,-1.61136,-0.588581,-0.00139391,-0.587187
1095.6,-0.780648,-1.61081,-0.588989,-0.0014362,-0.587553
1096.2,-0.784139,-1.61026,-0.589341,-0.00142122,-0.58792
1096.8,-0.764144,-1.60971,-0.589797,-0.0015088,-0.588288
1097.4,-0.755637,-1.60917,-0.5902,-0.00154764,-0.588653
1098,-0.777141,-1.60862,-0.590466,-0.00145116,-0.589015
1098.6,-0.771634,-1.60808,-0.590855,-0.00147522,-0.589379
1099.2,-0.793646,-1.60753,-0.591122,-0.00138114,-0.589741
1099.8,-0.777649,-1.60698,-0.591567,-0.00144881,-0.590118
1100.4,-0.759637,-1.60643,-0.592047,-0.00152898,-0.590518
1101,-0.765635,-1.60588,-0.592412,-0.00150173,-0.59091
1101.6,-0.768143,-1.60532,-0.5928,-0.00149046,-0.59131
1102.2,-0.775141,-1.60477,-0.593149,-0.00145953,-0.59169
1102.8,-0.762636,-1.60422,-0.593591,-0.00151512,-0.592075
1103.4,-0.733626,-1.60366,-0.594135,-0.00165242,-0.592483
1104,-0.743624,-1.6031,-0.594495,-0.00160368,-0.592891
1104.6,-0.738625,-1.60254,-0.59492,-0.00162778,-0.593293
1105.2,-0.678097,-1.60196,-0.59569,-0.00195068,-0.593739
1105.8,-0.771634,-1.60142,-0.595613,-0.00147463,-0.594139
1106.4,-0.708615,-1.60084,-0.596348,-0.00178045,-0.594567
1107,-0.715613,-1.60028,-0.596727,-0.00174352,-0.594983
1107.6,-0.701108,-1.59971,-0.597214,-0.00182074,-0.595394
1108.2,-0.715613,-1.59915,-0.597543,-0.0017434,-0.595799
1108.8,-0.72412,-1.59858,-0.597896,-0.00169955,-0.596196
1109.4,-0.734134,-1.59802,-0.598245,-0.00164935,-0.596596
1110,-0.718121,-1.59745,-0.59871,-0.0017302,-0.59698
1110.6,-0.745131,-1.59689,-0.598921,-0.00159587,-0.597325
1111.2,-0.747131,-1.59633,-0.599251,-0.0015863,-0.597665
1111.8,-0.727119,-1.59576,-0.599732,-0.00168409,-0.598048
1112.4,-0.775633,-1.59521,-0.599811,-0.00145654,-0.598354
1113,-0.702616,-1.59463,-0.600522,-0.001812,-0.59871
1113.6,-0.750638,-1.59408,-0.600622,-0.00156953,-0.599053
1114.2,-0.753638,-1.59352,-0.600918,-0.00155545,-0.599363
1114.8,-0.755637,-1.59296,-0.60122,-0.00154613,-0.599674
1115.4,-0.723628,-1.5924,-0.601706,-0.00170142,-0.600005
1116,-0.746623,-1.59184,-0.601924,-0.00158828,-0.600336
1116.6,-0.748131,-1.59129,-0.602215,-0.00158108,-0.600634
1117.2,-0.747623,-1.59073,-0.602549,-0.00158343,-0.600966
1117.8,-0.726627,-1.59017,-0.602985,-0.001686,-0.601299
1118.4,-0.749639,-1.58961,-0.603202,-0.0015738,-0.601628
1119,-0.779649,-1.58907,-0.603353,-0.00143861,-0.601915
1119.6,-0.77365,-1.58851,-0.603658,-0.00146462,-0.602193
1120.2,-0.741132,-1.58795,-0.604129,-0.0016142,-0.602515
1120.8,-0.709615,-1.58739,-0.604634,-0.0017737,-0.602861
1121.4,-0.700108,-1.58682,-0.605072,-0.00182478,-0.603247
1122,-0.726119,-1.58626,-0.605293,-0.00168816,-0.603604
1122.6,-0.735134,-1.5857,-0.605609,-0.0016432,-0.603966
1123.2,-0.705615,-1.58514,-0.606103,-0.00179479,-0.604308
1123.8,-0.723628,-1.58457,-0.606406,-0.00170061,-0.604705
1124.4,-0.734626,-1.58401,-0.60669,-0.00164553,-0.605045
1125,-0.701108,-1.58344,-0.607205,-0.00181896,-0.605387
1125.6,-0.730626,-1.58288,-0.607389,-0.00166522,-0.605724
1126.2,-0.696109,-1.5823,-0.607943,-0.00184622,-0.606097
1126.8,-0.729627,-1.58174,-0.608135,-0.00167009,-0.606465
1127.4,-0.720629,-1.58118,-0.608501,-0.00171559,-0.606785
1128,-0.724628,-1.58061,-0.608811,-0.00169513,-0.607115
1128.6,-0.703616,-1.58004,-0.609262,-0.001805,-0.607457
1129.2,-0.715613,-1.57948,-0.60954,-0.00174133,-0.607799
1129.8,-0.713122,-1.57891,-0.609896,-0.00175429,-0.608142
1130.4,-0.701108,-1.57834,-0.610276,-0.0018184,-0.608458
1131,-0.716121,-1.57778,-0.610513,-0.00173851,-0.608775
1131.6,-0.746623,-1.57722,-0.610649,-0.00158688,-0.609062
1132.2,-0.715613,-1.57665,-0.611112,-0.00174104,-0.60937
1132.8,-0.690111,-1.57608,-0.611588,-0.00187893,-0.609709
1133.4,-0.711122,-1.57552,-0.611807,-0.00176445,-0.610042
1134,-0.722628,-1.57496,-0.612047,-0.00170472,-0.610343
1134.6,-0.711614,-1.57439,-0.6124,-0.00176174,-0.610638
1135.2,-0.739133,-1.57383,-0.612543,-0.0016225,-0.610921
1135.8,-0.731118,-1.57327,-0.612864,-0.00166181,-0.611202
1136.4,-0.712122,-1.57271,-0.613239,-0.00175889,-0.61148
1137,-0.712122,-1.57214,-0.613553,-0.00175883,-0.611795
1137.6,-0.696109,-1.57157,-0.613968,-0.00184503,-0.612123
1138.2,-0.725628,-1.57102,-0.614116,-0.00168909,-0.612427
1138.8,-0.697617,-1.57045,-0.614578,-0.0018366,-0.612741
1139.4,-0.725628,-1.56989,-0.614708,-0.00168898,-0.613019
1140,-0.690111,-1.56932,-0.6152,-0.00187816,-0.613321
1140.6,-0.709615,-1.56875,-0.615436,-0.0017717,-0.613665
1141.2,-0.696109,-1.56818,-0.615837,-0.00184465,-0.613992
1141.8,-0.709615,-1.56762,-0.616069,-0.00177158,-0.614298
1142.4,-0.667607,-1.56703,-0.616676,-0.00200858,-0.614668
1143,-0.72212,-1.56647,-0.616691,-0.00170644,-0.614985
1143.6,-0.708123,-1.5659,-0.617091,-0.00177932,-0.615311
1144.2,-0.675097,-1.56532,-0.617596,-0.0019639,-0.615632
1144.8,-0.695618,-1.56475,-0.617804,-0.00184698,-0.615957
1145.4,-0.690602,-1.56417,-0.618177,-0.00187482,-0.616302
1146,-0.670099,-1.56359,-0.61864,-0.00199326,-0.616646
1146.6,-0.653594,-1.563,-0.619126,-0.00209398,-0.617032
1147.2,-0.6611,-1.56242,-0.619428,-0.00204745,-0.617381
1147.8,-0.673098,-1.56184,-0.619721,-0.00197526,-0.617745
1148.4,-0.687603,-1.56126,-0.619964,-0.00189138,-0.618073
1149,-0.69111,-1.56069,-0.620262,-0.00187158,-0.61839
1149.6,-0.683112,-1.5601,-0.620628,-0.0019168,-0.618711
1150.2,-0.651594,-1.55951,-0.621129,-0.00210608,-0.619023
1150.8,-0.69111,-1.55894,-0.621226,-0.00187138,-0.619354
1151.4,-0.701616,-1.55836,-0.621462,-0.00181345,-0.619648
1152,-0.687111,-1.55778,-0.621836,-0.00189376,-0.619942
1152.6,-0.697109,-1.5572,-0.622048,-0.00183793,-0.62021
1153.2,-0.705124,-1.55662,-0.622283,-0.00179434,-0.620489
1153.8,-0.708123,-1.55605,-0.622523,-0.00177826,-0.620745
1154.4,-0.699617,-1.55547,-0.622824,-0.00182401,-0.621
1155,-0.683604,-1.5549,-0.623159,-0.00191339,-0.621246
1155.6,-0.701108,-1.55433,-0.623321,-0.00181577,-0.621506
1156.2,-0.701108,-1.55376,-0.623553,-0.0018157,-0.621737
1156.8,-0.693618,-1.55319,-0.623825,-0.00185676,-0.621968
1157.4,-0.698617,-1.55262,-0.624027,-0.00182915,-0.622198
1158,-0.726119,-1.55206,-0.624125,-0.00168468,-0.62244
1158.6,-0.689602,-1.55148,-0.624596,-0.00187899,-0.622717
1159.2,-0.686603,-1.5509,-0.624884,-0.00189585,-0.622988
1159.8,-0.683112,-1.55033,-0.625163,-0.00191567,-0.623248
1160.4,-0.688603,-1.54976,-0.625418,-0.00188442,-0.623533
1161,-0.696617,-1.54918,-0.625658,-0.00183974,-0.623819
1161.6,-0.643088,-1.54859,-0.626292,-0.00215888,-0.624133
1162.2,-0.687111,-1.54802,-0.62632,-0.00189264,-0.624427
1162.8,-0.651103,-1.54743,-0.626849,-0.00210764,-0.624741
1163.4,-0.646087,-1.54685,-0.6272,-0.00213939,-0.62506
1164,-0.655593,-1.54627,-0.627457,-0.0020794,-0.625378
1164.6,-0.6631,-1.54568,-0.627719,-0.00203319,-0.625686
1165.2,-0.652594,-1.5451,-0.628083,-0.00209797,-0.625985
1165.8,-0.657593,-1.54451,-0.62836,-0.00206679,-0.626293
1166.4,-0.648595,-1.54392,-0.628736,-0.00212304,-0.626613
1167,-0.644088,-1.54333,-0.629087,-0.00215175,-0.626935
1167.6,-0.649103,-1.54274,-0.629379,-0.00211967,-0.627259
1168.2,-0.658101,-1.54214,-0.629646,-0.00206336,-0.627583
1168.8,-0.6621,-1.54155,-0.629918,-0.00203877,-0.62788
1169.4,-0.662592,-1.54096,-0.630229,-0.0020357,-0.628193
1170,-0.659593,-1.54036,-0.63053,-0.00205396,-0.628476
1170.6,-0.699109,-1.53979,-0.630549,-0.00182505,-0.628724
1171.2,-0.671606,-1.53919,-0.630961,-0.00198137,-0.628979
1171.8,-0.687111,-1.53861,-0.631107,-0.00189157,-0.629216
1172.4,-0.653102,-1.53802,-0.631536,-0.00209389,-0.629443
1173,-0.672606,-1.53744,-0.631667,-0.00197525,-0.629692
1173.6,-0.695618,-1.53686,-0.631757,-0.00184387,-0.629913
1174.2,-0.688111,-1.53628,-0.632009,-0.00188566,-0.630123
1174.8,-0.702616,-1.5357,-0.632138,-0.00180556,-0.630332
1175.4,-0.687603,-1.53512,-0.632448,-0.00188839,-0.63056
1176,-0.668099,-1.53453,-0.632784,-0.00200169,-0.630782
1176.6,-0.677605,-1.53396,-0.632933,-0.00194555,-0.630987
1177.2,-0.704616,-1.53339,-0.632968,-0.00179455,-0.631173
1177.8,-0.675097,-1.53281,-0.633323,-0.00196005,-0.631363
1178.4,-0.677097,-1.53223,-0.633557,-0.0019483,-0.631608
1179,-0.671098,-1.53165,-0.633819,-0.00198348,-0.631835
1179.6,-0.655593,-1.53107,-0.634154,-0.00207749,-0.632076
1180.2,-0.63309,-1.53048,-0.634561,-0.00222191,-0.632339
1180.8,-0.633582,-1.52988,-0.634861,-0.00221857,-0.632642
1181.4,-0.668607,-1.5293,-0.634913,-0.00199802,-0.632915
1182,-0.631582,-1.52871,-0.63543,-0.0022317,-0.633198
1182.6,-0.653102,-1.52812,-0.635573,-0.00209264,-0.63348
1183.2,-0.636089,-1.52753,-0.635942,-0.0022017,-0.633741
1183.8,-0.632582,-1.52693,-0.636261,-0.00222481,-0.634036
1184.4,-0.634598,-1.52634,-0.636523,-0.00221137,-0.634312
1185,-0.665608,-1.52575,-0.636593,-0.00201558,-0.634578
1185.6,-0.612078,-1.52513,-0.637275,-0.00236509,-0.63491
1186.2,-0.619585,-1.52454,-0.637513,-0.00231256,-0.6352
1186.8,-0.611587,-1.52393,-0.637879,-0.00236839,-0.63551
1187.4,-0.619585,-1.52333,-0.638117,-0.00231239,-0.635805
1188,-0.63509,-1.52273,-0.638303,-0.00220764,-0.636095
1188.6,-0.625584,-1.52212,-0.638641,-0.00227116,-0.63637
1189.2,-0.638597,-1.52152,-0.638824,-0.00218447,-0.636639
1189.8,-0.650595,-1.52092,-0.639003,-0.00210746,-0.636896
1190.4,-0.658101,-1.52032,-0.639178,-0.00206064,-0.637118
1191,-0.645596,-1.51972,-0.63948,-0.00213903,-0.637341
1191.6,-0.645088,-1.51912,-0.639703,-0.0021422,-0.637561
1192.2,-0.636598,-1.51851,-0.640013,-0.00219716,-0.637816
1192.8,-0.640089,-1.51792,-0.64021,-0.00217428,-0.638036
1193.4,-0.659593,-1.51733,-0.640283,-0.0020511,-0.638232
1194,-0.673606,-1.51674,-0.640367,-0.00196689,-0.6384
1194.6,-0.653102,-1.51614,-0.640686,-0.00209112,-0.638595
1195.2,-0.654102,-1.51555,-0.64086,-0.00208481,-0.638776
1195.8,-0.653102,-1.51495,-0.641069,-0.00209097,-0.638978
1196.4,-0.640597,-1.51435,-0.641377,-0.00217051,-0.639206
1197,-0.655593,-1.51376,-0.641497,-0.00207531,-0.639422
1197.6,-0.643088,-1.51316,-0.641778,-0.00215426,-0.639624
1198.2,-0.647595,-1.51256,-0.641964,-0.00212536,-0.639838
1198.8,-0.678097,-1.51198,-0.641969,-0.00194011,-0.640028
1199.4,-0.656102,-1.51138,-0.642298,-0.00207186,-0.640226
1200,-0.638089,-1.51078,-0.642613,-0.00218636,-0.640426
1200.6,-0.623076,-1.51018,-0.642933,-0.00228658,-0.640647
1201.2,-0.627583,-1.50958,-0.64315,-0.00225591,-0.640894
1201.8,-0.633582,-1.50897,-0.643358,-0.00221576,-0.641142
1202.4,-0.630091,-1.50838,-0.643609,-0.00223891,-0.64137
1203,-0.603572,-1.50777,-0.644001,-0.0024234,-0.641578
1203.6,-0.63409,-1.50717,-0.644039,-0.00221216,-0.641827
1204.2,-0.63509,-1.50656,-0.644278,-0.00220548,-0.642073
1204.8,-0.617077,-1.50595,-0.644657,-0.00232733,-0.64233
1205.4,-0.627091,-1.50534,-0.644834,-0.00225865,-0.642576
1206,-0.597082,-1.50472,-0.645304,-0.00247038,-0.642834
1206.6,-0.619077,-1.50412,-0.645409,-0.00231321,-0.643096
1207.2,-0.617077,-1.5035,-0.64568,-0.00232698,-0.643353
1207.8,-0.618585,-1.50288,-0.645925,-0.00231644,-0.643609
1208.4,-0.621584,-1.50227,-0.646141,-0.00229569,-0.643845
