param,mean,std
e_syn,12.078403851517129,2.5076983812609526
g_fast,0.026948863493917875,0.012319233055293664
g_slow,0.13684602387874673,0.01569284657720518
k1,0.7786381767111599,0.3642797068692456
k2,0.2445056901849673,0.1939360464306204
s_fast,3.6804055830124085,0.5952890894404465
s_slow,0.8148481491798615,0.18303279826747504
v_fast,1.688123392140655,0.17435456714889686
v_slow,1.2775237436883198,0.692401252581329
