t,v_pre,v_post,i,i_fast,i_slow
137.28,-0.934697,-0.157966,-0.657295,-1.37197e-05,-0.657281
137.328,-0.915701,-0.0163029,-0.646874,-1.46167e-05,-0.646859
137.376,-0.905687,0.194527,-0.633195,-1.49519e-05,-0.63318
137.424,-0.9207,0.543699,-0.613094,-1.37131e-05,-0.613081
137.472,-0.927699,1.13269,-0.580812,-1.26982e-05,-0.5808
137.52,-0.906687,1.51168,-0.551462,-1.31525e-05,-0.551449
137.568,-0.957217,0.606272,-0.584106,-1.14799e-05,-0.584095
137.616,-0.925699,-0.712714,-0.6589,-1.47219e-05,-0.658885
137.664,-0.957217,-0.854833,-0.668677,-1.32634e-05,-0.668664
137.712,-0.937696,-0.859641,-0.666159,-1.43279e-05,-0.666145
137.76,-0.959708,-0.860844,-0.663219,-1.31441e-05,-0.663206
137.808,-0.918192,-0.862177,-0.660374,-1.547e-05,-0.660358
137.856,-0.938205,-0.863742,-0.657581,-1.43039e-05,-0.657567
137.904,-0.968706,-0.865556,-0.654827,-1.26929e-05,-0.654814
137.952,-0.965215,-0.867638,-0.652076,-1.28699e-05,-0.652063
138,-0.927699,-0.869988,-0.649432,-1.49128e-05,-0.649417
138.048,-0.971722,-0.872629,-0.646747,-1.25505e-05,-0.646735
138.096,-0.938205,-0.875559,-0.644205,-1.4317e-05,-0.644191
138.144,-0.963216,-0.878795,-0.641684,-1.29824e-05,-0.641671
138.192,-0.95071,-0.882359,-0.63915,-1.36388e-05,-0.639136
138.24,-1.01624,-0.886257,-0.636634,-1.0551e-05,-0.636623
138.288,-0.983719,-0.890506,-0.634172,-1.19901e-05,-0.63416
138.336,-0.994225,-0.895108,-0.631763,-1.15102e-05,-0.631751
138.384,-1.02523,-0.900085,-0.629335,-1.0196e-05,-0.629324
138.432,-1.00122,-0.90545,-0.626922,-1.12075e-05,-0.62691
138.48,-1.00973,-0.911207,-0.624544,-1.08446e-05,-0.624533
138.528,-1.03823,-0.917365,-0.622221,-9.70223e-06,-0.622211
138.576,-1.02373,-0.923936,-0.619919,-1.02754e-05,-0.619909
138.624,-1.03323,-0.930923,-0.617664,-9.90473e-06,-0.617654
138.672,-1.03623,-0.938337,-0.615415,-9.79452e-06,-0.615405
138.72,-1.03774,-0.946181,-0.613185,-9.74268e-06,-0.613175
138.768,-1.04825,-0.954449,-0.61107,-9.35536e-06,-0.61106
138.816,-1.06175,-0.963146,-0.608979,-8.87868e-06,-0.60897
138.864,-1.08276,-0.972277,-0.606873,-8.18208e-06,-0.606864
138.912,-1.08876,-0.981843,-0.60477,-7.99773e-06,-0.604762
138.96,-1.12328,-0.991837,-0.602657,-6.99046e-06,-0.60265
139.008,-1.07175,-1.00225,-0.600646,-8.56311e-06,-0.600638
139.056,-1.06926,-1.01306,-0.598709,-8.65442e-06,-0.5987
139.104,-1.06275,-1.02427,-0.596847,-8.88582e-06,-0.596838
139.152,-1.04974,-1.03585,-0.595073,-9.3595e-06,-0.595063
139.2,-1.10727,-1.04779,-0.593277,-7.47583e-06,-0.59327
139.248,-1.05924,-1.06008,-0.591615,-9.03383e-06,-0.591606
139.296,-1.04525,-1.0727,-0.589975,-9.55293e-06,-0.589965
139.344,-1.06475,-1.08562,-0.58835,-8.85821e-06,-0.588341
139.392,-1.06975,-1.09882,-0.586797,-8.69505e-06,-0.586788
139.44,-1.08026,-1.11229,-0.585183,-8.35269e-06,-0.585175
139.488,-1.06124,-1.12599,-0.583681,-9.00885e-06,-0.583672
139.536,-1.03474,-1.1399,-0.582177,-1.00064e-05,-0.582167
139.584,-1.06575,-1.15399,-0.580714,-8.87004e-06,-0.580705
139.632,-1.06024,-1.16824,-0.579263,-9.07362e-06,-0.579254
139.68,-1.04574,-1.18261,-0.577927,-9.61539e-06,-0.577918
139.728,-1.05575,-1.19707,-0.576621,-9.25529e-06,-0.576612
139.776,-1.07326,-1.21161,-0.575293,-8.6508e-06,-0.575284
139.824,-1.09527,-1.2262,-0.573891,-7.94412e-06,-0.573883
139.872,-1.10076,-1.2408,-0.57251,-7.78356e-06,-0.572502
139.92,-1.10427,-1.2554,-0.571151,-7.68577e-06,-0.571144
139.968,-1.07826,-1.26997,-0.569845,-8.52073e-06,-0.569836
140.016,-1.11227,-1.28447,-0.568527,-7.46493e-06,-0.568519
140.064,-1.10176,-1.29889,-0.567173,-7.78751e-06,-0.567165
140.112,-1.10027,-1.31322,-0.565809,-7.84174e-06,-0.565801
140.16,-1.12728,-1.32741,-0.564452,-7.06108e-06,-0.564445
140.208,-1.12177,-1.34146,-0.563071,-7.22297e-06,-0.563064
140.256,-1.14278,-1.35534,-0.561742,-6.65858e-06,-0.561736
140.304,-1.16029,-1.36905,-0.560339,-6.22323e-06,-0.560333
140.352,-1.12477,-1.38256,-0.558946,-7.16078e-06,-0.558939
140.4,-1.16178,-1.39585,-0.557628,-6.1995e-06,-0.557622
140.448,-1.12477,-1.40891,-0.55631,-7.17507e-06,-0.556303
140.496,-1.12928,-1.42173,-0.554983,-7.05618e-06,-0.554976
140.544,-1.14078,-1.4343,-0.553642,-6.75123e-06,-0.553635
140.592,-1.14627,-1.44661,-0.552304,-6.61354e-06,-0.552297
140.64,-1.12677,-1.45865,-0.55097,-7.14581e-06,-0.550963
140.688,-1.13728,-1.47042,-0.549649,-6.86343e-06,-0.549642
140.736,-1.17579,-1.48191,-0.548288,-5.9062e-06,-0.548283
140.784,-1.12928,-1.49311,-0.546992,-7.09427e-06,-0.546985
140.832,-1.12777,-1.50402,-0.545797,-7.14221e-06,-0.54579
140.88,-1.12677,-1.51464,-0.544603,-7.17599e-06,-0.544596
140.928,-1.11526,-1.52495,-0.543437,-7.51307e-06,-0.54343
140.976,-1.13428,-1.53498,-0.542255,-6.97845e-06,-0.542248
141.024,-1.17679,-1.54472,-0.541013,-5.91092e-06,-0.541007
141.072,-1.10776,-1.55416,-0.539846,-7.75454e-06,-0.539838
141.12,-1.11127,-1.56331,-0.53873,-7.65383e-06,-0.538723
141.168,-1.09927,-1.57216,-0.537637,-8.02793e-06,-0.537629
141.216,-1.11377,-1.58074,-0.536541,-7.58882e-06,-0.536534
141.264,-1.14778,-1.58903,-0.535374,-6.64527e-06,-0.535367
141.312,-1.11377,-1.59705,-0.53424,-7.59809e-06,-0.534233
141.36,-1.14228,-1.6048,-0.533145,-6.79838e-06,-0.533138
141.408,-1.17379,-1.61228,-0.531944,-6.01119e-06,-0.531938
141.456,-1.14527,-1.6195,-0.53087,-6.72626e-06,-0.530864
141.504,-1.16879,-1.62647,-0.529625,-6.13672e-06,-0.529619
141.552,-1.22031,-1.63321,-0.528282,-5.01656e-06,-0.528277
141.6,-1.26133,-1.63971,-0.526785,-4.27302e-06,-0.526781
141.648,-1.33686,-1.64599,-0.525095,-3.17899e-06,-0.525092
141.696,-1.31384,-1.65207,-0.523337,-3.48083e-06,-0.523334
141.744,-1.38837,-1.65793,-0.521502,-2.59971e-06,-0.5215
141.792,-1.33586,-1.66358,-0.51973,-3.19566e-06,-0.519727
141.84,-1.36887,-1.66904,-0.517919,-2.80872e-06,-0.517916
141.888,-1.35836,-1.6743,-0.516098,-2.92802e-06,-0.516095
141.936,-1.38337,-1.67938,-0.514219,-2.65542e-06,-0.514217
141.984,-1.35085,-1.68427,-0.512399,-3.01775e-06,-0.512396
142.032,-1.36636,-1.68899,-0.510583,-2.84069e-06,-0.51058
142.08,-1.37286,-1.69353,-0.508834,-2.77004e-06,-0.508831
142.128,-1.33735,-1.6979,-0.507123,-3.18513e-06,-0.50712
142.176,-1.37437,-1.70211,-0.505409,-2.75546e-06,-0.505407
142.224,-1.32384,-1.70616,-0.503747,-3.36046e-06,-0.503744
142.272,-1.34436,-1.71006,-0.502132,-3.10149e-06,-0.502129
142.32,-1.34086,-1.71381,-0.50051,-3.14533e-06,-0.500507
142.368,-1.32384,-1.71742,-0.498977,-3.36327e-06,-0.498974
142.416,-1.32184,-1.72089,-0.497453,-3.39062e-06,-0.49745
142.464,-1.29134,-1.72421,-0.49607,-3.82247e-06,-0.496066
142.512,-1.32235,-1.72741,-0.494708,-3.38551e-06,-0.494705
142.56,-1.28583,-1.73047,-0.493397,-3.90774e-06,-0.493393
142.608,-1.30785,-1.73342,-0.492032,-3.5853e-06,-0.492028
142.656,-1.35036,-1.73626,-0.490566,-3.03526e-06,-0.490563
142.704,-1.28483,-1.73898,-0.48926,-3.92557e-06,-0.489256
142.752,-1.29183,-1.74159,-0.488044,-3.82002e-06,-0.48804
142.8,-1.27333,-1.74409,-0.486826,-4.10834e-06,-0.486822
142.848,-1.26833,-1.74649,-0.485633,-4.19043e-06,-0.485629
142.896,-1.27133,-1.74879,-0.484436,-4.14213e-06,-0.484432
142.944,-1.27633,-1.751,-0.483271,-4.06237e-06,-0.483267
142.992,-1.30183,-1.75312,-0.482072,-3.67625e-06,-0.482069
143.04,-1.33935,-1.75516,-0.480856,-3.17369e-06,-0.480853
143.088,-1.26033,-1.75711,-0.479741,-4.32737e-06,-0.479737
143.136,-1.22881,-1.75898,-0.478739,-4.89748e-06,-0.478734
143.184,-1.28233,-1.76077,-0.477677,-3.97077e-06,-0.477673
143.232,-1.31534,-1.76249,-0.476489,-3.489e-06,-0.476485
143.28,-1.37986,-1.76416,-0.475118,-2.70918e-06,-0.475115
143.328,-1.41338,-1.76577,-0.473685,-2.37572e-06,-0.473682
143.376,-1.42538,-1.76733,-0.472149,-2.26678e-06,-0.472147
143.424,-1.44039,-1.76883,-0.470584,-2.13739e-06,-0.470582
143.472,-1.50741,-1.77029,-0.468894,-1.6435e-06,-0.468893
143.52,-1.49892,-1.77171,-0.467139,-1.69932e-06,-0.467137
143.568,-1.49841,-1.77308,-0.465436,-1.70289e-06,-0.465434
143.616,-1.50843,-1.77441,-0.463738,-1.63746e-06,-0.463736
143.664,-1.50241,-1.7757,-0.462032,-1.67671e-06,-0.46203
143.712,-1.48191,-1.77695,-0.460391,-1.81729e-06,-0.460389
143.76,-1.51043,-1.77816,-0.458747,-1.62511e-06,-0.458746
143.808,-1.49841,-1.77933,-0.457168,-1.70367e-06,-0.457167
143.856,-1.51292,-1.78047,-0.455612,-1.60959e-06,-0.455611
143.904,-1.50843,-1.78156,-0.454094,-1.63832e-06,-0.454093
143.952,-1.49441,-1.78263,-0.452578,-1.73103e-06,-0.452576
144,-1.46089,-1.78365,-0.451176,-1.97438e-06,-0.451174
144.048,-1.4714,-1.78464,-0.449835,-1.89481e-06,-0.449833
144.096,-1.41938,-1.78559,-0.448601,-2.32387e-06,-0.448599
144.144,-1.41938,-1.78651,-0.447395,-2.32403e-06,-0.447393
144.192,-1.42739,-1.78739,-0.446201,-2.25225e-06,-0.446199
144.24,-1.39888,-1.78824,-0.445047,-2.51897e-06,-0.445044
144.288,-1.39488,-1.78906,-0.443964,-2.55895e-06,-0.443961
144.336,-1.41087,-1.78985,-0.442895,-2.40347e-06,-0.442892
144.384,-1.40038,-1.79061,-0.441838,-2.50456e-06,-0.441835
144.432,-1.39688,-1.79134,-0.440765,-2.53939e-06,-0.440762
144.48,-1.38537,-1.79204,-0.439787,-2.65675e-06,-0.439784
144.528,-1.36937,-1.79272,-0.438864,-2.82892e-06,-0.438861
144.576,-1.36136,-1.79336,-0.438,-2.9194e-06,-0.437998
144.624,-1.33135,-1.79398,-0.437113,-3.28423e-06,-0.43711
144.672,-1.35936,-1.79457,-0.436282,-2.94265e-06,-0.436279
144.72,-1.37686,-1.79515,-0.435391,-2.74751e-06,-0.435389
144.768,-1.33035,-1.79569,-0.434573,-3.29755e-06,-0.43457
144.816,-1.36937,-1.79622,-0.433759,-2.82965e-06,-0.433756
144.864,-1.37637,-1.79673,-0.432916,-2.75314e-06,-0.432913
144.912,-1.35436,-1.79721,-0.432107,-3.0015e-06,-0.432104
144.96,-1.40187,-1.79768,-0.431258,-2.49125e-06,-0.431256
145.008,-1.36987,-1.79813,-0.430432,-2.8246e-06,-0.430429
145.056,-1.4419,-1.79856,-0.429559,-2.12945e-06,-0.429557
145.104,-1.43939,-1.79899,-0.428513,-2.15056e-06,-0.428511
145.152,-1.48941,-1.79941,-0.427411,-1.76749e-06,-0.427409
145.2,-1.53442,-1.79983,-0.426166,-1.48151e-06,-0.426164
145.248,-1.51542,-1.80025,-0.424895,-1.59616e-06,-0.424893
145.296,-1.54393,-1.80066,-0.423595,-1.42737e-06,-0.423593
145.344,-1.56543,-1.80106,-0.42229,-1.31196e-06,-0.422289
145.392,-1.55794,-1.80146,-0.420976,-1.35111e-06,-0.420975
145.44,-1.57744,-1.80185,-0.419641,-1.25164e-06,-0.41964
145.488,-1.55894,-1.80224,-0.418349,-1.3459e-06,-0.418348
145.536,-1.55243,-1.80262,-0.417099,-1.38073e-06,-0.417097
145.584,-1.54193,-1.803,-0.415843,-1.43886e-06,-0.415841
145.632,-1.55994,-1.80336,-0.414665,-1.34075e-06,-0.414664
145.68,-1.52293,-1.80372,-0.413537,-1.55024e-06,-0.413536
145.728,-1.50592,-1.80407,-0.412491,-1.65726e-06,-0.412489
145.776,-1.50943,-1.8044,-0.411469,-1.63466e-06,-0.411468
145.824,-1.49541,-1.80473,-0.410496,-1.72706e-06,-0.410494
145.872,-1.43888,-1.80505,-0.409583,-2.15581e-06,-0.409581
145.92,-1.4764,-1.80535,-0.408707,-1.86086e-06,-0.408705
145.968,-1.4664,-1.80565,-0.407792,-1.93533e-06,-0.40779
146.016,-1.48541,-1.80594,-0.406981,-1.79629e-06,-0.406979
146.064,-1.4469,-1.80621,-0.406234,-2.08927e-06,-0.406232
146.112,-1.42889,-1.80647,-0.405545,-2.24226e-06,-0.405543
146.16,-1.41238,-1.80671,-0.404895,-2.39226e-06,-0.404893
146.208,-1.4509,-1.80695,-0.404225,-2.05687e-06,-0.404223
146.256,-1.43739,-1.80718,-0.403553,-2.1688e-06,-0.40355
146.304,-1.41889,-1.80739,-0.402957,-2.3321e-06,-0.402955
146.352,-1.40287,-1.80759,-0.402361,-2.48331e-06,-0.402359
146.4,-1.41789,-1.80779,-0.401748,-2.34133e-06,-0.401746
146.448,-1.42789,-1.80798,-0.401128,-2.25132e-06,-0.401126
146.496,-1.43739,-1.80815,-0.400534,-2.16896e-06,-0.400532
146.544,-1.43788,-1.80832,-0.399941,-2.1648e-06,-0.399939
146.592,-1.39388,-1.80848,-0.399369,-2.57268e-06,-0.399367
146.64,-1.39988,-1.80863,-0.398851,-2.51289e-06,-0.398849
146.688,-1.42238,-1.80878,-0.398287,-2.30062e-06,-0.398285
146.736,-1.41489,-1.80892,-0.397718,-2.36923e-06,-0.397715
146.784,-1.39588,-1.80904,-0.397202,-2.55269e-06,-0.397199
146.832,-1.4469,-1.80916,-0.396656,-2.08973e-06,-0.396654
146.88,-1.48991,-1.80929,-0.395989,-1.76536e-06,-0.395987
146.928,-1.52193,-1.80941,-0.395232,-1.55699e-06,-0.395231
146.976,-1.53793,-1.80954,-0.394343,-1.46231e-06,-0.394342
147.024,-1.55694,-1.80967,-0.39342,-1.35724e-06,-0.393418
147.072,-1.59895,-1.8098,-0.392416,-1.15108e-06,-0.392415
147.12,-1.58744,-1.80994,-0.391399,-1.20423e-06,-0.391398
147.168,-1.58795,-1.81008,-0.390328,-1.20184e-06,-0.390326
147.216,-1.56894,-1.81022,-0.389333,-1.29491e-06,-0.389332
147.264,-1.57044,-1.81036,-0.388374,-1.28728e-06,-0.388372
147.312,-1.54343,-1.8105,-0.387457,-1.43116e-06,-0.387456
147.36,-1.54843,-1.81064,-0.386519,-1.40339e-06,-0.386518
147.408,-1.58995,-1.81078,-0.385606,-1.19252e-06,-0.385605
147.456,-1.52793,-1.81092,-0.384764,-1.52095e-06,-0.384763
147.504,-1.57344,-1.81105,-0.383971,-1.27229e-06,-0.38397
147.552,-1.55843,-1.81118,-0.383191,-1.34948e-06,-0.38319
147.6,-1.52493,-1.8113,-0.382486,-1.53899e-06,-0.382484
147.648,-1.51392,-1.81142,-0.381805,-1.60694e-06,-0.381803
147.696,-1.52242,-1.81153,-0.381187,-1.55423e-06,-0.381185
147.744,-1.48941,-1.81163,-0.380614,-1.76908e-06,-0.380612
147.792,-1.4939,-1.81173,-0.380058,-1.7382e-06,-0.380056
147.84,-1.51392,-1.81182,-0.379527,-1.60699e-06,-0.379525
147.888,-1.47891,-1.81191,-0.379059,-1.84354e-06,-0.379057
147.936,-1.4959,-1.81199,-0.378537,-1.72465e-06,-0.378535
147.984,-1.46489,-1.81206,-0.378057,-1.94772e-06,-0.378055
148.032,-1.48741,-1.81213,-0.377595,-1.78307e-06,-0.377593
148.08,-1.48391,-1.81219,-0.37715,-1.80778e-06,-0.377148
148.128,-1.48341,-1.81224,-0.376671,-1.81128e-06,-0.376669
148.176,-1.4589,-1.8123,-0.376233,-1.99413e-06,-0.376231
148.224,-1.4694,-1.81234,-0.375815,-1.91363e-06,-0.375813
148.272,-1.47691,-1.81238,-0.375411,-1.85812e-06,-0.375409
148.32,-1.4909,-1.81242,-0.374928,-1.75886e-06,-0.374926
148.368,-1.4604,-1.81245,-0.374495,-1.98239e-06,-0.374493
148.416,-1.49041,-1.81248,-0.374104,-1.76226e-06,-0.374102
148.464,-1.46489,-1.8125,-0.373763,-1.94779e-06,-0.373761
148.512,-1.47891,-1.81251,-0.373402,-1.84362e-06,-0.373401
148.56,-1.43039,-1.81252,-0.373079,-2.23004e-06,-0.373077
148.608,-1.4634,-1.81252,-0.372764,-1.95922e-06,-0.372762
148.656,-1.43439,-1.81252,-0.37244,-2.19533e-06,-0.372437
148.704,-1.46991,-1.81251,-0.372085,-1.90985e-06,-0.372083
148.752,-1.42989,-1.8125,-0.371833,-2.23448e-06,-0.37183
148.8,-1.41389,-1.81248,-0.371592,-2.37917e-06,-0.37159
148.848,-1.41889,-1.81245,-0.371436,-2.33297e-06,-0.371434
148.896,-1.40438,-1.81242,-0.371268,-2.46954e-06,-0.371266
148.944,-1.40138,-1.81237,-0.371161,-2.49876e-06,-0.371159
148.992,-1.38537,-1.81232,-0.371057,-2.66072e-06,-0.371054
149.04,-1.43088,-1.81227,-0.370937,-2.2257e-06,-0.370934
149.088,-1.40687,-1.81221,-0.370748,-2.44549e-06,-0.370746
149.136,-1.46389,-1.81215,-0.370527,-1.95539e-06,-0.370525
149.184,-1.4959,-1.81209,-0.370181,-1.72467e-06,-0.370179
149.232,-1.54293,-1.81204,-0.369697,-1.43418e-06,-0.369695
149.28,-1.53693,-1.81199,-0.369176,-1.46832e-06,-0.369175
149.328,-1.54293,-1.81195,-0.368635,-1.43417e-06,-0.368633
149.376,-1.55643,-1.81191,-0.368025,-1.36018e-06,-0.368023
149.424,-1.57444,-1.81187,-0.367399,-1.26739e-06,-0.367398
149.472,-1.56243,-1.81184,-0.366791,-1.32854e-06,-0.36679
149.52,-1.57494,-1.81181,-0.366133,-1.26494e-06,-0.366132
149.568,-1.57294,-1.81179,-0.365511,-1.2749e-06,-0.365509
149.616,-1.57044,-1.81176,-0.364927,-1.28742e-06,-0.364926
149.664,-1.59446,-1.81174,-0.364262,-1.1717e-06,-0.364261
149.712,-1.56994,-1.81172,-0.36363,-1.28998e-06,-0.363629
149.76,-1.55394,-1.8117,-0.3631,-1.37351e-06,-0.363099
149.808,-1.54743,-1.81168,-0.36257,-1.40901e-06,-0.362569
149.856,-1.56143,-1.81166,-0.362031,-1.33374e-06,-0.36203
149.904,-1.56745,-1.81164,-0.36148,-1.30264e-06,-0.361478
149.952,-1.52391,-1.81162,-0.361,-1.54517e-06,-0.360999
150,-1.52193,-1.8116,-0.360536,-1.55724e-06,-0.360534
150.048,-1.49941,-1.81158,-0.360075,-1.70104e-06,-0.360073
150.096,-1.51742,-1.81155,-0.359679,-1.58501e-06,-0.359677
150.144,-1.51692,-1.81152,-0.359291,-1.58817e-06,-0.35929
150.192,-1.4909,-1.81149,-0.35899,-1.75874e-06,-0.358988
150.24,-1.4734,-1.81145,-0.358718,-1.88373e-06,-0.358716
150.288,-1.48791,-1.8114,-0.358446,-1.77954e-06,-0.358444
150.336,-1.49792,-1.81136,-0.358153,-1.71099e-06,-0.358152
150.384,-1.47991,-1.8113,-0.357917,-1.83624e-06,-0.357916
150.432,-1.4534,-1.81124,-0.357764,-2.03739e-06,-0.357762
150.48,-1.4584,-1.81118,-0.357634,-1.99782e-06,-0.357632
150.528,-1.43788,-1.81111,-0.357537,-2.16525e-06,-0.357535
150.576,-1.42438,-1.81103,-0.357501,-2.28303e-06,-0.357499
150.624,-1.43539,-1.81094,-0.357421,-2.18649e-06,-0.357419
150.672,-1.42989,-1.81085,-0.357383,-2.23421e-06,-0.357381
150.72,-1.42789,-1.81075,-0.357346,-2.25179e-06,-0.357343
150.768,-1.43888,-1.81065,-0.357337,-2.15671e-06,-0.357335
150.816,-1.41838,-1.81054,-0.357327,-2.3373e-06,-0.357324
150.864,-1.41087,-1.81042,-0.357368,-2.40712e-06,-0.357365
150.912,-1.39137,-1.8103,-0.357404,-2.59847e-06,-0.357402
150.96,-1.40587,-1.81017,-0.357482,-2.45473e-06,-0.357479
151.008,-1.38837,-1.81003,-0.357568,-2.62916e-06,-0.357565
151.056,-1.40238,-1.80989,-0.35764,-2.48853e-06,-0.357638
151.104,-1.41289,-1.80974,-0.357698,-2.38804e-06,-0.357695
151.152,-1.40738,-1.80959,-0.357845,-2.44016e-06,-0.357843
151.2,-1.40487,-1.80943,-0.357956,-2.46425e-06,-0.357953
151.248,-1.4569,-1.80927,-0.357947,-2.00939e-06,-0.357945
151.296,-1.44939,-1.80912,-0.357861,-2.06941e-06,-0.357859
151.344,-1.39388,-1.80896,-0.357879,-2.57278e-06,-0.357877
151.392,-1.40887,-1.80879,-0.357946,-2.42578e-06,-0.357944
151.44,-1.39488,-1.80862,-0.357998,-2.56265e-06,-0.357995
151.488,-1.47491,-1.80845,-0.357906,-1.87221e-06,-0.357904
151.536,-1.50843,-1.80829,-0.357665,-1.64156e-06,-0.357663
151.584,-1.53793,-1.80814,-0.357278,-1.46217e-06,-0.357277
151.632,-1.60045,-1.808,-0.356746,-1.14414e-06,-0.356745
151.68,-1.61745,-1.80788,-0.356147,-1.07035e-06,-0.356146
151.728,-1.63297,-1.80776,-0.355541,-1.00712e-06,-0.35554
151.776,-1.62147,-1.80765,-0.354866,-1.0536e-06,-0.354865
151.824,-1.63297,-1.80755,-0.354254,-1.0071e-06,-0.354253
151.872,-1.60945,-1.80745,-0.353612,-1.10442e-06,-0.353611
151.92,-1.61896,-1.80736,-0.353002,-1.064e-06,-0.353001
151.968,-1.63497,-1.80728,-0.352368,-9.99217e-07,-0.352367
152.016,-1.60645,-1.8072,-0.351793,-1.11747e-06,-0.351792
152.064,-1.58244,-1.80712,-0.35128,-1.22782e-06,-0.351279
152.112,-1.58244,-1.80704,-0.350822,-1.22782e-06,-0.350821
152.16,-1.56094,-1.80696,-0.350436,-1.33586e-06,-0.350435
152.208,-1.57795,-1.80688,-0.350021,-1.24962e-06,-0.35002
152.256,-1.52442,-1.8068,-0.349639,-1.54156e-06,-0.349637
152.304,-1.51942,-1.80672,-0.349374,-1.57207e-06,-0.349372
152.352,-1.51592,-1.80663,-0.349122,-1.59384e-06,-0.34912
152.4,-1.52893,-1.80654,-0.3489,-1.51451e-06,-0.348898
152.448,-1.49892,-1.80645,-0.348711,-1.70369e-06,-0.348709
152.496,-1.47091,-1.80635,-0.348619,-1.90152e-06,-0.348617
152.544,-1.49541,-1.80624,-0.348487,-1.72726e-06,-0.348485
152.592,-1.50992,-1.80614,-0.348363,-1.63172e-06,-0.348361
152.64,-1.4569,-1.80603,-0.348236,-2.00891e-06,-0.348234
152.688,-1.48941,-1.80592,-0.348098,-1.76834e-06,-0.348096
152.736,-1.4564,-1.8058,-0.348053,-2.01276e-06,-0.348051
152.784,-1.46389,-1.80568,-0.348009,-1.95447e-06,-0.348008
152.832,-1.4764,-1.80555,-0.347937,-1.8609e-06,-0.347935
152.88,-1.47991,-1.80543,-0.347829,-1.83545e-06,-0.347827
152.928,-1.47191,-1.8053,-0.347762,-1.89393e-06,-0.34776
152.976,-1.46389,-1.80516,-0.347701,-1.95439e-06,-0.347699
153.024,-1.43939,-1.80502,-0.347705,-2.15153e-06,-0.347703
153.072,-1.47591,-1.80488,-0.347667,-1.8644e-06,-0.347665
153.12,-1.47091,-1.80474,-0.34762,-1.90129e-06,-0.347619
153.168,-1.44839,-1.80459,-0.347634,-2.07685e-06,-0.347632
153.216,-1.4534,-1.80444,-0.347651,-2.03637e-06,-0.347649
153.264,-1.4479,-1.80428,-0.347706,-2.08081e-06,-0.347704
153.312,-1.4554,-1.80412,-0.347716,-2.02042e-06,-0.347714
153.36,-1.48341,-1.80396,-0.347693,-1.81018e-06,-0.347691
153.408,-1.4599,-1.80379,-0.347727,-1.98509e-06,-0.347725
153.456,-1.41038,-1.80362,-0.347802,-2.41057e-06,-0.347799
153.504,-1.41889,-1.80344,-0.347914,-2.33144e-06,-0.347912
153.552,-1.4704,-1.80326,-0.347981,-1.90488e-06,-0.347979
153.6,-1.42489,-1.80308,-0.348107,-2.27716e-06,-0.348105
153.648,-1.42038,-1.80289,-0.348283,-2.31774e-06,-0.348281
153.696,-1.39788,-1.80269,-0.348488,-2.53158e-06,-0.348486
153.744,-1.40638,-1.80248,-0.348722,-2.44847e-06,-0.348719
153.792,-1.38186,-1.80227,-0.348968,-2.6956e-06,-0.348965
153.84,-1.38637,-1.80206,-0.349242,-2.64832e-06,-0.349239
153.888,-1.35736,-1.80183,-0.349559,-2.96743e-06,-0.349556
153.936,-1.40738,-1.80161,-0.349826,-2.43873e-06,-0.349824
153.984,-1.43039,-1.80137,-0.350079,-2.22822e-06,-0.350076
154.032,-1.37837,-1.80114,-0.350362,-2.73254e-06,-0.350359
154.08,-1.36536,-1.8009,-0.350658,-2.87558e-06,-0.350655
154.128,-1.39688,-1.80065,-0.350873,-2.54115e-06,-0.35087
154.176,-1.36436,-1.80041,-0.351161,-2.88678e-06,-0.351158
154.224,-1.36787,-1.80015,-0.351433,-2.84729e-06,-0.35143
154.272,-1.37737,-1.7999,-0.351718,-2.74303e-06,-0.351715
154.32,-1.38937,-1.79964,-0.351952,-2.61689e-06,-0.351949
154.368,-1.40038,-1.79938,-0.352137,-2.5062e-06,-0.352135
154.416,-1.46791,-1.79914,-0.352102,-1.92301e-06,-0.3521
154.464,-1.48991,-1.7989,-0.351953,-1.76403e-06,-0.351952
154.512,-1.53793,-1.79867,-0.351668,-1.46115e-06,-0.351667
154.56,-1.54493,-1.79846,-0.351307,-1.42157e-06,-0.351306
154.608,-1.60845,-1.79825,-0.35086,-1.10802e-06,-0.350859
154.656,-1.60945,-1.79806,-0.350405,-1.10367e-06,-0.350404
154.704,-1.64197,-1.79787,-0.349848,-9.71494e-07,-0.349847
154.752,-1.61145,-1.7977,-0.349308,-1.09501e-06,-0.349307
154.8,-1.62247,-1.79754,-0.348756,-1.0487e-06,-0.348755
154.848,-1.62096,-1.79738,-0.348243,-1.05491e-06,-0.348242
154.896,-1.59546,-1.79723,-0.347735,-1.16588e-06,-0.347734
154.944,-1.60745,-1.79708,-0.347253,-1.11228e-06,-0.347252
154.992,-1.58595,-1.79694,-0.346811,-1.21015e-06,-0.34681
155.04,-1.58995,-1.7968,-0.346385,-1.1913e-06,-0.346383
155.088,-1.56394,-1.79667,-0.345994,-1.31924e-06,-0.345992
155.136,-1.56394,-1.79654,-0.345674,-1.31923e-06,-0.345673
155.184,-1.56694,-1.7964,-0.345364,-1.30379e-06,-0.345362
155.232,-1.54743,-1.79627,-0.3451,-1.40743e-06,-0.345098
155.28,-1.53342,-1.79614,-0.344825,-1.48694e-06,-0.344824
155.328,-1.55694,-1.79601,-0.344586,-1.35589e-06,-0.344584
155.376,-1.50741,-1.79587,-0.344435,-1.64661e-06,-0.344433
