param,mean,std
e_syn,-11.261821792952007,2.7385211668045595
g_fast,0.016086166938833496,0.009390593009400273
g_slow,0.12902756406667942,0.02455012933123724
k1,0.7534638383556732,0.3896704371838611
k2,0.6349279037912225,0.552522288704295
s_fast,3.7770422659312195,0.5237406964539465
s_slow,0.8400252008815892,0.17830265179338378
v_fast,1.6537511697539398,0.2281981214822315
v_slow,0.7874721129189096,1.0695684798015337
