param,mean,std
e_syn,13.263293430968872,1.7293683251301697
g_fast,0.022316314030646916,0.010328187151774032
g_slow,0.1406489169555575,0.015110758132976191
k1,0.8472879439180965,0.30341107975191905
k2,0.5042309767055855,0.4807189112523134
s_fast,3.620714396683497,0.4385912292732013
s_slow,0.8657620534241512,0.13907160799381835
v_fast,1.642988474257868,0.24801915014398698
v_slow,0.6498140325122587,1.1882131712212003
