t,x,y,z
6238,-1.66776,-12.9009,3.36337
6238.1,-1.66779,-12.9015,3.36328
6238.2,-1.66781,-12.9021,3.3632
6238.3,-1.66784,-12.9027,3.36311
6238.4,-1.66787,-12.9033,3.36303
6238.5,-1.6679,-12.9038,3.36294
6238.6,-1.66792,-12.9044,3.36286
6238.7,-1.66795,-12.9049,3.36277
6238.8,-1.66797,-12.9054,3.36269
6238.9,-1.66799,-12.906,3.3626
6239,-1.66802,-12.9065,3.36252
6239.1,-1.66804,-12.9069,3.36243
6239.2,-1.66806,-12.9074,3.36235
6239.3,-1.66808,-12.9079,3.36226
6239.4,-1.6681,-12.9083,3.36218
6239.5,-1.66812,-12.9088,3.36209
6239.6,-1.66814,-12.9092,3.36201
6239.7,-1.66816,-12.9096,3.36192
6239.8,-1.66818,-12.9101,3.36184
6239.9,-1.6682,-12.9105,3.36176
6240,-1.66821,-12.9109,3.36167
6240.1,-1.66823,-12.9112,3.36159
6240.2,-1.66825,-12.9116,3.3615
6240.3,-1.66826,-12.912,3.36142
6240.4,-1.66828,-12.9123,3.36133
6240.5,-1.66829,-12.9126,3.36125
6240.6,-1.6683,-12.913,3.36116
6240.7,-1.66832,-12.9133,3.36108
6240.8,-1.66833,-12.9136,3.36099
6240.9,-1.66834,-12.9139,3.36091
6241,-1.66835,-12.9142,3.36082
6241.1,-1.66836,-12.9145,3.36074
6241.2,-1.66837,-12.9147,3.36065
6241.3,-1.66838,-12.915,3.36057
6241.4,-1.66839,-12.9152,3.36048
6241.5,-1.6684,-12.9155,3.3604
6241.6,-1.66841,-12.9157,3.36031
6241.7,-1.66842,-12.9159,3.36023
6241.8,-1.66842,-12.9161,3.36014
6241.9,-1.66843,-12.9163,3.36006
6242,-1.66844,-12.9165,3.35997
6242.1,-1.66844,-12.9167,3.35989
6242.2,-1.66845,-12.9169,3.3598
6242.3,-1.66845,-12.917,3.35972
6242.4,-1.66846,-12.9172,3.35963
6242.5,-1.66846,-12.9173,3.35955
6242.6,-1.66846,-12.9175,3.35946
6242.7,-1.66847,-12.9176,3.35938
6242.8,-1.66847,-12.9177,3.35929
6242.9,-1.66847,-12.9179,3.35921
6243,-1.66847,-12.918,3.35912
6243.1,-1.66847,-12.9181,3.35904
6243.2,-1.66847,-12.9181,3.35895
6243.3,-1.66847,-12.9182,3.35887
6243.4,-1.66847,-12.9183,3.35878
6243.5,-1.66847,-12.9184,3.3587
6243.6,-1.66847,-12.9184,3.35861
6243.7,-1.66847,-12.9185,3.35853
6243.8,-1.66847,-12.9185,3.35844
6243.9,-1.66846,-12.9186,3.35836
6244,-1.66846,-12.9186,3.35827
6244.1,-1.66846,-12.9186,3.35819
6244.2,-1.66845,-12.9186,3.3581
6244.3,-1.66845,-12.9186,3.35802
6244.4,-1.66845,-12.9186,3.35793
6244.5,-1.66844,-12.9186,3.35785
6244.6,-1.66843,-12.9186,3.35776
6244.7,-1.66843,-12.9186,3.35768
6244.8,-1.66842,-12.9185,3.35759
6244.9,-1.66842,-12.9185,3.35751
6245,-1.66841,-12.9184,3.35742
6245.1,-1.6684,-12.9184,3.35734
6245.2,-1.66839,-12.9183,3.35725
6245.3,-1.66839,-12.9183,3.35717
6245.4,-1.66838,-12.9182,3.35708
6245.5,-1.66837,-12.9181,3.357
6245.6,-1.66836,-12.918,3.35692
6245.7,-1.66835,-12.9179,3.35683
6245.8,-1.66834,-12.9178,3.35675
6245.9,-1.66833,-12.9177,3.35666
6246,-1.66832,-12.9176,3.35658
6246.1,-1.66831,-12.9175,3.35649
6246.2,-1.6683,-12.9174,3.35641
6246.3,-1.66829,-12.9172,3.35632
6246.4,-1.66827,-12.9171,3.35624
6246.5,-1.66826,-12.917,3.35615
6246.6,-1.66825,-12.9168,3.35607
6246.7,-1.66824,-12.9167,3.35598
6246.8,-1.66822,-12.9165,3.3559
6246.9,-1.66821,-12.9163,3.35581
6247,-1.6682,-12.9162,3.35573
6247.1,-1.66818,-12.916,3.35564
6247.2,-1.66817,-12.9158,3.35556
6247.3,-1.66815,-12.9156,3.35547
6247.4,-1.66814,-12.9154,3.35539
6247.5,-1.66812,-12.9152,3.3553
6247.6,-1.66811,-12.915,3.35522
6247.7,-1.66809,-12.9148,3.35513
6247.8,-1.66807,-12.9146,3.35505
6247.9,-1.66806,-12.9143,3.35496
6248,-1.66804,-12.9141,3.35488
6248.1,-1.66802,-12.9139,3.3548
6248.2,-1.66801,-12.9136,3.35471
6248.3,-1.66799,-12.9134,3.35463
6248.4,-1.66797,-12.9131,3.35454
6248.5,-1.66795,-12.9129,3.35446
6248.6,-1.66793,-12.9126,3.35437
6248.7,-1.66791,-12.9124,3.35429
6248.8,-1.66789,-12.9121,3.3542
6248.9,-1.66787,-12.9118,3.35412
6249,-1.66786,-12.9115,3.35403
6249.1,-1.66784,-12.9112,3.35395
6249.2,-1.66781,-12.911,3.35386
6249.3,-1.66779,-12.9107,3.35378
6249.4,-1.66777,-12.9104,3.35369
6249.5,-1.66775,-12.9101,3.35361
6249.6,-1.66773,-12.9097,3.35352
6249.7,-1.66771,-12.9094,3.35344
6249.8,-1.66769,-12.9091,3.35336
6249.9,-1.66767,-12.9088,3.35327
6250,-1.66764,-12.9085,3.35319
6250.1,-1.66762,-12.9081,3.3531
6250.2,-1.6676,-12.9078,3.35302
6250.3,-1.66758,-12.9075,3.35293
6250.4,-1.66755,-12.9071,3.35285
6250.5,-1.66753,-12.9068,3.35276
6250.6,-1.6675,-12.9064,3.35268
6250.7,-1.66748,-12.9061,3.35259
6250.8,-1.66746,-12.9057,3.35251
6250.9,-1.66743,-12.9053,3.35242
6251,-1.66741,-12.905,3.35234
6251.1,-1.66738,-12.9046,3.35226
6251.2,-1.66736,-12.9042,3.35217
6251.3,-1.66733,-12.9038,3.35209
6251.4,-1.66731,-12.9034,3.352
6251.5,-1.66728,-12.903,3.35192
6251.6,-1.66725,-12.9027,3.35183
6251.7,-1.66723,-12.9023,3.35175
6251.8,-1.6672,-12.9019,3.35166
6251.9,-1.66718,-12.9014,3.35158
6252,-1.66715,-12.901,3.3515
6252.1,-1.66712,-12.9006,3.35141
6252.2,-1.66709,-12.9002,3.35133
6252.3,-1.66707,-12.8998,3.35124
6252.4,-1.66704,-12.8994,3.35116
6252.5,-1.66701,-12.8989,3.35107
6252.6,-1.66698,-12.8985,3.35099
6252.7,-1.66696,-12.8981,3.3509
6252.8,-1.66693,-12.8976,3.35082
6252.9,-1.6669,-12.8972,3.35074
6253,-1.66687,-12.8967,3.35065
6253.1,-1.66684,-12.8963,3.35057
6253.2,-1.66681,-12.8958,3.35048
6253.3,-1.66678,-12.8954,3.3504
6253.4,-1.66675,-12.8949,3.35031
6253.5,-1.66672,-12.8945,3.35023
6253.6,-1.66669,-12.894,3.35014
6253.7,-1.66666,-12.8935,3.35006
6253.8,-1.66663,-12.8931,3.34998
6253.9,-1.6666,-12.8926,3.34989
6254,-1.66657,-12.8921,3.34981
6254.1,-1.66654,-12.8916,3.34972
6254.2,-1.66651,-12.8911,3.34964
6254.3,-1.66648,-12.8906,3.34955
6254.4,-1.66645,-12.8902,3.34947
6254.5,-1.66642,-12.8897,3.34939
6254.6,-1.66638,-12.8892,3.3493
6254.7,-1.66635,-12.8887,3.34922
6254.8,-1.66632,-12.8882,3.34913
6254.9,-1.66629,-12.8877,3.34905
6255,-1.66626,-12.8871,3.34896
6255.1,-1.66622,-12.8866,3.34888
6255.2,-1.66619,-12.8861,3.3488
6255.3,-1.66616,-12.8856,3.34871
6255.4,-1.66613,-12.8851,3.34863
6255.5,-1.66609,-12.8846,3.34854
6255.6,-1.66606,-12.884,3.34846
6255.7,-1.66603,-12.8835,3.34837
6255.8,-1.66599,-12.883,3.34829
6255.9,-1.66596,-12.8824,3.34821
6256,-1.66592,-12.8819,3.34812
6256.1,-1.66589,-12.8814,3.34804
6256.2,-1.66586,-12.8808,3.34795
6256.3,-1.66582,-12.8803,3.34787
6256.4,-1.66579,-12.8797,3.34779
6256.5,-1.66575,-12.8792,3.3477
6256.6,-1.66572,-12.8786,3.34762
6256.7,-1.66568,-12.8781,3.34753
6256.8,-1.66565,-12.8775,3.34745
6256.9,-1.66561,-12.877,3.34737
6257,-1.66558,-12.8764,3.34728
6257.1,-1.66554,-12.8758,3.3472
6257.2,-1.66551,-12.8753,3.34711
6257.3,-1.66547,-12.8747,3.34703
6257.4,-1.66544,-12.8741,3.34694
6257.5,-1.6654,-12.8736,3.34686
6257.6,-1.66537,-12.873,3.34678
6257.7,-1.66533,-12.8724,3.34669
6257.8,-1.66529,-12.8718,3.34661
6257.9,-1.66526,-12.8712,3.34652
6258,-1.66522,-12.8706,3.34644
6258.1,-1.66518,-12.8701,3.34636
6258.2,-1.66515,-12.8695,3.34627
6258.3,-1.66511,-12.8689,3.34619
6258.4,-1.66507,-12.8683,3.34611
6258.5,-1.66504,-12.8677,3.34602
6258.6,-1.665,-12.8671,3.34594
6258.7,-1.66496,-12.8665,3.34585
6258.8,-1.66492,-12.8659,3.34577
6258.9,-1.66489,-12.8653,3.34569
6259,-1.66485,-12.8647,3.3456
6259.1,-1.66481,-12.8641,3.34552
6259.2,-1.66477,-12.8635,3.34543
6259.3,-1.66473,-12.8628,3.34535
6259.4,-1.6647,-12.8622,3.34527
6259.5,-1.66466,-12.8616,3.34518
6259.6,-1.66462,-12.861,3.3451
6259.7,-1.66458,-12.8604,3.34501
6259.8,-1.66454,-12.8598,3.34493
6259.9,-1.6645,-12.8591,3.34485
6260,-1.66447,-12.8585,3.34476
6260.1,-1.66443,-12.8579,3.34468
6260.2,-1.66439,-12.8572,3.3446
6260.3,-1.66435,-12.8566,3.34451
6260.4,-1.66431,-12.856,3.34443
6260.5,-1.66427,-12.8553,3.34434
6260.6,-1.66423,-12.8547,3.34426
6260.7,-1.66419,-12.8541,3.34418
6260.8,-1.66415,-12.8534,3.34409
6260.9,-1.66411,-12.8528,3.34401
6261,-1.66407,-12.8521,3.34393
6261.1,-1.66403,-12.8515,3.34384
6261.2,-1.66399,-12.8509,3.34376
6261.3,-1.66395,-12.8502,3.34368
6261.4,-1.66391,-12.8496,3.34359
6261.5,-1.66387,-12.8489,3.34351
6261.6,-1.66383,-12.8482,3.34342
6261.7,-1.66379,-12.8476,3.34334
6261.8,-1.66375,-12.8469,3.34326
6261.9,-1.66371,-12.8463,3.34317
6262,-1.66367,-12.8456,3.34309
6262.1,-1.66363,-12.845,3.34301
6262.2,-1.66359,-12.8443,3.34292
6262.3,-1.66355,-12.8436,3.34284
6262.4,-1.66351,-12.843,3.34276
6262.5,-1.66347,-12.8423,3.34267
6262.6,-1.66343,-12.8416,3.34259
6262.7,-1.66338,-12.8409,3.34251
6262.8,-1.66334,-12.8403,3.34242
6262.9,-1.6633,-12.8396,3.34234
6263,-1.66326,-12.8389,3.34225
6263.1,-1.66322,-12.8383,3.34217
6263.2,-1.66318,-12.8376,3.34209
6263.3,-1.66313,-12.8369,3.342
6263.4,-1.66309,-12.8362,3.34192
6263.5,-1.66305,-12.8355,3.34184
6263.6,-1.66301,-12.8348,3.34175
6263.7,-1.66297,-12.8342,3.34167
6263.8,-1.66293,-12.8335,3.34159
6263.9,-1.66288,-12.8328,3.3415
6264,-1.66284,-12.8321,3.34142
6264.1,-1.6628,-12.8314,3.34134
6264.2,-1.66276,-12.8307,3.34125
6264.3,-1.66271,-12.83,3.34117
6264.4,-1.66267,-12.8293,3.34109
6264.5,-1.66263,-12.8286,3.341
6264.6,-1.66259,-12.8279,3.34092
6264.7,-1.66254,-12.8272,3.34084
6264.8,-1.6625,-12.8265,3.34075
6264.9,-1.66246,-12.8258,3.34067
6265,-1.66241,-12.8251,3.34059
6265.1,-1.66237,-12.8244,3.3405
6265.2,-1.66233,-12.8237,3.34042
6265.3,-1.66229,-12.823,3.34034
6265.4,-1.66224,-12.8223,3.34025
6265.5,-1.6622,-12.8216,3.34017
6265.6,-1.66216,-12.8209,3.34009
6265.7,-1.66211,-12.8202,3.34
6265.8,-1.66207,-12.8195,3.33992
6265.9,-1.66203,-12.8188,3.33984
6266,-1.66198,-12.8181,3.33976
6266.1,-1.66194,-12.8173,3.33967
6266.2,-1.66189,-12.8166,3.33959
6266.3,-1.66185,-12.8159,3.33951
6266.4,-1.66181,-12.8152,3.33942
6266.5,-1.66176,-12.8145,3.33934
6266.6,-1.66172,-12.8137,3.33926
6266.7,-1.66167,-12.813,3.33917
6266.8,-1.66163,-12.8123,3.33909
6266.9,-1.66159,-12.8116,3.33901
6267,-1.66154,-12.8109,3.33892
6267.1,-1.6615,-12.8101,3.33884
6267.2,-1.66145,-12.8094,3.33876
6267.3,-1.66141,-12.8087,3.33868
6267.4,-1.66136,-12.808,3.33859
6267.5,-1.66132,-12.8072,3.33851
6267.6,-1.66128,-12.8065,3.33843
6267.7,-1.66123,-12.8058,3.33834
6267.8,-1.66119,-12.805,3.33826
6267.9,-1.66114,-12.8043,3.33818
6268,-1.6611,-12.8036,3.33809
6268.1,-1.66105,-12.8028,3.33801
6268.2,-1.66101,-12.8021,3.33793
6268.3,-1.66096,-12.8014,3.33785
6268.4,-1.66092,-12.8006,3.33776
6268.5,-1.66087,-12.7999,3.33768
6268.6,-1.66083,-12.7991,3.3376
6268.7,-1.66078,-12.7984,3.33751
6268.8,-1.66074,-12.7977,3.33743
6268.9,-1.66069,-12.7969,3.33735
6269,-1.66065,-12.7962,3.33727
6269.1,-1.6606,-12.7954,3.33718
6269.2,-1.66056,-12.7947,3.3371
6269.3,-1.66051,-12.7939,3.33702
6269.4,-1.66047,-12.7932,3.33693
6269.5,-1.66042,-12.7924,3.33685
6269.6,-1.66037,-12.7917,3.33677
6269.7,-1.66033,-12.791,3.33669
6269.8,-1.66028,-12.7902,3.3366
6269.9,-1.66024,-12.7895,3.33652
6270,-1.66019,-12.7887,3.33644
6270.1,-1.66015,-12.788,3.33636
6270.2,-1.6601,-12.7872,3.33627
6270.3,-1.66005,-12.7864,3.33619
6270.4,-1.66001,-12.7857,3.33611
6270.5,-1.65996,-12.7849,3.33602
6270.6,-1.65992,-12.7842,3.33594
6270.7,-1.65987,-12.7834,3.33586
6270.8,-1.65982,-12.7827,3.33578
6270.9,-1.65978,-12.7819,3.33569
6271,-1.65973,-12.7812,3.33561
6271.1,-1.65969,-12.7804,3.33553
6271.2,-1.65964,-12.7796,3.33545
6271.3,-1.65959,-12.7789,3.33536
6271.4,-1.65955,-12.7781,3.33528
6271.5,-1.6595,-12.7773,3.3352
6271.6,-1.65946,-12.7766,3.33512
6271.7,-1.65941,-12.7758,3.33503
6271.8,-1.65936,-12.7751,3.33495
6271.9,-1.65932,-12.7743,3.33487
6272,-1.65927,-12.7735,3.33479
6272.1,-1.65922,-12.7728,3.3347
6272.2,-1.65918,-12.772,3.33462
6272.3,-1.65913,-12.7712,3.33454
6272.4,-1.65908,-12.7705,3.33446
6272.5,-1.65904,-12.7697,3.33437
6272.6,-1.65899,-12.7689,3.33429
6272.7,-1.65894,-12.7682,3.33421
6272.8,-1.6589,-12.7674,3.33413
6272.9,-1.65885,-12.7666,3.33404
6273,-1.6588,-12.7658,3.33396
6273.1,-1.65876,-12.7651,3.33388
6273.2,-1.65871,-12.7643,3.3338
6273.3,-1.65866,-12.7635,3.33372
6273.4,-1.65861,-12.7627,3.33363
6273.5,-1.65857,-12.762,3.33355
6273.6,-1.65852,-12.7612,3.33347
6273.7,-1.65847,-12.7604,3.33339
6273.8,-1.65843,-12.7596,3.3333
6273.9,-1.65838,-12.7589,3.33322
6274,-1.65833,-12.7581,3.33314
6274.1,-1.65828,-12.7573,3.33306
6274.2,-1.65824,-12.7565,3.33297
6274.3,-1.65819,-12.7558,3.33289
6274.4,-1.65814,-12.755,3.33281
6274.5,-1.65809,-12.7542,3.33273
6274.6,-1.65805,-12.7534,3.33265
6274.7,-1.658,-12.7526,3.33256
6274.8,-1.65795,-12.7519,3.33248
6274.9,-1.6579,-12.7511,3.3324
6275,-1.65786,-12.7503,3.33232
6275.1,-1.65781,-12.7495,3.33224
6275.2,-1.65776,-12.7487,3.33215
6275.3,-1.65771,-12.7479,3.33207
6275.4,-1.65767,-12.7471,3.33199
6275.5,-1.65762,-12.7464,3.33191
6275.6,-1.65757,-12.7456,3.33182
6275.7,-1.65752,-12.7448,3.33174
6275.8,-1.65748,-12.744,3.33166
6275.9,-1.65743,-12.7432,3.33158
6276,-1.65738,-12.7424,3.3315
6276.1,-1.65733,-12.7416,3.33141
6276.2,-1.65728,-12.7409,3.33133
6276.3,-1.65724,-12.7401,3.33125
6276.4,-1.65719,-12.7393,3.33117
6276.5,-1.65714,-12.7385,3.33109
6276.6,-1.65709,-12.7377,3.331
6276.7,-1.65704,-12.7369,3.33092
6276.8,-1.657,-12.7361,3.33084
6276.9,-1.65695,-12.7353,3.33076
6277,-1.6569,-12.7345,3.33068
6277.1,-1.65685,-12.7337,3.3306
6277.2,-1.6568,-12.7329,3.33051
6277.3,-1.65676,-12.7321,3.33043
6277.4,-1.65671,-12.7314,3.33035
6277.5,-1.65666,-12.7306,3.33027
6277.6,-1.65661,-12.7298,3.33019
6277.7,-1.65656,-12.729,3.3301
6277.8,-1.65652,-12.7282,3.33002
6277.9,-1.65647,-12.7274,3.32994
6278,-1.65642,-12.7266,3.32986
6278.1,-1.65637,-12.7258,3.32978
6278.2,-1.65632,-12.725,3.3297
6278.3,-1.65627,-12.7242,3.32961
6278.4,-1.65623,-12.7234,3.32953
6278.5,-1.65618,-12.7226,3.32945
6278.6,-1.65613,-12.7218,3.32937
6278.7,-1.65608,-12.721,3.32929
6278.8,-1.65603,-12.7202,3.3292
6278.9,-1.65598,-12.7194,3.32912
6279,-1.65593,-12.7186,3.32904
6279.1,-1.65589,-12.7178,3.32896
6279.2,-1.65584,-12.717,3.32888
6279.3,-1.65579,-12.7162,3.3288
6279.4,-1.65574,-12.7154,3.32871
6279.5,-1.65569,-12.7146,3.32863
6279.6,-1.65564,-12.7138,3.32855
6279.7,-1.65559,-12.713,3.32847
6279.8,-1.65555,-12.7122,3.32839
6279.9,-1.6555,-12.7114,3.32831
6280,-1.65545,-12.7106,3.32823
6280.1,-1.6554,-12.7098,3.32814
6280.2,-1.65535,-12.709,3.32806
6280.3,-1.6553,-12.7082,3.32798
6280.4,-1.65525,-12.7074,3.3279
6280.5,-1.6552,-12.7065,3.32782
6280.6,-1.65515,-12.7057,3.32774
6280.7,-1.65511,-12.7049,3.32766
6280.8,-1.65506,-12.7041,3.32757
6280.9,-1.65501,-12.7033,3.32749
6281,-1.65496,-12.7025,3.32741
6281.1,-1.65491,-12.7017,3.32733
6281.2,-1.65486,-12.7009,3.32725
6281.3,-1.65481,-12.7001,3.32717
6281.4,-1.65476,-12.6993,3.32709
6281.5,-1.65471,-12.6985,3.327
6281.6,-1.65467,-12.6977,3.32692
6281.7,-1.65462,-12.6969,3.32684
6281.8,-1.65457,-12.6961,3.32676
6281.9,-1.65452,-12.6952,3.32668
6282,-1.65447,-12.6944,3.3266
6282.1,-1.65442,-12.6936,3.32652
6282.2,-1.65437,-12.6928,3.32643
6282.3,-1.65432,-12.692,3.32635
6282.4,-1.65427,-12.6912,3.32627
6282.5,-1.65422,-12.6904,3.32619
6282.6,-1.65417,-12.6896,3.32611
6282.7,-1.65412,-12.6888,3.32603
6282.8,-1.65408,-12.6879,3.32595
6282.9,-1.65403,-12.6871,3.32587
6283,-1.65398,-12.6863,3.32578
6283.1,-1.65393,-12.6855,3.3257
6283.2,-1.65388,-12.6847,3.32562
6283.3,-1.65383,-12.6839,3.32554
6283.4,-1.65378,-12.6831,3.32546
6283.5,-1.65373,-12.6823,3.32538
6283.6,-1.65368,-12.6814,3.3253
6283.7,-1.65363,-12.6806,3.32522
6283.8,-1.65358,-12.6798,3.32514
6283.9,-1.65353,-12.679,3.32505
6284,-1.65348,-12.6782,3.32497
6284.1,-1.65343,-12.6774,3.32489
6284.2,-1.65338,-12.6765,3.32481
6284.3,-1.65333,-12.6757,3.32473
6284.4,-1.65328,-12.6749,3.32465
6284.5,-1.65324,-12.6741,3.32457
6284.6,-1.65319,-12.6733,3.32449
6284.7,-1.65314,-12.6725,3.32441
6284.8,-1.65309,-12.6716,3.32433
6284.9,-1.65304,-12.6708,3.32424
6285,-1.65299,-12.67,3.32416
6285.1,-1.65294,-12.6692,3.32408
6285.2,-1.65289,-12.6684,3.324
6285.3,-1.65284,-12.6676,3.32392
6285.4,-1.65279,-12.6667,3.32384
6285.5,-1.65274,-12.6659,3.32376
6285.6,-1.65269,-12.6651,3.32368
6285.7,-1.65264,-12.6643,3.3236
6285.8,-1.65259,-12.6635,3.32352
6285.9,-1.65254,-12.6626,3.32344
6286,-1.65249,-12.6618,3.32335
6286.1,-1.65244,-12.661,3.32327
6286.2,-1.65239,-12.6602,3.32319
6286.3,-1.65234,-12.6594,3.32311
6286.4,-1.65229,-12.6585,3.32303
6286.5,-1.65224,-12.6577,3.32295
6286.6,-1.65219,-12.6569,3.32287
6286.7,-1.65214,-12.6561,3.32279
6286.8,-1.65209,-12.6553,3.32271
6286.9,-1.65204,-12.6544,3.32263
6287,-1.65199,-12.6536,3.32255
6287.1,-1.65194,-12.6528,3.32247
6287.2,-1.65189,-12.652,3.32239
6287.3,-1.65184,-12.6512,3.32231
6287.4,-1.65179,-12.6503,3.32222
6287.5,-1.65174,-12.6495,3.32214
6287.6,-1.65169,-12.6487,3.32206
6287.7,-1.65164,-12.6479,3.32198
6287.8,-1.65159,-12.647,3.3219
6287.9,-1.65154,-12.6462,3.32182
6288,-1.65149,-12.6454,3.32174
6288.1,-1.65144,-12.6446,3.32166
6288.2,-1.65139,-12.6438,3.32158
6288.3,-1.65134,-12.6429,3.3215
6288.4,-1.65129,-12.6421,3.32142
6288.5,-1.65124,-12.6413,3.32134
6288.6,-1.65119,-12.6405,3.32126
6288.7,-1.65114,-12.6396,3.32118
6288.8,-1.65109,-12.6388,3.3211
6288.9,-1.65104,-12.638,3.32102
6289,-1.65099,-12.6372,3.32094
6289.1,-1.65094,-12.6363,3.32086
6289.2,-1.65089,-12.6355,3.32078
6289.3,-1.65084,-12.6347,3.32069
6289.4,-1.65079,-12.6339,3.32061
6289.5,-1.65074,-12.633,3.32053
6289.6,-1.65069,-12.6322,3.32045
6289.7,-1.65064,-12.6314,3.32037
6289.8,-1.65059,-12.6306,3.32029
6289.9,-1.65054,-12.6297,3.32021
6290,-1.65049,-12.6289,3.32013
6290.1,-1.65044,-12.6281,3.32005
6290.2,-1.65039,-12.6272,3.31997
6290.3,-1.65034,-12.6264,3.31989
6290.4,-1.65029,-12.6256,3.31981
6290.5,-1.65024,-12.6248,3.31973
6290.6,-1.65019,-12.6239,3.31965
6290.7,-1.65014,-12.6231,3.31957
6290.8,-1.65009,-12.6223,3.31949
6290.9,-1.65004,-12.6215,3.31941
6291,-1.64999,-12.6206,3.31933
6291.1,-1.64994,-12.6198,3.31925
6291.2,-1.64989,-12.619,3.31917
6291.3,-1.64984,-12.6181,3.31909
6291.4,-1.64979,-12.6173,3.31901
6291.5,-1.64974,-12.6165,3.31893
6291.6,-1.64969,-12.6157,3.31885
6291.7,-1.64964,-12.6148,3.31877
6291.8,-1.64959,-12.614,3.31869
6291.9,-1.64954,-12.6132,3.31861
6292,-1.64949,-12.6123,3.31853
6292.1,-1.64944,-12.6115,3.31845
6292.2,-1.64939,-12.6107,3.31837
6292.3,-1.64934,-12.6099,3.31829
6292.4,-1.64929,-12.609,3.31821
6292.5,-1.64924,-12.6082,3.31813
6292.6,-1.64919,-12.6074,3.31805
6292.7,-1.64914,-12.6065,3.31797
6292.8,-1.64908,-12.6057,3.31789
6292.9,-1.64903,-12.6049,3.31781
6293,-1.64898,-12.604,3.31773
6293.1,-1.64893,-12.6032,3.31765
6293.2,-1.64888,-12.6024,3.31757
6293.3,-1.64883,-12.6016,3.31749
6293.4,-1.64878,-12.6007,3.31741
6293.5,-1.64873,-12.5999,3.31733
6293.6,-1.64868,-12.5991,3.31725
6293.7,-1.64863,-12.5982,3.31717
6293.8,-1.64858,-12.5974,3.31709
6293.9,-1.64853,-12.5966,3.31701
6294,-1.64848,-12.5957,3.31693
6294.1,-1.64843,-12.5949,3.31685
6294.2,-1.64838,-12.5941,3.31677
6294.3,-1.64833,-12.5932,3.31669
6294.4,-1.64828,-12.5924,3.31661
6294.5,-1.64823,-12.5916,3.31653
6294.6,-1.64818,-12.5907,3.31645
6294.7,-1.64813,-12.5899,3.31637
6294.8,-1.64808,-12.5891,3.31629
6294.9,-1.64802,-12.5882,3.31621
6295,-1.64797,-12.5874,3.31613
6295.1,-1.64792,-12.5866,3.31605
6295.2,-1.64787,-12.5858,3.31597
6295.3,-1.64782,-12.5849,3.31589
6295.4,-1.64777,-12.5841,3.31581
6295.5,-1.64772,-12.5833,3.31573
6295.6,-1.64767,-12.5824,3.31565
6295.7,-1.64762,-12.5816,3.31557
6295.8,-1.64757,-12.5808,3.31549
6295.9,-1.64752,-12.5799,3.31541
6296,-1.64747,-12.5791,3.31533
6296.1,-1.64742,-12.5783,3.31526
6296.2,-1.64737,-12.5774,3.31518
6296.3,-1.64732,-12.5766,3.3151
6296.4,-1.64727,-12.5758,3.31502
6296.5,-1.64721,-12.5749,3.31494
6296.6,-1.64716,-12.5741,3.31486
6296.7,-1.64711,-12.5733,3.31478
6296.8,-1.64706,-12.5724,3.3147
6296.9,-1.64701,-12.5716,3.31462
6297,-1.64696,-12.5707,3.31454
6297.1,-1.64691,-12.5699,3.31446
6297.2,-1.64686,-12.5691,3.31438
6297.3,-1.64681,-12.5682,3.3143
6297.4,-1.64676,-12.5674,3.31422
6297.5,-1.64671,-12.5666,3.31414
6297.6,-1.64666,-12.5657,3.31406
6297.7,-1.64661,-12.5649,3.31398
6297.8,-1.64656,-12.5641,3.3139
6297.9,-1.6465,-12.5632,3.31382
6298,-1.64645,-12.5624,3.31375
6298.1,-1.6464,-12.5616,3.31367
6298.2,-1.64635,-12.5607,3.31359
6298.3,-1.6463,-12.5599,3.31351
6298.4,-1.64625,-12.5591,3.31343
6298.5,-1.6462,-12.5582,3.31335
6298.6,-1.64615,-12.5574,3.31327
6298.7,-1.6461,-12.5566,3.31319
6298.8,-1.64605,-12.5557,3.31311
6298.9,-1.646,-12.5549,3.31303
6299,-1.64595,-12.554,3.31295
6299.1,-1.6459,-12.5532,3.31287
6299.2,-1.64584,-12.5524,3.31279
6299.3,-1.64579,-12.5515,3.31271
6299.4,-1.64574,-12.5507,3.31264
6299.5,-1.64569,-12.5499,3.31256
6299.6,-1.64564,-12.549,3.31248
6299.7,-1.64559,-12.5482,3.3124
6299.8,-1.64554,-12.5474,3.31232
6299.9,-1.64549,-12.5465,3.31224
6300,-1.64544,-12.5457,3.31216
6300.1,-1.64539,-12.5449,3.31208
6300.2,-1.64534,-12.544,3.312
6300.3,-1.64528,-12.5432,3.31192
6300.4,-1.64523,-12.5423,3.31184
6300.5,-1.64518,-12.5415,3.31177
6300.6,-1.64513,-12.5407,3.31169
6300.7,-1.64508,-12.5398,3.31161
6300.8,-1.64503,-12.539,3.31153
6300.9,-1.64498,-12.5382,3.31145
6301,-1.64493,-12.5373,3.31137
6301.1,-1.64488,-12.5365,3.31129
6301.2,-1.64483,-12.5356,3.31121
6301.3,-1.64478,-12.5348,3.31113
6301.4,-1.64472,-12.534,3.31105
6301.5,-1.64467,-12.5331,3.31098
6301.6,-1.64462,-12.5323,3.3109
6301.7,-1.64457,-12.5315,3.31082
6301.8,-1.64452,-12.5306,3.31074
6301.9,-1.64447,-12.5298,3.31066
6302,-1.64442,-12.5289,3.31058
6302.1,-1.64437,-12.5281,3.3105
6302.2,-1.64432,-12.5273,3.31042
6302.3,-1.64427,-12.5264,3.31034
6302.4,-1.64421,-12.5256,3.31027
