t,x,y,z
194.3,-1.40712,-8.91017,3.0962
194.4,-1.40705,-8.90915,3.09617
194.5,-1.40698,-8.90813,3.09615
194.6,-1.40691,-8.90711,3.09612
194.7,-1.40683,-8.90609,3.0961
194.8,-1.40676,-8.90507,3.09607
194.9,-1.40669,-8.90405,3.09605
195,-1.40662,-8.90303,3.09602
195.1,-1.40654,-8.90201,3.096
195.2,-1.40647,-8.90099,3.09598
195.3,-1.4064,-8.89997,3.09595
195.4,-1.40632,-8.89895,3.09593
195.5,-1.40625,-8.89793,3.0959
195.6,-1.40618,-8.89691,3.09588
195.7,-1.40611,-8.89589,3.09585
195.8,-1.40603,-8.89487,3.09583
195.9,-1.40596,-8.89385,3.09581
196,-1.40589,-8.89283,3.09578
196.1,-1.40582,-8.8918,3.09576
196.2,-1.40574,-8.89078,3.09573
196.3,-1.40567,-8.88976,3.09571
196.4,-1.4056,-8.88874,3.09568
196.5,-1.40552,-8.88771,3.09566
196.6,-1.40545,-8.88669,3.09564
196.7,-1.40538,-8.88567,3.09561
196.8,-1.40531,-8.88465,3.09559
196.9,-1.40523,-8.88362,3.09556
197,-1.40516,-8.8826,3.09554
197.1,-1.40509,-8.88158,3.09552
197.2,-1.40501,-8.88055,3.09549
197.3,-1.40494,-8.87953,3.09547
197.4,-1.40487,-8.87851,3.09544
197.5,-1.40479,-8.87748,3.09542
197.6,-1.40472,-8.87646,3.0954
197.7,-1.40465,-8.87543,3.09537
197.8,-1.40458,-8.87441,3.09535
197.9,-1.4045,-8.87338,3.09532
198,-1.40443,-8.87236,3.0953
198.1,-1.40436,-8.87133,3.09528
198.2,-1.40428,-8.87031,3.09525
198.3,-1.40421,-8.86928,3.09523
198.4,-1.40414,-8.86825,3.0952
198.5,-1.40406,-8.86723,3.09518
198.6,-1.40399,-8.8662,3.09516
198.7,-1.40392,-8.86518,3.09513
198.8,-1.40384,-8.86415,3.09511
198.9,-1.40377,-8.86312,3.09508
199,-1.4037,-8.8621,3.09506
199.1,-1.40362,-8.86107,3.09504
199.2,-1.40355,-8.86004,3.09501
199.3,-1.40348,-8.85901,3.09499
199.4,-1.4034,-8.85799,3.09497
199.5,-1.40333,-8.85696,3.09494
199.6,-1.40326,-8.85593,3.09492
199.7,-1.40318,-8.8549,3.0949
199.8,-1.40311,-8.85387,3.09487
199.9,-1.40304,-8.85284,3.09485
200,-1.40296,-8.85181,3.09482
200.1,-1.40289,-8.85079,3.0948
200.2,-1.40282,-8.84976,3.09478
200.3,-1.40274,-8.84873,3.09475
200.4,-1.40267,-8.8477,3.09473
200.5,-1.4026,-8.84667,3.09471
200.6,-1.40252,-8.84564,3.09468
200.7,-1.40245,-8.84461,3.09466
200.8,-1.40237,-8.84358,3.09464
200.9,-1.4023,-8.84255,3.09461
201,-1.40223,-8.84152,3.09459
201.1,-1.40215,-8.84048,3.09457
201.2,-1.40208,-8.83945,3.09454
201.3,-1.40201,-8.83842,3.09452
201.4,-1.40193,-8.83739,3.0945
201.5,-1.40186,-8.83636,3.09447
201.6,-1.40178,-8.83533,3.09445
201.7,-1.40171,-8.83429,3.09443
201.8,-1.40164,-8.83326,3.0944
201.9,-1.40156,-8.83223,3.09438
202,-1.40149,-8.8312,3.09436
202.1,-1.40142,-8.83016,3.09433
202.2,-1.40134,-8.82913,3.09431
202.3,-1.40127,-8.8281,3.09429
202.4,-1.40119,-8.82706,3.09426
202.5,-1.40112,-8.82603,3.09424
202.6,-1.40105,-8.825,3.09422
202.7,-1.40097,-8.82396,3.09419
202.8,-1.4009,-8.82293,3.09417
202.9,-1.40082,-8.82189,3.09415
203,-1.40075,-8.82086,3.09412
203.1,-1.40068,-8.81982,3.0941
203.2,-1.4006,-8.81879,3.09408
203.3,-1.40053,-8.81775,3.09405
203.4,-1.40045,-8.81672,3.09403
203.5,-1.40038,-8.81568,3.09401
203.6,-1.40031,-8.81465,3.09398
203.7,-1.40023,-8.81361,3.09396
203.8,-1.40016,-8.81257,3.09394
203.9,-1.40008,-8.81154,3.09392
204,-1.40001,-8.8105,3.09389
204.1,-1.39994,-8.80946,3.09387
204.2,-1.39986,-8.80843,3.09385
204.3,-1.39979,-8.80739,3.09382
204.4,-1.39971,-8.80635,3.0938
204.5,-1.39964,-8.80531,3.09378
204.6,-1.39956,-8.80428,3.09375
204.7,-1.39949,-8.80324,3.09373
204.8,-1.39942,-8.8022,3.09371
204.9,-1.39934,-8.80116,3.09369
205,-1.39927,-8.80012,3.09366
205.1,-1.39919,-8.79908,3.09364
205.2,-1.39912,-8.79804,3.09362
205.3,-1.39904,-8.797,3.0936
205.4,-1.39897,-8.79596,3.09357
205.5,-1.39889,-8.79492,3.09355
205.6,-1.39882,-8.79388,3.09353
205.7,-1.39875,-8.79284,3.0935
205.8,-1.39867,-8.7918,3.09348
205.9,-1.3986,-8.79076,3.09346
206,-1.39852,-8.78972,3.09344
206.1,-1.39845,-8.78868,3.09341
206.2,-1.39837,-8.78764,3.09339
206.3,-1.3983,-8.7866,3.09337
206.4,-1.39822,-8.78556,3.09335
206.5,-1.39815,-8.78452,3.09332
206.6,-1.39807,-8.78347,3.0933
206.7,-1.398,-8.78243,3.09328
206.8,-1.39792,-8.78139,3.09326
206.9,-1.39785,-8.78035,3.09323
207,-1.39777,-8.7793,3.09321
207.1,-1.3977,-8.77826,3.09319
207.2,-1.39763,-8.77722,3.09317
207.3,-1.39755,-8.77617,3.09314
207.4,-1.39748,-8.77513,3.09312
207.5,-1.3974,-8.77409,3.0931
207.6,-1.39733,-8.77304,3.09308
207.7,-1.39725,-8.772,3.09305
207.8,-1.39718,-8.77095,3.09303
207.9,-1.3971,-8.76991,3.09301
208,-1.39703,-8.76886,3.09299
208.1,-1.39695,-8.76782,3.09296
208.2,-1.39688,-8.76677,3.09294
208.3,-1.3968,-8.76573,3.09292
208.4,-1.39673,-8.76468,3.0929
208.5,-1.39665,-8.76364,3.09287
208.6,-1.39658,-8.76259,3.09285
208.7,-1.3965,-8.76154,3.09283
208.8,-1.39643,-8.7605,3.09281
208.9,-1.39635,-8.75945,3.09279
209,-1.39628,-8.7584,3.09276
209.1,-1.3962,-8.75735,3.09274
209.2,-1.39613,-8.75631,3.09272
209.3,-1.39605,-8.75526,3.0927
209.4,-1.39597,-8.75421,3.09268
209.5,-1.3959,-8.75316,3.09265
209.6,-1.39582,-8.75211,3.09263
209.7,-1.39575,-8.75107,3.09261
209.8,-1.39567,-8.75002,3.09259
209.9,-1.3956,-8.74897,3.09257
210,-1.39552,-8.74792,3.09254
210.1,-1.39545,-8.74687,3.09252
210.2,-1.39537,-8.74582,3.0925
210.3,-1.3953,-8.74477,3.09248
210.4,-1.39522,-8.74372,3.09246
210.5,-1.39515,-8.74267,3.09243
210.6,-1.39507,-8.74162,3.09241
210.7,-1.395,-8.74057,3.09239
210.8,-1.39492,-8.73952,3.09237
210.9,-1.39484,-8.73847,3.09235
211,-1.39477,-8.73741,3.09232
211.1,-1.39469,-8.73636,3.0923
211.2,-1.39462,-8.73531,3.09228
211.3,-1.39454,-8.73426,3.09226
211.4,-1.39447,-8.73321,3.09224
211.5,-1.39439,-8.73215,3.09221
211.6,-1.39431,-8.7311,3.09219
211.7,-1.39424,-8.73005,3.09217
211.8,-1.39416,-8.72899,3.09215
211.9,-1.39409,-8.72794,3.09213
212,-1.39401,-8.72689,3.09211
212.1,-1.39394,-8.72583,3.09208
212.2,-1.39386,-8.72478,3.09206
212.3,-1.39378,-8.72372,3.09204
212.4,-1.39371,-8.72267,3.09202
212.5,-1.39363,-8.72161,3.092
212.6,-1.39356,-8.72056,3.09198
212.7,-1.39348,-8.7195,3.09195
212.8,-1.39341,-8.71845,3.09193
212.9,-1.39333,-8.71739,3.09191
213,-1.39325,-8.71634,3.09189
213.1,-1.39318,-8.71528,3.09187
213.2,-1.3931,-8.71422,3.09185
213.3,-1.39303,-8.71317,3.09183
213.4,-1.39295,-8.71211,3.0918
213.5,-1.39287,-8.71105,3.09178
213.6,-1.3928,-8.71,3.09176
213.7,-1.39272,-8.70894,3.09174
213.8,-1.39265,-8.70788,3.09172
213.9,-1.39257,-8.70682,3.0917
214,-1.39249,-8.70576,3.09168
214.1,-1.39242,-8.70471,3.09165
214.2,-1.39234,-8.70365,3.09163
214.3,-1.39226,-8.70259,3.09161
214.4,-1.39219,-8.70153,3.09159
214.5,-1.39211,-8.70047,3.09157
214.6,-1.39204,-8.69941,3.09155
214.7,-1.39196,-8.69835,3.09153
214.8,-1.39188,-8.69729,3.09151
214.9,-1.39181,-8.69623,3.09148
215,-1.39173,-8.69517,3.09146
215.1,-1.39165,-8.69411,3.09144
215.2,-1.39158,-8.69305,3.09142
215.3,-1.3915,-8.69199,3.0914
215.4,-1.39142,-8.69092,3.09138
215.5,-1.39135,-8.68986,3.09136
215.6,-1.39127,-8.6888,3.09134
215.7,-1.39119,-8.68774,3.09132
215.8,-1.39112,-8.68668,3.09129
215.9,-1.39104,-8.68561,3.09127
216,-1.39097,-8.68455,3.09125
216.1,-1.39089,-8.68349,3.09123
216.2,-1.39081,-8.68242,3.09121
216.3,-1.39074,-8.68136,3.09119
216.4,-1.39066,-8.6803,3.09117
216.5,-1.39058,-8.67923,3.09115
216.6,-1.39051,-8.67817,3.09113
216.7,-1.39043,-8.6771,3.09111
216.8,-1.39035,-8.67604,3.09108
216.9,-1.39027,-8.67497,3.09106
217,-1.3902,-8.67391,3.09104
217.1,-1.39012,-8.67284,3.09102
217.2,-1.39004,-8.67178,3.091
217.3,-1.38997,-8.67071,3.09098
217.4,-1.38989,-8.66964,3.09096
217.5,-1.38981,-8.66858,3.09094
217.6,-1.38974,-8.66751,3.09092
217.7,-1.38966,-8.66644,3.0909
217.8,-1.38958,-8.66538,3.09088
217.9,-1.38951,-8.66431,3.09086
218,-1.38943,-8.66324,3.09084
218.1,-1.38935,-8.66217,3.09081
218.2,-1.38927,-8.6611,3.09079
218.3,-1.3892,-8.66004,3.09077
218.4,-1.38912,-8.65897,3.09075
218.5,-1.38904,-8.6579,3.09073
218.6,-1.38897,-8.65683,3.09071
218.7,-1.38889,-8.65576,3.09069
218.8,-1.38881,-8.65469,3.09067
218.9,-1.38873,-8.65362,3.09065
219,-1.38866,-8.65255,3.09063
219.1,-1.38858,-8.65148,3.09061
219.2,-1.3885,-8.65041,3.09059
219.3,-1.38843,-8.64934,3.09057
219.4,-1.38835,-8.64827,3.09055
219.5,-1.38827,-8.64719,3.09053
219.6,-1.38819,-8.64612,3.09051
219.7,-1.38812,-8.64505,3.09049
219.8,-1.38804,-8.64398,3.09047
219.9,-1.38796,-8.64291,3.09045
220,-1.38788,-8.64183,3.09042
220.1,-1.38781,-8.64076,3.0904
220.2,-1.38773,-8.63969,3.09038
220.3,-1.38765,-8.63861,3.09036
220.4,-1.38757,-8.63754,3.09034
220.5,-1.3875,-8.63647,3.09032
220.6,-1.38742,-8.63539,3.0903
220.7,-1.38734,-8.63432,3.09028
220.8,-1.38726,-8.63324,3.09026
220.9,-1.38719,-8.63217,3.09024
221,-1.38711,-8.63109,3.09022
221.1,-1.38703,-8.63002,3.0902
221.2,-1.38695,-8.62894,3.09018
221.3,-1.38687,-8.62786,3.09016
221.4,-1.3868,-8.62679,3.09014
221.5,-1.38672,-8.62571,3.09012
221.6,-1.38664,-8.62463,3.0901
221.7,-1.38656,-8.62356,3.09008
221.8,-1.38649,-8.62248,3.09006
221.9,-1.38641,-8.6214,3.09004
222,-1.38633,-8.62032,3.09002
222.1,-1.38625,-8.61925,3.09
222.2,-1.38617,-8.61817,3.08998
222.3,-1.3861,-8.61709,3.08996
222.4,-1.38602,-8.61601,3.08994
222.5,-1.38594,-8.61493,3.08992
222.6,-1.38586,-8.61385,3.0899
222.7,-1.38578,-8.61277,3.08988
222.8,-1.3857,-8.61169,3.08986
222.9,-1.38563,-8.61061,3.08984
223,-1.38555,-8.60953,3.08982
223.1,-1.38547,-8.60845,3.0898
223.2,-1.38539,-8.60737,3.08978
223.3,-1.38531,-8.60629,3.08976
223.4,-1.38524,-8.60521,3.08974
223.5,-1.38516,-8.60412,3.08972
223.6,-1.38508,-8.60304,3.0897
223.7,-1.385,-8.60196,3.08968
223.8,-1.38492,-8.60088,3.08966
223.9,-1.38484,-8.59979,3.08964
224,-1.38477,-8.59871,3.08962
224.1,-1.38469,-8.59763,3.0896
224.2,-1.38461,-8.59654,3.08958
224.3,-1.38453,-8.59546,3.08957
224.4,-1.38445,-8.59438,3.08955
224.5,-1.38437,-8.59329,3.08953
224.6,-1.38429,-8.59221,3.08951
224.7,-1.38422,-8.59112,3.08949
224.8,-1.38414,-8.59004,3.08947
224.9,-1.38406,-8.58895,3.08945
225,-1.38398,-8.58786,3.08943
225.1,-1.3839,-8.58678,3.08941
225.2,-1.38382,-8.58569,3.08939
225.3,-1.38374,-8.5846,3.08937
225.4,-1.38367,-8.58352,3.08935
225.5,-1.38359,-8.58243,3.08933
225.6,-1.38351,-8.58134,3.08931
225.7,-1.38343,-8.58026,3.08929
225.8,-1.38335,-8.57917,3.08927
225.9,-1.38327,-8.57808,3.08925
226,-1.38319,-8.57699,3.08923
226.1,-1.38311,-8.5759,3.08921
226.2,-1.38303,-8.57481,3.0892
226.3,-1.38296,-8.57372,3.08918
226.4,-1.38288,-8.57263,3.08916
226.5,-1.3828,-8.57154,3.08914
226.6,-1.38272,-8.57045,3.08912
226.7,-1.38264,-8.56936,3.0891
226.8,-1.38256,-8.56827,3.08908
226.9,-1.38248,-8.56718,3.08906
227,-1.3824,-8.56609,3.08904
227.1,-1.38232,-8.565,3.08902
227.2,-1.38224,-8.5639,3.089
227.3,-1.38216,-8.56281,3.08898
227.4,-1.38208,-8.56172,3.08896
227.5,-1.38201,-8.56063,3.08895
227.6,-1.38193,-8.55953,3.08893
227.7,-1.38185,-8.55844,3.08891
227.8,-1.38177,-8.55735,3.08889
227.9,-1.38169,-8.55625,3.08887
228,-1.38161,-8.55516,3.08885
228.1,-1.38153,-8.55406,3.08883
228.2,-1.38145,-8.55297,3.08881
228.3,-1.38137,-8.55187,3.08879
228.4,-1.38129,-8.55078,3.08877
228.5,-1.38121,-8.54968,3.08876
228.6,-1.38113,-8.54859,3.08874
228.7,-1.38105,-8.54749,3.08872
228.8,-1.38097,-8.54639,3.0887
228.9,-1.38089,-8.5453,3.08868
229,-1.38081,-8.5442,3.08866
229.1,-1.38073,-8.5431,3.08864
229.2,-1.38065,-8.54201,3.08862
229.3,-1.38057,-8.54091,3.0886
229.4,-1.38049,-8.53981,3.08859
229.5,-1.38041,-8.53871,3.08857
229.6,-1.38033,-8.53761,3.08855
229.7,-1.38026,-8.53651,3.08853
229.8,-1.38018,-8.53541,3.08851
229.9,-1.3801,-8.53431,3.08849
230,-1.38002,-8.53321,3.08847
230.1,-1.37994,-8.53211,3.08845
230.2,-1.37986,-8.53101,3.08844
230.3,-1.37978,-8.52991,3.08842
230.4,-1.3797,-8.52881,3.0884
230.5,-1.37962,-8.52771,3.08838
230.6,-1.37954,-8.52661,3.08836
230.7,-1.37946,-8.5255,3.08834
230.8,-1.37937,-8.5244,3.08832
230.9,-1.37929,-8.5233,3.08831
231,-1.37921,-8.5222,3.08829
231.1,-1.37913,-8.52109,3.08827
231.2,-1.37905,-8.51999,3.08825
231.3,-1.37897,-8.51889,3.08823
231.4,-1.37889,-8.51778,3.08821
231.5,-1.37881,-8.51668,3.0882
231.6,-1.37873,-8.51557,3.08818
231.7,-1.37865,-8.51447,3.08816
231.8,-1.37857,-8.51336,3.08814
231.9,-1.37849,-8.51226,3.08812
232,-1.37841,-8.51115,3.0881
232.1,-1.37833,-8.51004,3.08809
232.2,-1.37825,-8.50894,3.08807
232.3,-1.37817,-8.50783,3.08805
232.4,-1.37809,-8.50672,3.08803
232.5,-1.37801,-8.50561,3.08801
232.6,-1.37793,-8.50451,3.08799
232.7,-1.37785,-8.5034,3.08798
232.8,-1.37777,-8.50229,3.08796
232.9,-1.37769,-8.50118,3.08794
233,-1.37761,-8.50007,3.08792
233.1,-1.37752,-8.49896,3.0879
233.2,-1.37744,-8.49785,3.08789
233.3,-1.37736,-8.49674,3.08787
233.4,-1.37728,-8.49563,3.08785
233.5,-1.3772,-8.49452,3.08783
233.6,-1.37712,-8.49341,3.08781
233.7,-1.37704,-8.4923,3.08779
233.8,-1.37696,-8.49119,3.08778
233.9,-1.37688,-8.49008,3.08776
234,-1.3768,-8.48896,3.08774
234.1,-1.37672,-8.48785,3.08772
234.2,-1.37663,-8.48674,3.08771
234.3,-1.37655,-8.48563,3.08769
234.4,-1.37647,-8.48451,3.08767
234.5,-1.37639,-8.4834,3.08765
234.6,-1.37631,-8.48228,3.08763
234.7,-1.37623,-8.48117,3.08762
234.8,-1.37615,-8.48006,3.0876
234.9,-1.37607,-8.47894,3.08758
235,-1.37598,-8.47782,3.08756
235.1,-1.3759,-8.47671,3.08754
235.2,-1.37582,-8.47559,3.08753
235.3,-1.37574,-8.47448,3.08751
235.4,-1.37566,-8.47336,3.08749
235.5,-1.37558,-8.47224,3.08747
235.6,-1.3755,-8.47113,3.08746
235.7,-1.37541,-8.47001,3.08744
235.8,-1.37533,-8.46889,3.08742
235.9,-1.37525,-8.46777,3.0874
236,-1.37517,-8.46665,3.08739
236.1,-1.37509,-8.46553,3.08737
236.2,-1.37501,-8.46441,3.08735
236.3,-1.37493,-8.4633,3.08733
236.4,-1.37484,-8.46218,3.08731
236.5,-1.37476,-8.46106,3.0873
236.6,-1.37468,-8.45993,3.08728
236.7,-1.3746,-8.45881,3.08726
236.8,-1.37452,-8.45769,3.08724
236.9,-1.37443,-8.45657,3.08723
237,-1.37435,-8.45545,3.08721
237.1,-1.37427,-8.45433,3.08719
237.2,-1.37419,-8.4532,3.08717
237.3,-1.37411,-8.45208,3.08716
237.4,-1.37403,-8.45096,3.08714
237.5,-1.37394,-8.44983,3.08712
237.6,-1.37386,-8.44871,3.08711
237.7,-1.37378,-8.44759,3.08709
237.8,-1.3737,-8.44646,3.08707
237.9,-1.37361,-8.44534,3.08705
238,-1.37353,-8.44421,3.08704
238.1,-1.37345,-8.44309,3.08702
238.2,-1.37337,-8.44196,3.087
238.3,-1.37329,-8.44083,3.08698
238.4,-1.3732,-8.43971,3.08697
238.5,-1.37312,-8.43858,3.08695
238.6,-1.37304,-8.43745,3.08693
238.7,-1.37296,-8.43633,3.08692
238.8,-1.37287,-8.4352,3.0869
238.9,-1.37279,-8.43407,3.08688
239,-1.37271,-8.43294,3.08686
239.1,-1.37263,-8.43181,3.08685
239.2,-1.37254,-8.43068,3.08683
239.3,-1.37246,-8.42955,3.08681
239.4,-1.37238,-8.42842,3.0868
239.5,-1.3723,-8.42729,3.08678
239.6,-1.37221,-8.42616,3.08676
239.7,-1.37213,-8.42503,3.08675
239.8,-1.37205,-8.4239,3.08673
239.9,-1.37197,-8.42277,3.08671
240,-1.37188,-8.42164,3.08669
240.1,-1.3718,-8.4205,3.08668
240.2,-1.37172,-8.41937,3.08666
240.3,-1.37163,-8.41824,3.08664
240.4,-1.37155,-8.4171,3.08663
240.5,-1.37147,-8.41597,3.08661
240.6,-1.37139,-8.41484,3.08659
240.7,-1.3713,-8.4137,3.08658
240.8,-1.37122,-8.41257,3.08656
240.9,-1.37114,-8.41143,3.08654
241,-1.37105,-8.4103,3.08653
241.1,-1.37097,-8.40916,3.08651
241.2,-1.37089,-8.40802,3.08649
241.3,-1.3708,-8.40689,3.08648
241.4,-1.37072,-8.40575,3.08646
241.5,-1.37064,-8.40461,3.08644
241.6,-1.37055,-8.40348,3.08643
241.7,-1.37047,-8.40234,3.08641
241.8,-1.37039,-8.4012,3.08639
241.9,-1.3703,-8.40006,3.08638
242,-1.37022,-8.39892,3.08636
242.1,-1.37014,-8.39778,3.08634
242.2,-1.37005,-8.39664,3.08633
242.3,-1.36997,-8.3955,3.08631
242.4,-1.36989,-8.39436,3.08629
242.5,-1.3698,-8.39322,3.08628
242.6,-1.36972,-8.39208,3.08626
242.7,-1.36964,-8.39094,3.08624
242.8,-1.36955,-8.3898,3.08623
242.9,-1.36947,-8.38865,3.08621
243,-1.36939,-8.38751,3.08619
243.1,-1.3693,-8.38637,3.08618
243.2,-1.36922,-8.38522,3.08616
243.3,-1.36913,-8.38408,3.08615
243.4,-1.36905,-8.38294,3.08613
243.5,-1.36897,-8.38179,3.08611
243.6,-1.36888,-8.38065,3.0861
243.7,-1.3688,-8.3795,3.08608
243.8,-1.36871,-8.37836,3.08606
243.9,-1.36863,-8.37721,3.08605
244,-1.36855,-8.37606,3.08603
244.1,-1.36846,-8.37492,3.08602
244.2,-1.36838,-8.37377,3.086
244.3,-1.36829,-8.37262,3.08598
244.4,-1.36821,-8.37147,3.08597
244.5,-1.36813,-8.37033,3.08595
244.6,-1.36804,-8.36918,3.08594
244.7,-1.36796,-8.36803,3.08592
244.8,-1.36787,-8.36688,3.0859
244.9,-1.36779,-8.36573,3.08589
245,-1.3677,-8.36458,3.08587
245.1,-1.36762,-8.36343,3.08585
245.2,-1.36754,-8.36228,3.08584
245.3,-1.36745,-8.36113,3.08582
245.4,-1.36737,-8.35997,3.08581
245.5,-1.36728,-8.35882,3.08579
245.6,-1.3672,-8.35767,3.08577
245.7,-1.36711,-8.35652,3.08576
245.8,-1.36703,-8.35536,3.08574
245.9,-1.36694,-8.35421,3.08573
246,-1.36686,-8.35306,3.08571
246.1,-1.36677,-8.3519,3.0857
246.2,-1.36669,-8.35075,3.08568
246.3,-1.3666,-8.34959,3.08566
246.4,-1.36652,-8.34844,3.08565
246.5,-1.36643,-8.34728,3.08563
246.6,-1.36635,-8.34612,3.08562
246.7,-1.36626,-8.34497,3.0856
246.8,-1.36618,-8.34381,3.08559
246.9,-1.36609,-8.34265,3.08557
247,-1.36601,-8.3415,3.08555
247.1,-1.36592,-8.34034,3.08554
247.2,-1.36584,-8.33918,3.08552
247.3,-1.36575,-8.33802,3.08551
247.4,-1.36567,-8.33686,3.08549
247.5,-1.36558,-8.3357,3.08548
247.6,-1.3655,-8.33454,3.08546
247.7,-1.36541,-8.33338,3.08544
247.8,-1.36533,-8.33222,3.08543
247.9,-1.36524,-8.33106,3.08541
248,-1.36516,-8.32989,3.0854
248.1,-1.36507,-8.32873,3.08538
248.2,-1.36499,-8.32757,3.08537
248.3,-1.3649,-8.32641,3.08535
248.4,-1.36482,-8.32524,3.08534
248.5,-1.36473,-8.32408,3.08532
248.6,-1.36464,-8.32292,3.08531
248.7,-1.36456,-8.32175,3.08529
248.8,-1.36447,-8.32059,3.08528
248.9,-1.36439,-8.31942,3.08526
249,-1.3643,-8.31825,3.08524
249.1,-1.36422,-8.31709,3.08523
249.2,-1.36413,-8.31592,3.08521
249.3,-1.36404,-8.31475,3.0852
249.4,-1.36396,-8.31359,3.08518
249.5,-1.36387,-8.31242,3.08517
249.6,-1.36379,-8.31125,3.08515
249.7,-1.3637,-8.31008,3.08514
249.8,-1.36361,-8.30891,3.08512
249.9,-1.36353,-8.30774,3.08511
250,-1.36344,-8.30657,3.08509
250.1,-1.36336,-8.3054,3.08508
250.2,-1.36327,-8.30423,3.08506
250.3,-1.36318,-8.30306,3.08505
250.4,-1.3631,-8.30189,3.08503
250.5,-1.36301,-8.30072,3.08502
250.6,-1.36292,-8.29955,3.085
250.7,-1.36284,-8.29837,3.08499
250.8,-1.36275,-8.2972,3.08497
250.9,-1.36267,-8.29603,3.08496
251,-1.36258,-8.29485,3.08494
251.1,-1.36249,-8.29368,3.08493
251.2,-1.36241,-8.2925,3.08491
251.3,-1.36232,-8.29133,3.0849
251.4,-1.36223,-8.29015,3.08488
251.5,-1.36215,-8.28897,3.08487
251.6,-1.36206,-8.2878,3.08485
251.7,-1.36197,-8.28662,3.08484
251.8,-1.36189,-8.28544,3.08482
251.9,-1.3618,-8.28427,3.08481
252,-1.36171,-8.28309,3.08479
252.1,-1.36163,-8.28191,3.08478
252.2,-1.36154,-8.28073,3.08476
252.3,-1.36145,-8.27955,3.08475
252.4,-1.36136,-8.27837,3.08474
252.5,-1.36128,-8.27719,3.08472
252.6,-1.36119,-8.27601,3.08471
252.7,-1.3611,-8.27483,3.08469
252.8,-1.36102,-8.27364,3.08468
252.9,-1.36093,-8.27246,3.08466
253,-1.36084,-8.27128,3.08465
253.1,-1.36075,-8.2701,3.08463
253.2,-1.36067,-8.26891,3.08462
253.3,-1.36058,-8.26773,3.0846
253.4,-1.36049,-8.26654,3.08459
253.5,-1.3604,-8.26536,3.08457
253.6,-1.36032,-8.26417,3.08456
253.7,-1.36023,-8.26299,3.08455
253.8,-1.36014,-8.2618,3.08453
253.9,-1.36005,-8.26062,3.08452
254,-1.35997,-8.25943,3.0845
254.1,-1.35988,-8.25824,3.08449
254.2,-1.35979,-8.25705,3.08447
254.3,-1.3597,-8.25586,3.08446
254.4,-1.35962,-8.25468,3.08445
254.5,-1.35953,-8.25349,3.08443
254.6,-1.35944,-8.2523,3.08442
254.7,-1.35935,-8.25111,3.0844
254.8,-1.35926,-8.24992,3.08439
254.9,-1.35918,-8.24872,3.08437
255,-1.35909,-8.24753,3.08436
255.1,-1.359,-8.24634,3.08435
255.2,-1.35891,-8.24515,3.08433
255.3,-1.35882,-8.24396,3.08432
255.4,-1.35874,-8.24276,3.0843
255.5,-1.35865,-8.24157,3.08429
255.6,-1.35856,-8.24037,3.08428
255.7,-1.35847,-8.23918,3.08426
255.8,-1.35838,-8.23798,3.08425
255.9,-1.3583,-8.23679,3.08423
256,-1.35821,-8.23559,3.08422
256.1,-1.35812,-8.2344,3.08421
256.2,-1.35803,-8.2332,3.08419
256.3,-1.35794,-8.232,3.08418
256.4,-1.35785,-8.2308,3.08416
256.5,-1.35776,-8.2296,3.08415
256.6,-1.35768,-8.2284,3.08414
256.7,-1.35759,-8.22721,3.08412
256.8,-1.3575,-8.22601,3.08411
256.9,-1.35741,-8.22481,3.08409
257,-1.35732,-8.2236,3.08408
257.1,-1.35723,-8.2224,3.08407
257.2,-1.35714,-8.2212,3.08405
257.3,-1.35705,-8.22,3.08404
257.4,-1.35696,-8.2188,3.08403
257.5,-1.35688,-8.21759,3.08401
257.6,-1.35679,-8.21639,3.084
257.7,-1.3567,-8.21519,3.08398
257.8,-1.35661,-8.21398,3.08397
257.9,-1.35652,-8.21278,3.08396
258,-1.35643,-8.21157,3.08394
258.1,-1.35634,-8.21036,3.08393
258.2,-1.35625,-8.20916,3.08392
258.3,-1.35616,-8.20795,3.0839
258.4,-1.35607,-8.20674,3.08389
258.5,-1.35598,-8.20553,3.08388
258.6,-1.35589,-8.20433,3.08386
258.7,-1.3558,-8.20312,3.08385
258.8,-1.35571,-8.20191,3.08383
258.9,-1.35563,-8.2007,3.08382
259,-1.35554,-8.19949,3.08381
259.1,-1.35545,-8.19828,3.08379
259.2,-1.35536,-8.19707,3.08378
259.3,-1.35527,-8.19585,3.08377
259.4,-1.35518,-8.19464,3.08375
259.5,-1.35509,-8.19343,3.08374
259.6,-1.355,-8.19221,3.08373
259.7,-1.35491,-8.191,3.08371
259.8,-1.35482,-8.18979,3.0837
259.9,-1.35473,-8.18857,3.08369
260,-1.35464,-8.18736,3.08367
260.1,-1.35455,-8.18614,3.08366
260.2,-1.35446,-8.18492,3.08365
260.3,-1.35437,-8.18371,3.08364
260.4,-1.35428,-8.18249,3.08362
260.5,-1.35419,-8.18127,3.08361
260.6,-1.3541,-8.18005,3.0836
260.7,-1.354,-8.17883,3.08358
260.8,-1.35391,-8.17761,3.08357
260.9,-1.35382,-8.17639,3.08356
261,-1.35373,-8.17517,3.08354
261.1,-1.35364,-8.17395,3.08353
261.2,-1.35355,-8.17273,3.08352
261.3,-1.35346,-8.17151,3.0835
261.4,-1.35337,-8.17029,3.08349
261.5,-1.35328,-8.16906,3.08348
