t,v_pre,v_post,i,i_fast,i_slow
77.376,-1.08126,-0.519576,0.33531,5.01609e-06,0.335305
77.424,-1.05175,-0.472276,0.337007,5.65464e-06,0.337001
77.472,-1.07075,-0.415398,0.338896,5.2659e-06,0.338891
77.52,-1.06024,-0.345288,0.341084,5.51506e-06,0.341078
77.568,-1.08425,-0.255926,0.343685,5.04559e-06,0.34368
77.616,-1.09476,-0.136538,0.346915,4.87826e-06,0.346911
77.664,-1.06424,0.0343947,0.351226,5.56399e-06,0.35122
77.712,-1.09627,0.305864,0.35769,4.98529e-06,0.357685
77.76,-1.07626,0.793867,0.36871,5.55402e-06,0.368704
77.808,-1.07826,1.50718,0.386336,5.7656e-06,0.386331
77.856,-1.10776,1.31553,0.388145,5.14794e-06,0.38814
77.904,-1.08026,-0.290811,0.353615,5.22144e-06,0.35361
77.952,-1.06024,-0.884866,0.333331,5.31969e-06,0.333325
78,-1.06775,-0.902475,0.332995,5.15133e-06,0.33299
78.048,-1.08876,-0.901364,0.333454,4.74107e-06,0.333449
78.096,-1.09227,-0.899808,0.333911,4.67632e-06,0.333906
78.144,-1.08276,-0.898185,0.334322,4.85592e-06,0.334318
78.192,-1.07826,-0.896502,0.334743,4.9438e-06,0.334738
78.24,-1.07375,-0.894758,0.335159,5.03328e-06,0.335154
78.288,-1.07026,-0.892951,0.335633,5.10387e-06,0.335628
78.336,-1.13028,-0.891075,0.336061,4.02659e-06,0.336057
78.384,-1.04125,-0.889121,0.336521,5.7255e-06,0.336515
78.432,-1.04074,-0.887097,0.337025,5.73784e-06,0.337019
78.48,-1.06524,-0.884993,0.337544,5.20902e-06,0.337538
78.528,-1.04574,-0.882805,0.338081,5.62732e-06,0.338076
78.576,-1.05274,-0.880525,0.338625,5.4747e-06,0.338619
78.624,-1.02424,-0.878144,0.339147,6.12853e-06,0.339141
78.672,-1.01224,-0.875664,0.339738,6.42726e-06,0.339731
78.72,-1.04674,-0.873071,0.340282,5.60904e-06,0.340277
78.768,-1.00924,-0.870359,0.340868,6.50638e-06,0.340861
78.816,-1.03323,-0.867519,0.341438,5.91891e-06,0.341432
78.864,-1.00573,-0.864544,0.34204,6.59994e-06,0.342034
78.912,-1.00373,-0.861422,0.342642,6.65379e-06,0.342635
78.96,-1.02124,-0.858138,0.343222,6.21049e-06,0.343216
79.008,-0.999732,-0.854684,0.343834,6.76304e-06,0.343827
79.056,-1.02774,-0.851043,0.344408,6.05588e-06,0.344402
79.104,-1.01573,-0.847196,0.344982,6.3521e-06,0.344976
79.152,-1.01724,-0.84313,0.345546,6.31618e-06,0.34554
79.2,-1.03925,-0.838821,0.346078,5.79171e-06,0.346073
79.248,-1.00473,-0.834254,0.346656,6.6404e-06,0.346649
79.296,-1.00822,-0.829403,0.347206,6.55167e-06,0.3472
79.344,-1.00973,-0.824245,0.347783,6.51513e-06,0.347777
79.392,-1.00122,-0.818752,0.348374,6.74051e-06,0.348367
79.44,-0.993225,-0.812899,0.349015,6.95988e-06,0.349009
79.488,-1.02224,-0.806639,0.349591,6.20871e-06,0.349585
79.536,-0.995717,-0.799932,0.350167,6.89803e-06,0.35016
79.584,-1.00573,-0.792743,0.35081,6.63373e-06,0.350804
79.632,-1.00673,-0.785019,0.351459,6.61119e-06,0.351452
79.68,-0.986719,-0.776699,0.352128,7.15952e-06,0.352121
79.728,-1.00924,-0.767714,0.352769,6.554e-06,0.352763
79.776,-1.02623,-0.757986,0.353418,6.13241e-06,0.353412
79.824,-0.989718,-0.747427,0.354111,7.08978e-06,0.354104
79.872,-0.995225,-0.735938,0.354836,6.94276e-06,0.354829
79.92,-0.988718,-0.723392,0.355591,7.1299e-06,0.355584
79.968,-0.987227,-0.709645,0.356378,7.17897e-06,0.356371
80.016,-0.991226,-0.694526,0.357222,7.07389e-06,0.357215
80.064,-0.961708,-0.677828,0.358139,7.9585e-06,0.358131
80.112,-0.976213,-0.65929,0.359075,7.52483e-06,0.359067
80.16,-0.951202,-0.638593,0.360077,8.31862e-06,0.360068
80.208,-0.965215,-0.615338,0.361136,7.88316e-06,0.361128
80.256,-0.933697,-0.58901,0.362256,8.94518e-06,0.362247
80.304,-0.914701,-0.558956,0.363549,9.66261e-06,0.36354
80.352,-0.948202,-0.524294,0.364971,8.48453e-06,0.364963
80.4,-0.942204,-0.483783,0.366456,8.71218e-06,0.366448
80.448,-0.937696,-0.435705,0.368154,8.8978e-06,0.368146
80.496,-0.933206,-0.377503,0.370078,9.09278e-06,0.370069
80.544,-0.94871,-0.305214,0.372375,8.59376e-06,0.372366
80.592,-0.948202,-0.212212,0.375143,8.66411e-06,0.375134
80.64,-0.933697,-0.0865181,0.378741,9.25054e-06,0.378732
80.688,-0.923699,0.0961683,0.383667,9.73552e-06,0.383658
80.736,-0.948202,0.391325,0.391141,8.99817e-06,0.391132
80.784,-0.951202,0.917606,0.40402,9.1742e-06,0.404011
80.832,-0.951202,1.54372,0.421884,9.56928e-06,0.421874
80.88,-0.929206,1.09019,0.417044,1.03068e-05,0.417034
80.928,-0.945203,-0.503928,0.376953,8.73566e-06,0.376945
80.976,-0.945203,-0.877481,0.3621,8.38203e-06,0.362091
81.024,-0.934205,-0.889222,0.362003,8.74103e-06,0.361994
81.072,-0.953709,-0.890482,0.362338,8.0917e-06,0.36233
81.12,-0.956217,-0.891598,0.362689,8.01127e-06,0.362681
81.168,-0.950202,-0.892801,0.362987,8.20329e-06,0.362979
81.216,-0.959216,-0.894101,0.363247,7.91545e-06,0.363239
81.264,-0.947711,-0.89551,0.363547,8.28286e-06,0.363539
81.312,-0.944711,-0.897031,0.363841,8.38072e-06,0.363832
81.36,-0.953709,-0.898675,0.364167,8.08698e-06,0.364159
81.408,-0.944711,-0.90044,0.364466,8.37868e-06,0.364457
81.456,-0.937205,-0.902335,0.364774,8.62981e-06,0.364765
81.504,-0.951202,-0.904366,0.365053,8.16421e-06,0.365045
81.552,-0.969214,-0.906534,0.365313,7.60203e-06,0.365305
81.6,-0.945203,-0.908854,0.365616,8.35739e-06,0.365608
81.648,-0.919192,-0.911342,0.366024,9.26059e-06,0.366015
81.696,-0.947203,-0.913993,0.366364,8.28856e-06,0.366356
81.744,-0.904195,-0.91681,0.366694,9.8222e-06,0.366684
81.792,-0.924191,-0.919808,0.367024,9.07393e-06,0.367015
81.84,-0.899688,-0.922988,0.367337,9.99431e-06,0.367327
81.888,-0.904687,-0.92636,0.367674,9.79643e-06,0.367664
81.936,-0.908195,-0.929936,0.368027,9.6591e-06,0.368018
81.984,-0.909686,-0.933714,0.368349,9.59972e-06,0.36834
82.032,-0.864679,-0.937708,0.368714,1.14652e-05,0.368703
82.08,-0.87017,-0.94192,0.369047,1.12157e-05,0.369035
82.128,-0.874677,-0.94636,0.369402,1.10142e-05,0.369391
82.176,-0.844176,-0.951029,0.369725,1.24211e-05,0.369712
82.224,-0.867171,-0.955937,0.37006,1.1338e-05,0.370049
82.272,-0.870678,-0.961081,0.370345,1.11778e-05,0.370333
82.32,-0.873677,-0.966472,0.370642,1.10418e-05,0.370631
82.368,-0.865171,-0.972114,0.370943,1.14147e-05,0.370932
82.416,-0.897689,-0.978007,0.3712,1.00338e-05,0.37119
82.464,-0.927191,-0.984146,0.371378,8.92562e-06,0.371369
82.512,-0.908686,-0.990539,0.371567,9.59839e-06,0.371558
82.56,-0.913685,-0.997186,0.371727,9.4061e-06,0.371718
82.608,-0.899688,-1.00409,0.371898,9.93613e-06,0.371889
82.656,-0.906195,-1.01125,0.37208,9.67885e-06,0.37207
82.704,-0.891182,-1.01867,0.372228,1.0265e-05,0.372218
82.752,-0.89069,-1.02634,0.37236,1.02793e-05,0.37235
82.8,-0.89918,-1.03426,0.372463,9.93437e-06,0.372453
82.848,-0.885691,-1.04242,0.372557,1.04721e-05,0.372547
82.896,-0.884692,-1.05082,0.37264,1.05072e-05,0.37263
82.944,-0.902688,-1.05945,0.372658,9.77969e-06,0.372648
82.992,-0.897689,-1.06832,0.372722,9.96839e-06,0.372712
83.04,-0.876677,-1.07741,0.372852,1.08244e-05,0.372841
83.088,-0.867679,-1.08671,0.372949,1.12086e-05,0.372938
83.136,-0.87217,-1.09623,0.373045,1.10038e-05,0.373034
83.184,-0.884183,-1.10593,0.373073,1.04861e-05,0.373062
83.232,-0.849666,-1.11581,0.373118,1.201e-05,0.373106
83.28,-0.84116,-1.12587,0.373236,1.24115e-05,0.373223
83.328,-0.867679,-1.1361,0.373348,1.11682e-05,0.373337
83.376,-0.859172,-1.14647,0.373386,1.15412e-05,0.373375
83.424,-0.861172,-1.15697,0.373427,1.14416e-05,0.373415
83.472,-0.828671,-1.1676,0.373528,1.29996e-05,0.373515
83.52,-0.848666,-1.17834,0.373648,1.20024e-05,0.373636
83.568,-0.850666,-1.18916,0.373706,1.18984e-05,0.373694
83.616,-0.873677,-1.20006,0.373727,1.08554e-05,0.373716
83.664,-0.835161,-1.21102,0.373762,1.26299e-05,0.373749
83.712,-0.83467,-1.22203,0.37385,1.26442e-05,0.373837
83.76,-0.84016,-1.23307,0.373906,1.23627e-05,0.373894
83.808,-0.86268,-1.24412,0.373962,1.13007e-05,0.373951
83.856,-0.856665,-1.25517,0.374005,1.15631e-05,0.373993
83.904,-0.876677,-1.26621,0.374033,1.06751e-05,0.374022
83.952,-0.860172,-1.27721,0.374029,1.13853e-05,0.374018
84,-0.884183,-1.28817,0.374029,1.03462e-05,0.374019
84.048,-0.874186,-1.29907,0.373958,1.07544e-05,0.373947
84.096,-0.882676,-1.3099,0.373919,1.03912e-05,0.373909
84.144,-0.853174,-1.32064,0.37389,1.16668e-05,0.373879
84.192,-0.856665,-1.33128,0.373904,1.14978e-05,0.373892
84.24,-0.821164,-1.34183,0.373961,1.32192e-05,0.373948
84.288,-0.886691,-1.35225,0.373931,1.01953e-05,0.373921
84.336,-0.852666,-1.36254,0.373932,1.16537e-05,0.37392
84.384,-0.86268,-1.3727,0.373925,1.1193e-05,0.373914
84.432,-0.851174,-1.38272,0.373959,1.17049e-05,0.373947
84.48,-0.877677,-1.39257,0.373933,1.05332e-05,0.373922
84.528,-0.856173,-1.40227,0.373876,1.14591e-05,0.373865
84.576,-0.830162,-1.41179,0.373861,1.26906e-05,0.373849
84.624,-0.854174,-1.42115,0.373844,1.15336e-05,0.373833
84.672,-0.842668,-1.43032,0.373856,1.20619e-05,0.373843
84.72,-0.821656,-1.43931,0.373865,1.30973e-05,0.373851
84.768,-0.851666,-1.44812,0.373873,1.16249e-05,0.373861
84.816,-0.835161,-1.45674,0.373883,1.24003e-05,0.37387
84.864,-0.828163,-1.46516,0.373947,1.274e-05,0.373935
84.912,-0.81115,-1.4734,0.37404,1.36175e-05,0.374026
84.96,-0.837161,-1.48143,0.374092,1.22798e-05,0.37408
85.008,-0.80366,-1.48928,0.374188,1.40098e-05,0.374174
85.056,-0.790155,-1.49692,0.374272,1.47693e-05,0.374257
85.104,-0.787139,-1.50438,0.374403,1.49379e-05,0.374388
85.152,-0.812658,-1.51163,0.374497,1.34974e-05,0.374483
85.2,-0.813658,-1.51869,0.374582,1.3437e-05,0.374568
85.248,-0.78214,-1.52556,0.374735,1.52114e-05,0.37472
85.296,-0.799153,-1.53223,0.374865,1.42151e-05,0.374851
85.344,-0.787139,-1.53872,0.375031,1.4899e-05,0.375017
85.392,-0.784648,-1.54502,0.375213,1.50392e-05,0.375198
85.44,-0.808659,-1.55113,0.375361,1.36713e-05,0.375347
85.488,-0.81015,-1.55705,0.375497,1.35849e-05,0.375484
85.536,-0.807151,-1.5628,0.375616,1.37408e-05,0.375602
85.584,-0.826655,-1.56836,0.375746,1.27161e-05,0.375733
85.632,-0.851174,-1.57375,0.375824,1.15369e-05,0.375812
85.68,-0.824164,-1.57896,0.375893,1.28315e-05,0.37588
85.728,-0.81215,-1.584,0.375993,1.34502e-05,0.375979
85.776,-0.808659,-1.58888,0.376136,1.3632e-05,0.376122
85.824,-0.798645,-1.59359,0.376278,1.41772e-05,0.376264
85.872,-0.81015,-1.59815,0.376424,1.35423e-05,0.37641
85.92,-0.796645,-1.60255,0.376534,1.42799e-05,0.37652
85.968,-0.802644,-1.6068,0.376655,1.39408e-05,0.376641
86.016,-0.831162,-1.61089,0.376717,1.2451e-05,0.376704
86.064,-0.817657,-1.61485,0.376801,1.31297e-05,0.376788
86.112,-0.815657,-1.61866,0.376904,1.32299e-05,0.376891
86.16,-0.844176,-1.62233,0.376969,1.18165e-05,0.376957
86.208,-0.783648,-1.62588,0.377075,1.50057e-05,0.37706
86.256,-0.801152,-1.62929,0.377185,1.39991e-05,0.377171
86.304,-0.837161,-1.63258,0.377295,1.21391e-05,0.377283
86.352,-0.782648,-1.63574,0.377418,1.50537e-05,0.377403
86.4,-0.800152,-1.63879,0.377604,1.40443e-05,0.37759
86.448,-0.78314,-1.64173,0.377763,1.50176e-05,0.377748
86.496,-0.793646,-1.64456,0.377935,1.44037e-05,0.377921
86.544,-0.81115,-1.64728,0.378115,1.34382e-05,0.378102
86.592,-0.792646,-1.64989,0.378283,1.44548e-05,0.378268
86.64,-0.807659,-1.65241,0.378428,1.36195e-05,0.378414
86.688,-0.756129,-1.65483,0.37868,1.66925e-05,0.378663
86.736,-0.736133,-1.65716,0.378945,1.80618e-05,0.378927
86.784,-0.779649,-1.65941,0.379176,1.52055e-05,0.379161
86.832,-0.763144,-1.66156,0.379412,1.62277e-05,0.379395
86.88,-0.776141,-1.66363,0.379594,1.54128e-05,0.379579
86.928,-0.775633,-1.66562,0.379785,1.54414e-05,0.379769
86.976,-0.760636,-1.66753,0.379978,1.63818e-05,0.379961
87.024,-0.770634,-1.66936,0.380194,1.57449e-05,0.380178
87.072,-0.785647,-1.67112,0.380384,1.48359e-05,0.380369
87.12,-0.769634,-1.67281,0.380595,1.58031e-05,0.380579
87.168,-0.784139,-1.67443,0.380781,1.49208e-05,0.380766
87.216,-0.797645,-1.67598,0.380956,1.41436e-05,0.380942
87.264,-0.770634,-1.67747,0.381137,1.57351e-05,0.381121
87.312,-0.789646,-1.6789,0.381305,1.45945e-05,0.38129
87.36,-0.796645,-1.68027,0.381464,1.41949e-05,0.38145
87.408,-0.780648,-1.68158,0.381641,1.51197e-05,0.381626
87.456,-0.789155,-1.68284,0.381812,1.46185e-05,0.381798
87.504,-0.794154,-1.68404,0.38193,1.43312e-05,0.381916
87.552,-0.778141,-1.68519,0.382048,1.52661e-05,0.382033
87.6,-0.790646,-1.68629,0.382205,1.45287e-05,0.38219
87.648,-0.780648,-1.68734,0.382383,1.5113e-05,0.382368
87.696,-0.784139,-1.68835,0.382564,1.49048e-05,0.382549
87.744,-0.764144,-1.68931,0.382749,1.61292e-05,0.382732
87.792,-0.755637,-1.69023,0.38293,1.66794e-05,0.382914
87.84,-0.777141,-1.69112,0.383107,1.53195e-05,0.383092
87.888,-0.771634,-1.69196,0.383293,1.56555e-05,0.383277
87.936,-0.793646,-1.69277,0.383472,1.43503e-05,0.383458
87.984,-0.777649,-1.69354,0.383677,1.52859e-05,0.383662
88.032,-0.759637,-1.69428,0.383911,1.64128e-05,0.383895
88.08,-0.765635,-1.69498,0.384136,1.60274e-05,0.38412
88.128,-0.768143,-1.69566,0.384372,1.58685e-05,0.384356
88.176,-0.775141,-1.69631,0.384582,1.54349e-05,0.384567
88.224,-0.762636,-1.69692,0.384803,1.62161e-05,0.384786
88.272,-0.733626,-1.69751,0.385053,1.81851e-05,0.385035
88.32,-0.743624,-1.69808,0.385302,1.74798e-05,0.385285
88.368,-0.738625,-1.69861,0.385546,1.78278e-05,0.385528
88.416,-0.678097,-1.69913,0.385851,2.26444e-05,0.385829
88.464,-0.771634,-1.69962,0.386085,1.56463e-05,0.38607
88.512,-0.708615,-1.7001,0.386369,2.00703e-05,0.386349
88.56,-0.715613,-1.70055,0.38663,1.95221e-05,0.386611
88.608,-0.701108,-1.70098,0.386889,2.06732e-05,0.386868
88.656,-0.715613,-1.70139,0.387138,1.95209e-05,0.387119
88.704,-0.72412,-1.70178,0.387379,1.8875e-05,0.38736
88.752,-0.734134,-1.70215,0.387622,1.81421e-05,0.387604
88.8,-0.718121,-1.7025,0.387849,1.93267e-05,0.387829
88.848,-0.745131,-1.70283,0.388021,1.73696e-05,0.388004
88.896,-0.747131,-1.70315,0.388191,1.72325e-05,0.388174
88.944,-0.727119,-1.70345,0.388421,1.86502e-05,0.388402
88.992,-0.775633,-1.70373,0.388545,1.53961e-05,0.388529
89.04,-0.702616,-1.704,0.388744,2.05456e-05,0.388723
89.088,-0.750638,-1.70425,0.388918,1.69938e-05,0.388901
89.136,-0.753638,-1.70448,0.389054,1.67933e-05,0.389038
89.184,-0.755637,-1.7047,0.389194,1.66608e-05,0.389177
89.232,-0.723628,-1.70491,0.389362,1.89071e-05,0.389343
89.28,-0.746623,-1.70511,0.389528,1.72645e-05,0.38951
89.328,-0.748131,-1.70529,0.389653,1.71617e-05,0.389636
89.376,-0.747623,-1.70546,0.389824,1.71959e-05,0.389807
89.424,-0.726627,-1.70562,0.389999,1.86833e-05,0.38998
89.472,-0.749639,-1.70577,0.390166,1.70591e-05,0.390149
89.52,-0.779649,-1.70591,0.390279,1.51511e-05,0.390264
89.568,-0.77365,-1.70603,0.390385,1.55144e-05,0.39037
89.616,-0.741132,-1.70615,0.39055,1.76417e-05,0.390533
89.664,-0.709615,-1.70626,0.390748,1.99816e-05,0.390728
89.712,-0.700108,-1.70636,0.390997,2.07464e-05,0.390976
89.76,-0.726119,-1.70646,0.391206,1.87196e-05,0.391187
89.808,-0.735134,-1.70655,0.391421,1.80644e-05,0.391403
89.856,-0.705615,-1.70663,0.391617,2.02993e-05,0.391596
89.904,-0.723628,-1.70671,0.391879,1.89045e-05,0.39186
89.952,-0.734626,-1.70677,0.392068,1.81004e-05,0.39205
90,-0.701108,-1.70684,0.392263,2.06638e-05,0.392243
90.048,-0.730626,-1.70689,0.392449,1.83886e-05,0.392431
90.096,-0.696109,-1.70694,0.392687,2.10759e-05,0.392666
90.144,-0.729627,-1.70699,0.392913,1.84612e-05,0.392894
90.192,-0.720629,-1.70703,0.393081,1.91294e-05,0.393062
90.24,-0.724628,-1.70706,0.393262,1.88294e-05,0.393243
90.288,-0.703616,-1.70709,0.393461,2.04596e-05,0.39344
90.336,-0.715613,-1.70711,0.393657,1.95122e-05,0.393637
90.384,-0.713122,-1.70713,0.393857,1.97052e-05,0.393837
90.432,-0.701108,-1.70714,0.394023,2.06633e-05,0.394002
90.48,-0.716121,-1.70715,0.394189,1.9473e-05,0.394169
90.528,-0.746623,-1.70715,0.394317,1.72617e-05,0.394299
90.576,-0.715613,-1.70715,0.394476,1.95121e-05,0.394457
90.624,-0.690111,-1.70714,0.394676,2.15811e-05,0.394655
90.672,-0.711122,-1.70714,0.394866,1.98615e-05,0.394847
90.72,-0.722628,-1.70712,0.395015,1.89787e-05,0.394996
90.768,-0.711614,-1.7071,0.395159,1.9823e-05,0.39514
90.816,-0.739133,-1.70708,0.395286,1.77804e-05,0.395268
90.864,-0.731118,-1.70705,0.395414,1.83526e-05,0.395396
90.912,-0.712122,-1.70702,0.39554,1.97834e-05,0.39552
90.96,-0.712122,-1.70699,0.395713,1.97834e-05,0.395693
91.008,-0.696109,-1.70695,0.395906,2.10758e-05,0.395884
91.056,-0.725628,-1.70691,0.396063,1.87554e-05,0.396044
91.104,-0.697617,-1.70687,0.39624,2.09508e-05,0.396219
91.152,-0.725628,-1.70682,0.396364,1.87555e-05,0.396345
91.2,-0.690111,-1.70678,0.396528,2.15817e-05,0.396506
91.248,-0.709615,-1.70673,0.396741,1.99809e-05,0.396721
91.296,-0.696109,-1.70668,0.396935,2.10763e-05,0.396914
91.344,-0.709615,-1.70663,0.3971,1.9981e-05,0.39708
91.392,-0.667607,-1.70658,0.397353,2.35892e-05,0.39733
91.44,-0.72212,-1.70652,0.39753,1.90177e-05,0.397511
91.488,-0.708123,-1.70647,0.397726,2.00994e-05,0.397706
91.536,-0.675097,-1.70641,0.397915,2.29015e-05,0.397892
91.584,-0.695618,-1.70635,0.398107,2.11178e-05,0.398086
91.632,-0.690602,-1.70629,0.398326,2.15406e-05,0.398305
91.68,-0.670099,-1.70623,0.398548,2.33587e-05,0.398524
91.728,-0.653594,-1.70617,0.398821,2.49331e-05,0.398796
91.776,-0.6611,-1.70611,0.399045,2.42044e-05,0.399021
91.824,-0.673098,-1.70606,0.399289,2.30838e-05,0.399265
91.872,-0.687603,-1.70599,0.399485,2.17979e-05,0.399463
91.92,-0.69111,-1.70593,0.399669,2.1498e-05,0.399647
91.968,-0.683112,-1.70586,0.399859,2.21885e-05,0.399837
92.016,-0.651594,-1.7058,0.40004,2.51316e-05,0.400015
92.064,-0.69111,-1.70573,0.400242,2.14983e-05,0.40022
92.112,-0.701616,-1.70566,0.400397,2.06242e-05,0.400376
92.16,-0.687111,-1.70559,0.400555,2.1841e-05,0.400533
92.208,-0.697109,-1.70551,0.400678,2.0995e-05,0.400657
92.256,-0.705124,-1.70544,0.400817,2.03406e-05,0.400797
92.304,-0.708123,-1.70536,0.400926,2.01011e-05,0.400906
92.352,-0.699617,-1.70527,0.401037,2.07884e-05,0.401016
92.4,-0.683604,-1.70519,0.401137,2.21465e-05,0.401115
92.448,-0.701108,-1.7051,0.401255,2.06665e-05,0.401234
92.496,-0.701108,-1.70501,0.401337,2.06666e-05,0.401317
92.544,-0.693618,-1.70492,0.401421,2.12877e-05,0.401399
92.592,-0.698617,-1.70482,0.401503,2.08714e-05,0.401482
92.64,-0.726119,-1.70473,0.401601,1.87221e-05,0.401583
92.688,-0.689602,-1.70463,0.401749,2.16286e-05,0.401728
92.736,-0.686603,-1.70454,0.401889,2.18867e-05,0.401867
92.784,-0.683112,-1.70444,0.402015,2.21909e-05,0.401993
92.832,-0.688603,-1.70434,0.402174,2.17147e-05,0.402152
92.88,-0.696617,-1.70424,0.402333,2.10379e-05,0.402312
92.928,-0.643088,-1.70415,0.402536,2.5994e-05,0.40251
92.976,-0.687111,-1.70405,0.402703,2.18436e-05,0.402681
93.024,-0.651103,-1.70395,0.402905,2.5184e-05,0.40288
93.072,-0.646087,-1.70386,0.403111,2.56883e-05,0.403085
93.12,-0.655593,-1.70376,0.403312,2.47414e-05,0.403288
93.168,-0.6631,-1.70367,0.403503,2.40184e-05,0.403479
93.216,-0.652594,-1.70357,0.403684,2.50368e-05,0.403659
93.264,-0.657593,-1.70348,0.403876,2.45472e-05,0.403851
93.312,-0.648595,-1.70338,0.404084,2.54359e-05,0.404059
93.36,-0.644088,-1.70329,0.404295,2.58932e-05,0.404269
93.408,-0.649103,-1.7032,0.404508,2.53853e-05,0.404482
93.456,-0.658101,-1.7031,0.40472,2.44987e-05,0.404696
93.504,-0.6621,-1.70301,0.404897,2.41147e-05,0.404873
93.552,-0.662592,-1.70292,0.405098,2.40681e-05,0.405073
93.6,-0.659593,-1.70282,0.405259,2.43552e-05,0.405235
93.648,-0.699109,-1.70272,0.405371,2.08342e-05,0.405351
93.696,-0.671606,-1.70263,0.405501,2.32263e-05,0.405478
93.744,-0.687111,-1.70252,0.405602,2.18461e-05,0.40558
93.792,-0.653102,-1.70242,0.405697,2.49887e-05,0.405672
93.84,-0.672606,-1.70232,0.405817,2.31353e-05,0.405794
93.888,-0.695618,-1.70221,0.4059,2.11245e-05,0.405879
93.936,-0.688111,-1.7021,0.405974,2.17607e-05,0.405952
93.984,-0.702616,-1.70199,0.406045,2.05486e-05,0.406024
94.032,-0.687603,-1.70188,0.406144,2.18048e-05,0.406122
94.08,-0.668099,-1.70177,0.406238,2.35521e-05,0.406214
94.128,-0.677605,-1.70165,0.406307,2.26839e-05,0.406285
94.176,-0.704616,-1.70153,0.406351,2.03876e-05,0.406331
94.224,-0.675097,-1.70141,0.406406,2.29103e-05,0.406383
94.272,-0.677097,-1.70129,0.406533,2.27301e-05,0.406511
94.32,-0.671098,-1.70118,0.406637,2.32756e-05,0.406614
94.368,-0.655593,-1.70106,0.406761,2.47465e-05,0.406736
94.416,-0.63309,-1.70094,0.406915,2.70482e-05,0.406888
94.464,-0.633582,-1.70083,0.40712,2.69959e-05,0.407093
94.512,-0.668607,-1.70071,0.407281,2.35067e-05,0.407257
94.56,-0.631582,-1.7006,0.407463,2.72105e-05,0.407436
94.608,-0.653102,-1.70048,0.407638,2.49925e-05,0.407613
94.656,-0.636089,-1.70037,0.40779,2.67306e-05,0.407764
94.704,-0.632582,-1.70026,0.407986,2.71039e-05,0.407959
94.752,-0.634598,-1.70014,0.408156,2.68891e-05,0.408129
94.8,-0.665608,-1.70003,0.408311,2.37882e-05,0.408288
94.848,-0.612078,-1.69993,0.408561,2.93921e-05,0.408532
94.896,-0.619585,-1.69982,0.408751,2.85333e-05,0.408722
94.944,-0.611587,-1.69971,0.408967,2.94497e-05,0.408938
94.992,-0.619585,-1.6996,0.409162,2.85338e-05,0.409133
95.04,-0.63509,-1.6995,0.409351,2.68382e-05,0.409324
95.088,-0.625584,-1.69939,0.409522,2.78658e-05,0.409494
95.136,-0.638597,-1.69928,0.409684,2.64693e-05,0.409658
95.184,-0.650595,-1.69918,0.409831,2.52439e-05,0.409805
95.232,-0.658101,-1.69906,0.409933,2.45063e-05,0.409908
95.28,-0.645596,-1.69895,0.410039,2.57479e-05,0.410013
95.328,-0.645088,-1.69884,0.410142,2.57999e-05,0.410116
95.376,-0.636598,-1.69873,0.410292,2.66804e-05,0.410265
95.424,-0.640089,-1.69861,0.410395,2.63151e-05,0.410368
95.472,-0.659593,-1.6985,0.410464,2.43633e-05,0.41044
95.52,-0.673606,-1.69838,0.410502,2.3051e-05,0.410479
95.568,-0.653102,-1.69826,0.410578,2.49967e-05,0.410553
95.616,-0.654102,-1.69813,0.410634,2.48984e-05,0.410609
95.664,-0.653102,-1.69801,0.410721,2.49972e-05,0.410696
95.712,-0.640597,-1.69789,0.410842,2.62637e-05,0.410816
95.76,-0.655593,-1.69777,0.410945,2.47528e-05,0.410921
95.808,-0.643088,-1.69764,0.411035,2.6007e-05,0.411009
95.856,-0.647595,-1.69752,0.41114,2.55481e-05,0.411114
95.904,-0.678097,-1.69739,0.411211,2.26473e-05,0.411188
95.952,-0.656102,-1.69727,0.411298,2.47041e-05,0.411273
96,-0.638089,-1.69714,0.411389,2.65268e-05,0.411362
96.048,-0.623076,-1.69701,0.411506,2.81484e-05,0.411478
96.096,-0.627583,-1.69689,0.411659,2.76518e-05,0.411631
96.144,-0.633582,-1.69676,0.411811,2.70043e-05,0.411784
96.192,-0.630091,-1.69664,0.411939,2.73797e-05,0.411911
96.24,-0.603572,-1.69651,0.412043,3.04048e-05,0.412013
96.288,-0.63409,-1.69639,0.412197,2.69509e-05,0.41217
96.336,-0.63509,-1.69627,0.412349,2.68449e-05,0.412322
96.384,-0.617077,-1.69614,0.412518,2.88256e-05,0.41249
96.432,-0.627091,-1.69602,0.41267,2.77074e-05,0.412642
96.48,-0.597082,-1.6959,0.412844,3.11961e-05,0.412812
96.528,-0.619077,-1.69578,0.413015,2.85995e-05,0.412986
96.576,-0.617077,-1.69566,0.413183,2.88266e-05,0.413155
96.624,-0.618585,-1.69554,0.413351,2.86556e-05,0.413322
96.672,-0.621584,-1.69543,0.413492,2.83183e-05,0.413464
96.72,-0.601572,-1.69531,0.413682,3.06488e-05,0.413651
96.768,-0.620077,-1.69519,0.413852,2.8488e-05,0.413824
96.816,-0.618077,-1.69507,0.413982,2.87142e-05,0.413953
96.864,-0.640597,-1.69495,0.414057,2.62697e-05,0.414031
96.912,-0.630582,-1.69483,0.414151,2.73303e-05,0.414123
96.96,-0.655102,-1.69471,0.414235,2.48067e-05,0.41421
97.008,-0.63409,-1.69458,0.414302,2.69546e-05,0.414275
97.056,-0.620585,-1.69446,0.414447,2.84325e-05,0.414418
