Time Vpre Vpost i ifast islow
0 -0.0482842 -0.0457664 -1.6836e-09 -3.93743e-10 -1.28986e-09
0.01 -0.0482798 -0.0459373 -2.17694e-09 -3.95577e-10 -1.78136e-09
0.02 -0.0482753 -0.0455528 -2.34124e-09 -3.92627e-10 -1.94861e-09
0.03 -0.0482709 -0.0457633 -2.42223e-09 -3.94805e-10 -2.02743e-09
0.04 -0.0482664 -0.0457389 -2.44866e-09 -3.9496e-10 -2.0537e-09
0.05 -0.0482619 -0.0456565 -2.45605e-09 -3.94614e-10 -2.06143e-09
0.06 -0.0482574 -0.0458152 -2.47046e-09 -3.96354e-10 -2.0741e-09
0.07 -0.0482529 -0.0458946 -2.47838e-09 -3.97411e-10 -2.08097e-09
0.08 -0.0482484 -0.0458305 -2.47773e-09 -3.97227e-10 -2.0805e-09
0.09 -0.0482439 -0.0457878 -2.47791e-09 -3.97228e-10 -2.08069e-09
0.1 -0.0482393 -0.0458457 -2.48344e-09 -3.98104e-10 -2.08533e-09
0.11 -0.0482348 -0.0456504 -2.4752e-09 -3.96782e-10 -2.07842e-09
0.12 -0.0482302 -0.0455772 -2.47356e-09 -3.9652e-10 -2.07704e-09
0.13 -0.0482256 -0.0456016 -2.47722e-09 -3.97107e-10 -2.08012e-09
0.14 -0.048221 -0.0456931 -2.48454e-09 -3.98282e-10 -2.08626e-09
0.15 -0.0482164 -0.0456992 -2.48722e-09 -3.98714e-10 -2.08851e-09
0.16 -0.0482118 -0.0457328 -2.49141e-09 -3.99388e-10 -2.09203e-09
0.17 -0.0482071 -0.045684 -2.49112e-09 -3.99343e-10 -2.09178e-09
0.18 -0.0482025 -0.0454765 -2.48217e-09 -3.9791e-10 -2.08426e-09
0.19 -0.0481978 -0.0455985 -2.49121e-09 -3.99362e-10 -2.09185e-09
0.2 -0.0481932 -0.0456535 -2.49661e-09 -4.00229e-10 -2.09638e-09
0.21 -0.0481885 -0.0455436 -2.49299e-09 -3.99651e-10 -2.09334e-09
0.22 -0.0481838 -0.0454551 -2.49055e-09 -3.99261e-10 -2.09129e-09
0.23 -0.0481791 -0.0455131 -2.49614e-09 -4.00159e-10 -2.09598e-09
0.24 -0.0481743 -0.0454368 -2.49437e-09 -3.99877e-10 -2.09449e-09
0.25 -0.0481696 -0.0454795 -2.49913e-09 -4.00644e-10 -2.09849e-09
0.26 -0.0481649 -0.0455009 -2.50275e-09 -4.01224e-10 -2.10152e-09
0.27 -0.0481601 -0.0455589 -2.50838e-09 -4.0213e-10 -2.10625e-09
0.28 -0.0481553 -0.0455467 -2.51017e-09 -4.02418e-10 -2.10775e-09
0.29 -0.0481505 -0.0455436 -2.51246e-09 -4.02788e-10 -2.10967e-09
0.3 -0.0481457 -0.0453117 -2.50213e-09 -4.01134e-10 -2.10099e-09
0.31 -0.0481409 -0.0454276 -2.511e-09 -4.02559e-10 -2.10844e-09
0.32 -0.0481361 -0.0454459 -2.5145e-09 -4.03121e-10 -2.11138e-09
0.33 -0.0481312 -0.0454002 -2.51446e-09 -4.03118e-10 -2.11135e-09
0.34 -0.0481263 -0.0454185 -2.51798e-09 -4.03683e-10 -2.1143e-09
0.35 -0.0481215 -0.0454154 -2.52032e-09 -4.0406e-10 -2.11626e-09
0.36 -0.0481166 -0.045388 -2.52132e-09 -4.04223e-10 -2.11709e-09
0.37 -0.0481117 -0.0454673 -2.52825e-09 -4.05337e-10 -2.12292e-09
0.38 -0.0481068 -0.0455772 -2.53691e-09 -4.06727e-10 -2.13019e-09
0.39 -0.0481018 -0.0454765 -2.53386e-09 -4.0624e-10 -2.12762e-09
0.4 -0.0480969 -0.0454063 -2.53251e-09 -4.06025e-10 -2.12648e-09
0.41 -0.0480919 -0.0454215 -2.53592e-09 -4.06575e-10 -2.12935e-09
0.42 -0.0480869 -0.0455009 -2.54294e-09 -4.07702e-10 -2.13524e-09
0.43 -0.048082 -0.0455314 -2.54723e-09 -4.08393e-10 -2.13884e-09
0.44 -0.0480769 -0.045391 -2.54197e-09 -4.07552e-10 -2.13442e-09
0.45 -0.0480719 -0.045507 -2.55108e-09 -4.09014e-10 -2.14207e-09
0.46 -0.0480669 -0.0455619 -2.55678e-09 -4.09931e-10 -2.14685e-09
0.47 -0.0480618 -0.0453544 -2.54776e-09 -4.08486e-10 -2.13927e-09
0.48 -0.0480568 -0.0453849 -2.55211e-09 -4.09185e-10 -2.14292e-09
0.49 -0.0480517 -0.0454337 -2.5575e-09 -4.10052e-10 -2.14745e-09
0.5 -0.0480466 -0.045507 -2.56428e-09 -4.11142e-10 -2.15314e-09
0.51 -0.0480415 -0.0452995 -2.55525e-09 -4.09696e-10 -2.14555e-09
0.52 -0.0480364 -0.0454643 -2.56722e-09 -4.11618e-10 -2.15561e-09
0.53 -0.0480312 -0.0455192 -2.57302e-09 -4.12549e-10 -2.16047e-09
0.54 -0.0480261 -0.0453422 -2.5657e-09 -4.11379e-10 -2.15432e-09
0.55 -0.0480209 -0.0453971 -2.57151e-09 -4.12313e-10 -2.1592e-09
0.56 -0.0480157 -0.0455772 -2.58444e-09 -4.14388e-10 -2.17005e-09
0.57 -0.0480105 -0.0453788 -2.57592e-09 -4.13023e-10 -2.16289e-09
0.58 -0.0480053 -0.0454093 -2.58038e-09 -4.13742e-10 -2.16664e-09
0.59 -0.0480001 -0.0455863 -2.5932e-09 -4.15799e-10 -2.1774e-09
0.6 -0.0479948 -0.0453361 -2.58172e-09 -4.13961e-10 -2.16776e-09
0.61 -0.0479896 -0.0455863 -2.59875e-09 -4.16693e-10 -2.18205e-09
0.62 -0.0479843 -0.0454154 -2.59178e-09 -4.15579e-10 -2.1762e-09
0.63 -0.047979 -0.0454307 -2.59545e-09 -4.16169e-10 -2.17928e-09
0.64 -0.0479737 -0.0453697 -2.59476e-09 -4.16062e-10 -2.1787e-09
0.65 -0.0479683 -0.0453727 -2.59774e-09 -4.16542e-10 -2.1812e-09
0.66 -0.047963 -0.045272 -2.59479e-09 -4.16071e-10 -2.17872e-09
0.67 -0.0479576 -0.0452598 -2.59692e-09 -4.16414e-10 -2.1805e-09
0.68 -0.0479523 -0.0454307 -2.60957e-09 -4.18445e-10 -2.19112e-09
0.69 -0.0479469 -0.0452537 -2.60225e-09 -4.17274e-10 -2.18497e-09
0.7 -0.0479414 -0.0452781 -2.60651e-09 -4.1796e-10 -2.18855e-09
0.71 -0.047936 -0.0453788 -2.61518e-09 -4.19353e-10 -2.19583e-09
0.72 -0.0479306 -0.0452995 -2.61349e-09 -4.19085e-10 -2.19441e-09
0.73 -0.0479251 -0.0453452 -2.61903e-09 -4.19975e-10 -2.19905e-09
0.74 -0.0479196 -0.0453147 -2.62017e-09 -4.20161e-10 -2.20001e-09
0.75 -0.0479141 -0.0452476 -2.61921e-09 -4.20008e-10 -2.1992e-09
0.76 -0.0479086 -0.0452933 -2.62478e-09 -4.20905e-10 -2.20387e-09
0.77 -0.0479031 -0.0452415 -2.62471e-09 -4.20897e-10 -2.20382e-09
0.78 -0.0478975 -0.0452903 -2.6305e-09 -4.21827e-10 -2.20867e-09
0.79 -0.047892 -0.0451743 -2.62671e-09 -4.21223e-10 -2.20549e-09
0.8 -0.0478864 -0.0452476 -2.63395e-09 -4.22385e-10 -2.21156e-09
0.81 -0.0478808 -0.0453269 -2.64155e-09 -4.23608e-10 -2.21795e-09
0.82 -0.0478752 -0.045333 -2.64491e-09 -4.24149e-10 -2.22076e-09
0.83 -0.0478695 -0.0453086 -2.6465e-09 -4.24406e-10 -2.22209e-09
0.84 -0.0478639 -0.0451987 -2.6431e-09 -4.23863e-10 -2.21924e-09
0.85 -0.0478582 -0.0453147 -2.65292e-09 -4.25441e-10 -2.22748e-09
0.86 -0.0478525 -0.0452232 -2.65061e-09 -4.25072e-10 -2.22553e-09
0.87 -0.0478468 -0.0453239 -2.65957e-09 -4.26513e-10 -2.23306e-09
0.88 -0.0478411 -0.0454643 -2.67089e-09 -4.28331e-10 -2.24256e-09
0.89 -0.0478354 -0.0454215 -2.67147e-09 -4.28427e-10 -2.24305e-09
0.9 -0.0478296 -0.0453971 -2.67314e-09 -4.28697e-10 -2.24445e-09
0.91 -0.0478238 -0.0453452 -2.6732e-09 -4.28709e-10 -2.24449e-09
0.92 -0.047818 -0.0454337 -2.68155e-09 -4.30051e-10 -2.2515e-09
0.93 -0.0478122 -0.0453666 -2.68073e-09 -4.29923e-10 -2.25081e-09
0.94 -0.0478064 -0.0452903 -2.67937e-09 -4.29708e-10 -2.24967e-09
0.95 -0.0478005 -0.045507 -2.69537e-09 -4.32276e-10 -2.2631e-09
0.96 -0.0477946 -0.0454521 -2.69531e-09 -4.32268e-10 -2.26304e-09
0.97 -0.0477887 -0.0454551 -2.69869e-09 -4.32813e-10 -2.26587e-09
0.98 -0.0477828 -0.0454276 -2.70026e-09 -4.33069e-10 -2.2672e-09
0.99 -0.0477769 -0.0454368 -2.70404e-09 -4.33677e-10 -2.27036e-09
1 -0.0477709 -0.0453636 -2.70292e-09 -4.335e-10 -2.26942e-09
1.01 -0.047765 -0.045391 -2.7078e-09 -4.34286e-10 -2.27351e-09
1.02 -0.047759 -0.0452842 -2.70468e-09 -4.33789e-10 -2.27089e-09
1.03 -0.047753 -0.0452659 -2.70686e-09 -4.34141e-10 -2.27272e-09
1.04 -0.0477469 -0.0453605 -2.7158e-09 -4.35578e-10 -2.28022e-09
1.05 -0.0477409 -0.0453605 -2.7191e-09 -4.36111e-10 -2.28299e-09
1.06 -0.0477348 -0.0453544 -2.72206e-09 -4.36587e-10 -2.28547e-09
1.07 -0.0477287 -0.045391 -2.72759e-09 -4.37477e-10 -2.29011e-09
1.08 -0.0477226 -0.0455131 -2.73828e-09 -4.39195e-10 -2.29908e-09
1.09 -0.0477165 -0.0453666 -2.73282e-09 -4.38323e-10 -2.2945e-09
1.1 -0.0477103 -0.045449 -2.74117e-09 -4.39664e-10 -2.3015e-09
1.11 -0.0477042 -0.0452842 -2.73461e-09 -4.38616e-10 -2.29599e-09
1.12 -0.047698 -0.0452201 -2.73413e-09 -4.38542e-10 -2.29559e-09
1.13 -0.0476917 -0.0453147 -2.74327e-09 -4.4001e-10 -2.30326e-09
1.14 -0.0476855 -0.0452933 -2.7454e-09 -4.40355e-10 -2.30504e-09
1.15 -0.0476792 -0.0455039 -2.76162e-09 -4.4296e-10 -2.31866e-09
1.16 -0.047673 -0.0455253 -2.76639e-09 -4.43729e-10 -2.32266e-09
1.17 -0.0476667 -0.0454978 -2.76821e-09 -4.44023e-10 -2.32419e-09
1.18 -0.0476604 -0.0455192 -2.77302e-09 -4.44797e-10 -2.32822e-09
1.19 -0.047654 -0.0456565 -2.78491e-09 -4.46708e-10 -2.3382e-09
1.2 -0.0476476 -0.0454307 -2.77467e-09 -4.45068e-10 -2.3296e-09
1.21 -0.0476413 -0.0455436 -2.78511e-09 -4.46747e-10 -2.33837e-09
1.22 -0.0476349 -0.0455589 -2.78962e-09 -4.47473e-10 -2.34215e-09
1.23 -0.0476284 -0.0455558 -2.79301e-09 -4.48021e-10 -2.34499e-09
1.24 -0.047622 -0.0454856 -2.7923e-09 -4.4791e-10 -2.34439e-09
1.25 -0.0476155 -0.0455436 -2.79948e-09 -4.49065e-10 -2.35042e-09
1.26 -0.047609 -0.0454124 -2.79504e-09 -4.48355e-10 -2.34668e-09
1.27 -0.0476025 -0.0455833 -2.80921e-09 -4.50631e-10 -2.35858e-09
1.28 -0.0475959 -0.0455222 -2.8091e-09 -4.50618e-10 -2.35849e-09
1.29 -0.0475894 -0.0456474 -2.82052e-09 -4.52452e-10 -2.36807e-09
1.3 -0.0475828 -0.0456016 -2.82139e-09 -4.52596e-10 -2.36879e-09
1.31 -0.0475762 -0.0455863 -2.82416e-09 -4.53043e-10 -2.37112e-09
1.32 -0.0475695 -0.0455375 -2.82487e-09 -4.5316e-10 -2.37171e-09
1.33 -0.0475629 -0.0457084 -2.83923e-09 -4.55468e-10 -2.38376e-09
1.34 -0.0475562 -0.0454704 -2.8282e-09 -4.53702e-10 -2.3745e-09
1.35 -0.0475495 -0.0455039 -2.83407e-09 -4.54646e-10 -2.37942e-09
1.36 -0.0475428 -0.0454948 -2.83729e-09 -4.55167e-10 -2.38213e-09
1.37 -0.047536 -0.0454093 -2.83577e-09 -4.54926e-10 -2.38084e-09
1.38 -0.0475292 -0.0455558 -2.84875e-09 -4.57012e-10 -2.39174e-09
1.39 -0.0475224 -0.045507 -2.84954e-09 -4.57143e-10 -2.3924e-09
1.4 -0.0475156 -0.0455863 -2.85838e-09 -4.58564e-10 -2.39982e-09
1.41 -0.0475088 -0.0455528 -2.86017e-09 -4.58854e-10 -2.40131e-09
1.42 -0.0475019 -0.045507 -2.86119e-09 -4.59023e-10 -2.40217e-09
1.43 -0.047495 -0.045745 -2.8801e-09 -4.62059e-10 -2.41804e-09
1.44 -0.0474881 -0.0456657 -2.87906e-09 -4.61895e-10 -2.41716e-09
1.45 -0.0474811 -0.0457786 -2.89015e-09 -4.63679e-10 -2.42647e-09
