Time Vpre Vpost i ifast islow
0 -0.0482842 -0.0457664 3.82054e-10 3.64231e-11 3.45631e-10
0.01 -0.0482798 -0.0459373 4.91042e-10 3.49848e-11 4.56057e-10
0.02 -0.0482753 -0.0455528 5.88606e-10 3.83311e-11 5.50274e-10
0.03 -0.0482709 -0.0457633 5.79018e-10 3.65505e-11 5.42467e-10
0.04 -0.0482664 -0.0457389 5.89265e-10 3.6795e-11 5.5247e-10
0.05 -0.0482619 -0.0456565 6.03323e-10 3.75413e-11 5.65782e-10
0.06 -0.0482574 -0.0458152 5.82262e-10 3.62033e-11 5.46058e-10
0.07 -0.0482529 -0.0458946 5.71596e-10 3.55495e-11 5.36046e-10
0.08 -0.0482484 -0.0458305 5.80686e-10 3.61383e-11 5.44548e-10
0.09 -0.0482439 -0.0457878 5.86717e-10 3.65426e-11 5.50174e-10
0.1 -0.0482393 -0.0458457 5.78703e-10 3.60742e-11 5.42629e-10
0.11 -0.0482348 -0.0456504 6.05951e-10 3.78056e-11 5.68145e-10
0.12 -0.0482302 -0.0455772 6.16186e-10 3.84782e-11 5.77708e-10
0.13 -0.0482256 -0.0456016 6.12823e-10 3.83021e-11 5.74521e-10
0.14 -0.048221 -0.0456931 6.00109e-10 3.75409e-11 5.62568e-10
0.15 -0.0482164 -0.0456992 5.99294e-10 3.75234e-11 5.6177e-10
0.16 -0.0482118 -0.0457328 5.94646e-10 3.72658e-11 5.5738e-10
0.17 -0.0482071 -0.045684 6.01481e-10 3.7728e-11 5.63753e-10
0.18 -0.0482025 -0.0454765 6.30435e-10 3.95797e-11 5.90856e-10
0.19 -0.0481978 -0.0455985 6.13468e-10 3.85493e-11 5.74919e-10
0.2 -0.0481932 -0.0456535 6.05838e-10 3.81043e-11 5.67734e-10
0.21 -0.0481885 -0.0455436 6.21193e-10 3.91055e-11 5.82087e-10
0.22 -0.0481838 -0.0454551 6.33567e-10 3.99207e-11 5.93646e-10
0.23 -0.0481791 -0.0455131 6.25518e-10 3.94496e-11 5.86069e-10
0.24 -0.0481743 -0.0454368 6.36193e-10 4.01595e-11 5.96034e-10
0.25 -0.0481696 -0.0454795 6.30278e-10 3.98225e-11 5.90455e-10
0.26 -0.0481649 -0.0455009 6.27331e-10 3.96728e-11 5.87659e-10
0.27 -0.0481601 -0.0455589 6.19281e-10 3.91998e-11 5.80082e-10
0.28 -0.0481553 -0.0455467 6.2102e-10 3.93462e-11 5.81674e-10
0.29 -0.0481505 -0.0455436 6.2149e-10 3.94124e-11 5.82077e-10
0.3 -0.0481457 -0.0453117 6.5387e-10 4.15044e-11 6.12366e-10
0.31 -0.0481409 -0.0454276 6.37745e-10 4.05185e-11 5.97226e-10
0.32 -0.0481361 -0.0454459 6.35231e-10 4.03965e-11 5.94835e-10
0.33 -0.0481312 -0.0454002 6.41645e-10 4.08426e-11 6.00803e-10
