timestamp,yaml_file,data_file,simulation_time,step,accumulated_distance
2026-01-30 15:25:01,yaml_configs/config_gf5e-08_gs0.001_sf250.0_Vf-0.042_Es-0.05_ss250.0_Vs-0.042_k1500.0_k2100.0.yaml,yaml_configs/config_gf5e-08_gs0.001_sf250.0_Vf-0.042_Es-0.05_ss250.0_Vs-0.042_k1500.0_k2100.0.asc,2000,0.01,18919.2
2026-01-30 15:25:02,yaml_configs/config_gf5e-08_gs5e-08_sf250.0_Vf-0.042_Es-0.08_ss250.0_Vs-0.042_k1500.0_k2100.0.yaml,yaml_configs/config_gf5e-08_gs5e-08_sf250.0_Vf-0.042_Es-0.08_ss250.0_Vs-0.042_k1500.0_k2100.0.asc,2000,0.01,14045.1
2026-01-30 15:25:03,yaml_configs/config_gf5e-08_gs5e-08_sf250.0_Vf-0.042_Es-0.05_ss250.0_Vs-0.042_k1500.0_k20.1.yaml,yaml_configs/config_gf5e-08_gs5e-08_sf250.0_Vf-0.042_Es-0.05_ss250.0_Vs-0.042_k1500.0_k20.1.asc,2000,0.01,36571.7
2026-01-30 15:25:04,yaml_configs/config_gf5e-08_gs5e-08_sf250.0_Vf-0.06_Es-0.05_ss250.0_Vs-0.042_k1500.0_k2100.0.yaml,yaml_configs/config_gf5e-08_gs5e-08_sf250.0_Vf-0.06_Es-0.05_ss250.0_Vs-0.042_k1500.0_k2100.0.asc,2000,0.01,18919.4
2026-01-30 15:25:04,yaml_configs/config_gf5e-08_gs5e-08_sf1000.0_Vf-0.042_Es-0.05_ss250.0_Vs-0.042_k1500.0_k2100.0.yaml,yaml_configs/config_gf5e-08_gs5e-08_sf1000.0_Vf-0.042_Es-0.05_ss250.0_Vs-0.042_k1500.0_k2100.0.asc,2000,0.01,18919.4
2026-01-30 15:25:05,yaml_configs/config_gf5e-08_gs5e-08_sf250.0_Vf-0.042_Es-0.05_ss250.0_Vs-0.02_k1500.0_k2100.0.yaml,yaml_configs/config_gf5e-08_gs5e-08_sf250.0_Vf-0.042_Es-0.05_ss250.0_Vs-0.02_k1500.0_k2100.0.asc,2000,0.01,19427.5
2026-01-30 15:25:06,yaml_configs/config_gf5e-08_gs5e-08_sf250.0_Vf-0.042_Es-0.05_ss250.0_Vs-0.06_k1500.0_k2100.0.yaml,yaml_configs/config_gf5e-08_gs5e-08_sf250.0_Vf-0.042_Es-0.05_ss250.0_Vs-0.06_k1500.0_k2100.0.asc,2000,0.01,48378.5
2026-01-30 15:25:07,yaml_configs/config_gf5e-08_gs5e-08_sf250.0_Vf-0.042_Es-0.05_ss250.0_Vs-0.042_k150.0_k2100.0.yaml,yaml_configs/config_gf5e-08_gs5e-08_sf250.0_Vf-0.042_Es-0.05_ss250.0_Vs-0.042_k150.0_k2100.0.asc,2000,0.01,18920.4
2026-01-30 15:25:08,yaml_configs/config_gf5e-08_gs5e-08_sf250.0_Vf-0.042_Es-0.05_ss250.0_Vs-0.042_k1500.0_k210.0.yaml,yaml_configs/config_gf5e-08_gs5e-08_sf250.0_Vf-0.042_Es-0.05_ss250.0_Vs-0.042_k1500.0_k210.0.asc,2000,0.01,19315.5
2026-01-30 15:25:08,yaml_configs/config_gf5e-08_gs5e-08_sf250.0_Vf-0.042_Es0.15_ss250.0_Vs-0.042_k1500.0_k2100.0.yaml,yaml_configs/config_gf5e-08_gs5e-08_sf250.0_Vf-0.042_Es0.15_ss250.0_Vs-0.042_k1500.0_k2100.0.asc,2000,0.01,157139
2026-01-30 15:25:09,yaml_configs/config_gf1e-12_gs5e-08_sf250.0_Vf-0.042_Es-0.05_ss250.0_Vs-0.042_k1500.0_k2100.0.yaml,yaml_configs/config_gf1e-12_gs5e-08_sf250.0_Vf-0.042_Es-0.05_ss250.0_Vs-0.042_k1500.0_k2100.0.asc,2000,0.01,18919.4
2026-01-30 15:25:10,yaml_configs/config_gf5e-08_gs5e-08_sf250.0_Vf-0.042_Es-0.05_ss250.0_Vs-0.042_k11.0_k2100.0.yaml,yaml_configs/config_gf5e-08_gs5e-08_sf250.0_Vf-0.042_Es-0.05_ss250.0_Vs-0.042_k11.0_k2100.0.asc,2000,0.01,18675.1
2026-01-30 15:25:10,yaml_configs/config_gf5e-08_gs5e-08_sf250.0_Vf-0.042_Es-0.15_ss250.0_Vs-0.042_k1500.0_k2100.0.yaml,yaml_configs/config_gf5e-08_gs5e-08_sf250.0_Vf-0.042_Es-0.15_ss250.0_Vs-0.042_k1500.0_k2100.0.asc,2000,0.01,10272.2
2026-01-30 15:25:11,yaml_configs/config_gf5e-08_gs5e-08_sf1.0_Vf-0.042_Es-0.05_ss250.0_Vs-0.042_k1500.0_k2100.0.yaml,yaml_configs/config_gf5e-08_gs5e-08_sf1.0_Vf-0.042_Es-0.05_ss250.0_Vs-0.042_k1500.0_k2100.0.asc,2000,0.01,18919.4
2026-01-30 15:25:12,yaml_configs/config_gf5e-08_gs5e-08_sf250.0_Vf-0.035_Es-0.05_ss250.0_Vs-0.042_k1500.0_k2100.0.yaml,yaml_configs/config_gf5e-08_gs5e-08_sf250.0_Vf-0.035_Es-0.05_ss250.0_Vs-0.042_k1500.0_k2100.0.asc,2000,0.01,18919.4
2026-01-30 15:25:13,yaml_configs/config_gf5e-08_gs5e-08_sf250.0_Vf-0.042_Es-0.05_ss250.0_Vs-0.042_k1500.0_k2100.0.yaml,yaml_configs/config_gf5e-08_gs5e-08_sf250.0_Vf-0.042_Es-0.05_ss250.0_Vs-0.042_k1500.0_k2100.0.asc,2000,0.01,18919.4
2026-01-30 15:25:13,yaml_configs/config_gf5e-08_gs5e-08_sf250.0_Vf-0.02_Es-0.05_ss250.0_Vs-0.042_k1500.0_k2100.0.yaml,yaml_configs/config_gf5e-08_gs5e-08_sf250.0_Vf-0.02_Es-0.05_ss250.0_Vs-0.042_k1500.0_k2100.0.asc,2000,0.01,18919.4
2026-01-30 15:25:14,yaml_configs/config_gf5e-08_gs5e-08_sf250.0_Vf-0.042_Es-0.05_ss250.0_Vs-0.042_k1500.0_k2250.0.yaml,yaml_configs/config_gf5e-08_gs5e-08_sf250.0_Vf-0.042_Es-0.05_ss250.0_Vs-0.042_k1500.0_k2250.0.asc,2000,0.01,19092.6
2026-01-30 15:25:15,yaml_configs/config_gf5e-08_gs5e-08_sf250.0_Vf-0.042_Es-0.05_ss1000.0_Vs-0.042_k1500.0_k2100.0.yaml,yaml_configs/config_gf5e-08_gs5e-08_sf250.0_Vf-0.042_Es-0.05_ss1000.0_Vs-0.042_k1500.0_k2100.0.asc,2000,0.01,17637.4
2026-01-30 15:25:16,yaml_configs/config_gf5e-08_gs5e-08_sf50.0_Vf-0.042_Es-0.05_ss250.0_Vs-0.042_k1500.0_k2100.0.yaml,yaml_configs/config_gf5e-08_gs5e-08_sf50.0_Vf-0.042_Es-0.05_ss250.0_Vs-0.042_k1500.0_k2100.0.asc,2000,0.01,18919.4
2026-01-30 15:25:16,yaml_configs/config_gf5e-08_gs1e-09_sf250.0_Vf-0.042_Es-0.05_ss250.0_Vs-0.042_k1500.0_k2100.0.yaml,yaml_configs/config_gf5e-08_gs1e-09_sf250.0_Vf-0.042_Es-0.05_ss250.0_Vs-0.042_k1500.0_k2100.0.asc,2000,0.01,18904.9
2026-01-30 15:25:17,yaml_configs/config_gf5e-08_gs5e-08_sf250.0_Vf-0.042_Es-0.05_ss250.0_Vs-0.035_k1500.0_k2100.0.yaml,yaml_configs/config_gf5e-08_gs5e-08_sf250.0_Vf-0.042_Es-0.05_ss250.0_Vs-0.035_k1500.0_k2100.0.asc,2000,0.01,17917.2
2026-01-30 15:25:18,yaml_configs/config_gf5e-08_gs5e-08_sf250.0_Vf-0.042_Es-0.05_ss250.0_Vs-0.042_k12000.0_k2100.0.yaml,yaml_configs/config_gf5e-08_gs5e-08_sf250.0_Vf-0.042_Es-0.05_ss250.0_Vs-0.042_k12000.0_k2100.0.asc,2000,0.01,18919.2
