Time Vpre Vpost i ifast islow
0 -0.712189 -0.712213 -0.00243747 -0.00243726 -2.08701e-07
0.01 -0.711536 -0.711582 -0.00244867 -0.00244825 -4.18123e-07
0.02 -0.71088 -0.710948 -0.00245994 -0.00245931 -6.28272e-07
0.03 -0.710223 -0.710311 -0.0024713 -0.00247046 -8.39152e-07
0.04 -0.709564 -0.709672 -0.00248273 -0.00248168 -1.05077e-06
0.05 -0.708904 -0.70903 -0.00249424 -0.00249298 -1.26312e-06
0.06 -0.708241 -0.708385 -0.00250584 -0.00250436 -1.47622e-06
0.07 -0.707577 -0.707738 -0.00251751 -0.00251582 -1.69007e-06
0.08 -0.706911 -0.707089 -0.00252927 -0.00252737 -1.90468e-06
0.09 -0.706243 -0.706437 -0.00254112 -0.002539 -2.12004e-06
0.1 -0.705573 -0.705782 -0.00255305 -0.00255071 -2.33617e-06
0.11 -0.704902 -0.705125 -0.00256506 -0.00256251 -2.55307e-06
0.12 -0.704228 -0.704466 -0.00257716 -0.00257439 -2.77074e-06
0.13 -0.703553 -0.703804 -0.00258935 -0.00258636 -2.98919e-06
0.14 -0.702876 -0.70314 -0.00260162 -0.00259841 -3.20843e-06
0.15 -0.702197 -0.702474 -0.00261399 -0.00261056 -3.42846e-06
0.16 -0.701516 -0.701806 -0.00262644 -0.00262279 -3.64928e-06
0.17 -0.700833 -0.701135 -0.00263899 -0.00263512 -3.8709e-06
0.18 -0.700148 -0.700462 -0.00265163 -0.00264753 -4.09334e-06
0.19 -0.699462 -0.699787 -0.00266436 -0.00266004 -4.31658e-06
0.2 -0.698773 -0.69911 -0.00267718 -0.00267264 -4.54064e-06
0.21 -0.698083 -0.698431 -0.0026901 -0.00268534 -4.76552e-06
0.22 -0.69739 -0.697749 -0.00270312 -0.00269813 -4.99124e-06
0.23 -0.696696 -0.697065 -0.00271623 -0.00271101 -5.21778e-06
0.24 -0.695999 -0.69638 -0.00272944 -0.002724 -5.44517e-06
0.25 -0.695301 -0.695692 -0.00274275 -0.00273708 -5.67341e-06
0.26 -0.694601 -0.695002 -0.00275616 -0.00275026 -5.9025e-06
0.27 -0.693898 -0.694309 -0.00276967 -0.00276354 -6.13245e-06
0.28 -0.693194 -0.693615 -0.00278328 -0.00277692 -6.36326e-06
0.29 -0.692488 -0.692919 -0.002797 -0.0027904 -6.59494e-06
0.3 -0.691779 -0.69222 -0.00281082 -0.00280399 -6.8275e-06
0.31 -0.691069 -0.691519 -0.00282474 -0.00281768 -7.06095e-06
0.32 -0.690356 -0.690817 -0.00283877 -0.00283148 -7.29528e-06
0.33 -0.689642 -0.690112 -0.00285291 -0.00284538 -7.53051e-06
0.34 -0.688925 -0.689405 -0.00286715 -0.00285939 -7.76665e-06
0.35 -0.688207 -0.688696 -0.00288151 -0.00287351 -8.00369e-06
0.36 -0.687486 -0.687985 -0.00289597 -0.00288773 -8.24165e-06
0.37 -0.686763 -0.687271 -0.00291055 -0.00290207 -8.48053e-06
0.38 -0.686038 -0.686556 -0.00292524 -0.00291652 -8.72034e-06
0.39 -0.685311 -0.685839 -0.00294005 -0.00293109 -8.96109e-06
0.4 -0.684582 -0.685119 -0.00295497 -0.00294576 -9.20278e-06
0.41 -0.683851 -0.684397 -0.00297 -0.00296056 -9.44542e-06
0.42 -0.683118 -0.683673 -0.00298516 -0.00297547 -9.68902e-06
0.43 -0.682382 -0.682947 -0.00300043 -0.0029905 -9.93358e-06
0.44 -0.681644 -0.682219 -0.00301582 -0.00300564 -1.01791e-05
0.45 -0.680905 -0.681489 -0.00303134 -0.00302091 -1.04256e-05
0.46 -0.680163 -0.680756 -0.00304697 -0.0030363 -1.06731e-05
0.47 -0.679418 -0.680022 -0.00306274 -0.00305181 -1.09216e-05
0.48 -0.678672 -0.679285 -0.00307862 -0.00306745 -1.11711e-05
0.49 -0.677923 -0.678546 -0.00309463 -0.00308321 -1.14216e-05
0.5 -0.677172 -0.677805 -0.00311078 -0.0030991 -1.16731e-05
0.51 -0.676419 -0.677062 -0.00312705 -0.00311512 -1.19256e-05
0.52 -0.675664 -0.676316 -0.00314345 -0.00313127 -1.21792e-05
0.53 -0.674906 -0.675569 -0.00315998 -0.00314755 -1.24338e-05
0.54 -0.674146 -0.674819 -0.00317665 -0.00316396 -1.26895e-05
0.55 -0.673384 -0.674067 -0.00319345 -0.0031805 -1.29462e-05
0.56 -0.67262 -0.673312 -0.00321039 -0.00319718 -1.3204e-05
0.57 -0.671853 -0.672556 -0.00322746 -0.003214 -1.34628e-05
0.58 -0.671084 -0.671797 -0.00324468 -0.00323095 -1.37227e-05
0.59 -0.670313 -0.671036 -0.00326203 -0.00324805 -1.39837e-05
0.6 -0.669539 -0.670272 -0.00327953 -0.00326528 -1.42458e-05
0.61 -0.668763 -0.669507 -0.00329717 -0.00328266 -1.4509e-05
0.62 -0.667984 -0.668739 -0.00331496 -0.00330018 -1.47733e-05
0.63 -0.667204 -0.667969 -0.00333289 -0.00331785 -1.50388e-05
0.64 -0.66642 -0.667196 -0.00335097 -0.00333567 -1.53054e-05
0.65 -0.665635 -0.666422 -0.00336921 -0.00335363 -1.55731e-05
0.66 -0.664847 -0.665645 -0.00338759 -0.00337175 -1.58419e-05
0.67 -0.664057 -0.664865 -0.00340613 -0.00339002 -1.61119e-05
0.68 -0.663264 -0.664083 -0.00342482 -0.00340844 -1.63831e-05
0.69 -0.662468 -0.663299 -0.00344367 -0.00342702 -1.66555e-05
0.7 -0.661671 -0.662513 -0.00346268 -0.00344575 -1.6929e-05
0.71 -0.660871 -0.661724 -0.00348185 -0.00346465 -1.72037e-05
0.72 -0.660068 -0.660933 -0.00350118 -0.0034837 -1.74797e-05
0.73 -0.659263 -0.660139 -0.00352068 -0.00350292 -1.77568e-05
0.74 -0.658455 -0.659343 -0.00354034 -0.00352231 -1.80352e-05
0.75 -0.657645 -0.658545 -0.00356017 -0.00354186 -1.83148e-05
0.76 -0.656832 -0.657744 -0.00358017 -0.00356158 -1.85956e-05
0.77 -0.656017 -0.656941 -0.00360034 -0.00358146 -1.88777e-05
0.78 -0.655199 -0.656135 -0.00362069 -0.00360152 -1.91611e-05
0.79 -0.654379 -0.655327 -0.00364121 -0.00362176 -1.94457e-05
0.8 -0.653556 -0.654516 -0.0036619 -0.00364217 -1.97316e-05
0.81 -0.65273 -0.653703 -0.00368278 -0.00366276 -2.00188e-05
0.82 -0.651902 -0.652887 -0.00370384 -0.00368353 -2.03073e-05
0.83 -0.651071 -0.652069 -0.00372508 -0.00370448 -2.05972e-05
0.84 -0.650238 -0.651248 -0.0037465 -0.00372562 -2.08883e-05
0.85 -0.649402 -0.650425 -0.00376812 -0.00374694 -2.11808e-05
0.86 -0.648563 -0.649599 -0.00378992 -0.00376845 -2.14746e-05
0.87 -0.647721 -0.648771 -0.00381192 -0.00379015 -2.17698e-05
