Time Vpre Vpost i ifast islow
0 -0.712189 -0.712213 -0.00243726 -0.00243726 -1.92439e-11
0.01 -0.711536 -0.711582 -0.00244825 -0.00244825 -3.85548e-11
0.02 -0.71088 -0.710948 -0.00245931 -0.00245931 -5.79331e-11
0.03 -0.710223 -0.710311 -0.00247046 -0.00247046 -7.73793e-11
0.04 -0.709564 -0.709672 -0.00248168 -0.00248168 -9.68938e-11
0.05 -0.708904 -0.70903 -0.00249298 -0.00249298 -1.16477e-10
0.06 -0.708241 -0.708385 -0.00250436 -0.00250436 -1.36129e-10
0.07 -0.707577 -0.707738 -0.00251582 -0.00251582 -1.55851e-10
0.08 -0.706911 -0.707089 -0.00252737 -0.00252737 -1.75643e-10
0.09 -0.706243 -0.706436 -0.002539 -0.002539 -1.95506e-10
0.1 -0.705573 -0.705782 -0.00255071 -0.00255071 -2.1544e-10
0.11 -0.704902 -0.705125 -0.00256251 -0.00256251 -2.35445e-10
0.12 -0.704228 -0.704466 -0.00257439 -0.00257439 -2.55522e-10
0.13 -0.703553 -0.703804 -0.00258636 -0.00258636 -2.75671e-10
0.14 -0.702876 -0.70314 -0.00259841 -0.00259841 -2.95893e-10
0.15 -0.702197 -0.702474 -0.00261056 -0.00261056 -3.16189e-10
0.16 -0.701516 -0.701806 -0.00262279 -0.00262279 -3.36559e-10
0.17 -0.700833 -0.701135 -0.00263512 -0.00263512 -3.57003e-10
0.18 -0.700148 -0.700462 -0.00264753 -0.00264753 -3.77522e-10
0.19 -0.699462 -0.699787 -0.00266004 -0.00266004 -3.98117e-10
0.2 -0.698773 -0.69911 -0.00267264 -0.00267264 -4.18787e-10
0.21 -0.698083 -0.69843 -0.00268534 -0.00268534 -4.39535e-10
0.22 -0.69739 -0.697749 -0.00269813 -0.00269813 -4.60359e-10
0.23 -0.696696 -0.697065 -0.00271101 -0.00271101 -4.81261e-10
0.24 -0.695999 -0.696379 -0.002724 -0.002724 -5.02241e-10
0.25 -0.695301 -0.695691 -0.00273708 -0.00273708 -5.23299e-10
0.26 -0.694601 -0.695001 -0.00275026 -0.00275026 -5.44438e-10
0.27 -0.693898 -0.694309 -0.00276354 -0.00276354 -5.65655e-10
0.28 -0.693194 -0.693614 -0.00277692 -0.00277692 -5.86954e-10
0.29 -0.692488 -0.692918 -0.0027904 -0.0027904 -6.08333e-10
0.3 -0.691779 -0.692219 -0.00280399 -0.00280399 -6.29794e-10
0.31 -0.691069 -0.691519 -0.00281768 -0.00281768 -6.51337e-10
0.32 -0.690356 -0.690816 -0.00283147 -0.00283147 -6.72963e-10
0.33 -0.689642 -0.690111 -0.00284538 -0.00284538 -6.94672e-10
0.34 -0.688925 -0.689404 -0.00285939 -0.00285939 -7.16466e-10
0.35 -0.688207 -0.688695 -0.0028735 -0.0028735 -7.38343e-10
0.36 -0.687486 -0.687984 -0.00288773 -0.00288773 -7.60306e-10
0.37 -0.686763 -0.68727 -0.00290207 -0.00290207 -7.82355e-10
0.38 -0.686038 -0.686555 -0.00291652 -0.00291652 -8.04491e-10
0.39 -0.685311 -0.685837 -0.00293109 -0.00293108 -8.26713e-10
0.4 -0.684582 -0.685118 -0.00294576 -0.00294576 -8.49024e-10
0.41 -0.683851 -0.684396 -0.00296056 -0.00296056 -8.71423e-10
0.42 -0.683118 -0.683672 -0.00297547 -0.00297547 -8.9391e-10
0.43 -0.682382 -0.682946 -0.0029905 -0.00299049 -9.16488e-10
0.44 -0.681644 -0.682218 -0.00300564 -0.00300564 -9.39156e-10
0.45 -0.680905 -0.681488 -0.00302091 -0.00302091 -9.61915e-10
0.46 -0.680163 -0.680755 -0.0030363 -0.0030363 -9.84766e-10
0.47 -0.679418 -0.68002 -0.00305181 -0.00305181 -1.00771e-09
0.48 -0.678672 -0.679284 -0.00306745 -0.00306745 -1.03075e-09
0.49 -0.677923 -0.678545 -0.00308321 -0.00308321 -1.05388e-09
0.5 -0.677172 -0.677803 -0.0030991 -0.0030991 -1.0771e-09
