t,f
1980.3400000000001,-1.3050494613913435
1980.3500000000001,-1.3049567628000052
1980.3600000000001,-1.3048640263665132
1980.3700000000001,-1.3047712520606773
1980.38,-1.3046784398522673
1980.39,-1.3045855897110135
1980.4,-1.3044927016066061
1980.41,-1.3043997755086962
1980.42,-1.3043068113868947
1980.43,-1.3042138092107716
1980.44,-1.3041207689498577
1980.45,-1.3040276905736432
1980.46,-1.303934574051578
1980.47,-1.3038414193530725
1980.48,-1.3037482264474962
1980.49,-1.303654995304179
1980.5,-1.3035617258924088
1980.51,-1.303468418181434
1980.52,-1.303375072140462
1980.53,-1.3032816877386604
1980.54,-1.3031882649451547
1980.55,-1.3030948037290313
1980.56,-1.303001304059334
1980.57,-1.302907765905067
1980.5800000000002,-1.302814189235193
1980.5900000000001,-1.3027205740186338
1980.6000000000001,-1.3026269202242702
1980.6100000000001,-1.3025332278209412
1980.6200000000001,-1.3024394967774455
1980.63,-1.3023457270625396
1980.64,-1.3022519186449395
1980.65,-1.3021580714933192
1980.66,-1.3020641855763109
1980.67,-1.3019702608625063
1980.68,-1.301876297320455
1980.69,-1.3017822949186644
1980.7,-1.3016882536256005
1980.71,-1.3015941734096876
1980.72,-1.3015000542393083
1980.73,-1.3014058960828028
1980.74,-1.301311698908469
1980.75,-1.3012174626845636
1980.76,-1.301123187379301
1980.77,-1.3010288729608526
1980.78,-1.3009345193973478
1980.79,-1.300840126656874
1980.8,-1.3007456947074765
1980.81,-1.300651223517157
1980.82,-1.3005567130538755
1980.8300000000002,-1.3004621632855493
1980.8400000000001,-1.3003675741800527
1980.8500000000001,-1.300272945705217
1980.8600000000001,-1.3001782778288313
1980.8700000000001,-1.3000835705186418
1980.88,-1.2999888237423507
1980.89,-1.2998940374676184
1980.9,-1.2997992116620616
1980.91,-1.299704346293254
1980.92,-1.2996094413287262
1980.93,-1.299514496735965
1980.94,-1.2994195124824144
1980.95,-1.2993244885354744
1980.96,-1.2992294248625018
1980.97,-1.2991343214308093
1980.98,-1.2990391782076671
1980.99,-1.2989439951603003
1981.0,-1.2988487722558908
1981.01,-1.2987535094615765
1981.02,-1.298658206744452
1981.03,-1.2985628640715676
1981.04,-1.2984674814099286
1981.05,-1.2983720587264973
1981.06,-1.2982765959881912
1981.07,-1.2981810931618838
1981.0800000000002,-1.2980855502144037
1981.0900000000001,-1.297989967112536
1981.1000000000001,-1.2978943438230193
1981.1100000000001,-1.2977986803125503
1981.1200000000001,-1.2977029765477797
1981.13,-1.297607232495313
1981.14,-1.2975114481217114
1981.15,-1.2974156233934913
1981.16,-1.2973197582771239
1981.17,-1.2972238527390363
1981.18,-1.2971279067456094
1981.19,-1.2970319202631788
1981.2,-1.2969358932580362
1981.21,-1.2968398256964258
1981.22,-1.2967437175445493
1981.23,-1.2966475687685608
1981.24,-1.2965513793345693
1981.25,-1.2964551492086391
1981.26,-1.296358878356787
1981.27,-1.296262566744986
1981.28,-1.296166214339162
1981.29,-1.2960698211051955
1981.3,-1.2959733870089205
1981.31,-1.2958769120161262
1981.32,-1.2957803960925545
1981.3300000000002,-1.2956838392039014
1981.3400000000001,-1.2955872413158163
1981.3500000000001,-1.295490602393903
1981.3600000000001,-1.2953939224037188
1981.3700000000001,-1.295297201310773
1981.38,-1.2952004390805305
1981.39,-1.2951036356784082
1981.4,-1.2950067910697771
1981.41,-1.2949099052199606
1981.42,-1.2948129780942348
1981.43,-1.2947160096578303
1981.44,-1.2946189998759297
1981.45,-1.2945219487136683
1981.46,-1.2944248561361353
1981.47,-1.2943277221083713
1981.48,-1.2942305465953707
1981.49,-1.2941333295620798
1981.5,-1.2940360709733971
1981.51,-1.2939387707941743
1981.52,-1.2938414289892144
1981.53,-1.2937440455232745
1981.54,-1.2936466203610621
1981.55,-1.2935491534672376
1981.56,-1.2934516448064128
1981.57,-1.2933540943431527
1981.5800000000002,-1.2932565020419728
1981.5900000000001,-1.2931588678673416
1981.6000000000001,-1.2930611917836778
1981.6100000000001,-1.2929634737553533
1981.6200000000001,-1.2928657137466903
1981.63,-1.2927679117219635
1981.64,-1.2926700676453984
1981.65,-1.2925721814811715
1981.66,-1.2924742531934115
1981.67,-1.2923762827461973
1981.68,-1.2922782701035593
1981.69,-1.292180215229479
1981.7,-1.2920821180878888
1981.71,-1.2919839786426717
1981.72,-1.2918857968576616
1981.73,-1.2917875726966428
1981.74,-1.2916893061233503
1981.75,-1.29159099710147
1981.76,-1.2914926455946376
1981.77,-1.2913942515664392
1981.78,-1.2912958149804115
1981.79,-1.2911973358000415
1981.8,-1.291098813988766
1981.81,-1.291000249509972
1981.82,-1.290901642326996
1981.8300000000002,-1.2908029924031243
1981.8400000000001,-1.2907042997015936
1981.8500000000001,-1.2906055641855898
1981.8600000000001,-1.2905067858182484
1981.8700000000001,-1.2904079645626547
1981.88,-1.2903091003818432
1981.89,-1.2902101932387975
1981.9,-1.2901112430964508
1981.91,-1.2900122499176851
1981.92,-1.2899132136653324
1981.93,-1.2898141343021727
1981.94,-1.289715011790935
1981.95,-1.2896158460942981
1981.96,-1.289516637174888
1981.97,-1.2894173849952804
1981.98,-1.2893180895179994
1981.99,-1.2892187507055177
1982.0,-1.2891193685202555
1982.01,-1.289019942924583
1982.02,-1.2889204738808167
1982.03,-1.2888209613512227
1982.04,-1.2887214052980147
1982.05,-1.2886218056833538
1982.06,-1.2885221624693501
1982.07,-1.28842247561806
1982.0800000000002,-1.288322745091489
1982.0900000000001,-1.2882229708515893
1982.1000000000001,-1.2881231528602612
1982.1100000000001,-1.288023291079352
1982.1200000000001,-1.2879233854706573
1982.13,-1.287823435995918
1982.14,-1.287723442616824
1982.15,-1.287623405295012
1982.16,-1.2875233239920647
1982.17,-1.2874231986695117
1982.18,-1.2873230292888314
1982.19,-1.2872228158114472
1982.2,-1.2871225581987291
1982.21,-1.2870222564119942
1982.22,-1.2869219104125058
1982.23,-1.2868215201614739
1982.24,-1.2867210856200544
1982.25,-1.286620606749349
1982.26,-1.2865200835104067
1982.27,-1.2864195158642215
1982.28,-1.2863189037717337
1982.29,-1.2862182471938293
1982.3,-1.2861175460913397
1982.31,-1.2860168004250423
1982.32,-1.28591601015566
1982.3300000000002,-1.285815175243861
1982.3400000000001,-1.285714295650259
1982.3500000000001,-1.285613371335413
1982.3600000000001,-1.2855124022598272
1982.3700000000001,-1.2854113883839506
1982.38,-1.2853103296681778
1982.39,-1.2852092260728472
1982.4,-1.2851080775582426
1982.41,-1.285006884084593
1982.42,-1.284905645612071
1982.43,-1.2848043621007945
1982.44,-1.2847030335108256
1982.45,-1.2846016598021706
1982.46,-1.2845002409347794
1982.47,-1.2843987768685472
1982.48,-1.2842972675633133
1982.49,-1.28419571297886
1982.5,-1.2840941130749137
1982.51,-1.2839924678111445
1982.52,-1.2838907771471664
1982.53,-1.2837890410425365
1982.54,-1.2836872594567563
1982.55,-1.28358543234927
1982.56,-1.283483559679465
1982.57,-1.283381641406672
1982.5800000000002,-1.2832796774901647
1982.5900000000001,-1.2831776678891598
1982.6000000000001,-1.2830756125628173
1982.6100000000001,-1.282973511470239
1982.6200000000001,-1.2828713645704701
1982.63,-1.2827691718224983
1982.64,-1.2826669331852538
1982.65,-1.2825646486176092
1982.66,-1.282462318078379
1982.67,-1.2823599415263203
1982.68,-1.2822575189201322
1982.69,-1.2821550502184553
1982.7,-1.282052535379873
1982.71,-1.2819499743629093
1982.72,-1.2818473671260306
1982.73,-1.2817447136276459
1982.74,-1.2816420138261033
1982.75,-1.2815392676796942
1982.76,-1.2814364751466505
1982.77,-1.281333636185146
1982.78,-1.2812307507532943
1982.79,-1.2811278188091506
1982.8,-1.2810248403107112
1982.81,-1.280921815215913
1982.82,-1.2808187434826341
1982.8300000000002,-1.280715625068692
1982.8400000000001,-1.2806124599318454
1982.8500000000001,-1.280509248029793
1982.8600000000001,-1.2804059893201742
1982.8700000000001,-1.2803026837605684
1982.88,-1.2801993313084954
1982.89,-1.2800959319214136
1982.9,-1.2799924855567224
1982.91,-1.279888992171761
1982.92,-1.2797854517238076
1982.93,-1.2796818641700802
1982.94,-1.279578229467736
1982.95,-1.2794745475738727
1982.96,-1.2793708184455252
1982.97,-1.279267042039669
1982.98,-1.2791632183132182
1982.99,-1.2790593472230254
1983.0,-1.2789554287258822
1983.01,-1.2788514627785192
1983.02,-1.278747449337605
1983.03,-1.2786433883597472
1983.04,-1.2785392798014916
1983.05,-1.2784351236193223
1983.06,-1.2783309197696608
1983.07,-1.2782266682088679
1983.0800000000002,-1.278122368893241
1983.0900000000001,-1.2780180217790162
1983.1000000000001,-1.2779136268223674
1983.1100000000001,-1.277809183979405
1983.1200000000001,-1.2777046932061777
1983.13,-1.277600154458672
1983.14,-1.2774955676928104
1983.15,-1.2773909328644533
1983.16,-1.2772862499293982
1983.17,-1.27718151884338
1983.18,-1.277076739562069
1983.19,-1.2769719120410734
1983.2,-1.2768670362359376
1983.21,-1.2767621121021424
1983.22,-1.2766571395951054
1983.23,-1.2765521186701794
1983.24,-1.276447049282655
1983.25,-1.2763419313877573
1983.26,-1.2762367649406483
1983.27,-1.276131549896425
1983.28,-1.2760262862101208
1983.29,-1.275920973836704
1983.3,-1.2758156127310791
1983.31,-1.2757102028480858
1983.32,-1.2756047441424985
1983.3300000000002,-1.275499236569027
1983.3400000000001,-1.2753936800823162
1983.3500000000001,-1.2752880746369457
1983.3600000000001,-1.2751824201874304
1983.3700000000001,-1.2750767166882193
1983.38,-1.2749709640936964
1983.39,-1.2748651623581797
1983.4,-1.274759311435922
1983.41,-1.2746534112811088
1983.42,-1.2745474618478618
1983.43,-1.2744414630902356
1983.44,-1.2743354149622188
1983.45,-1.2742293174177333
1983.46,-1.274123170410635
1983.47,-1.2740169738947134
1983.48,-1.2739107278236907
1983.49,-1.2738044321512234
1983.5,-1.2736980868309007
1983.51,-1.2735916918162449
1983.52,-1.2734852470607105
1983.53,-1.2733787525176856
1983.54,-1.2732722081404904
1983.55,-1.2731656138823775
1983.56,-1.2730589696965335
1983.57,-1.2729522755360747
1983.5800000000002,-1.2728455313540517
1983.5900000000001,-1.2727387371034458
1983.6000000000001,-1.2726318927371711
1983.6100000000001,-1.2725249982080737
1983.6200000000001,-1.2724180534689302
1983.63,-1.2723110584724495
1983.64,-1.2722040131712722
1983.65,-1.2720969175179697
1983.66,-1.2719897714650445
1983.67,-1.2718825749649307
1983.68,-1.2717753279699935
1983.69,-1.271668030432528
1983.7,-1.2715606823047605
1983.71,-1.2714532835388477
1983.72,-1.271345834086877
1983.73,-1.271238333900867
1983.74,-1.2711307829327643
1983.75,-1.2710231811344472
1983.76,-1.2709155284577236
1983.77,-1.2708078248543313
1983.78,-1.2707000702759368
1983.79,-1.2705922646741377
1983.8,-1.27048440800046
1983.81,-1.2703765002063596
1983.82,-1.270268541243221
1983.8300000000002,-1.2701605310623583
1983.8400000000001,-1.2700524696150142
1983.8500000000001,-1.2699443568523598
1983.8600000000001,-1.2698361927254964
1983.8700000000001,-1.269727977185452
1983.88,-1.2696197101831836
1983.89,-1.2695113916695768
1983.9,-1.2694030215954455
1983.91,-1.2692945999115306
1983.92,-1.269186126568502
1983.93,-1.269077601516957
1983.94,-1.2689690247074203
1983.95,-1.2688603960903444
1983.96,-1.2687517156161086
1983.97,-1.26864298323502
1983.98,-1.2685341988973124
1983.99,-1.2684253625531468
1984.0,-1.2683164741526112
1984.01,-1.2682075336457204
1984.02,-1.2680985409824148
1984.03,-1.2679894961125617
1984.04,-1.2678803989859555
1984.05,-1.267771249552316
1984.06,-1.2676620477612883
1984.07,-1.267552793562445
1984.0800000000002,-1.2674434869052835
1984.0900000000001,-1.267334127739227
1984.1000000000001,-1.267224716013624
1984.1100000000001,-1.2671152516777489
1984.1200000000001,-1.2670057346808001
1984.13,-1.2668961649719024
1984.14,-1.2667865425001046
1984.15,-1.266676867214381
1984.16,-1.26656713906363
1984.17,-1.2664573579966747
1984.18,-1.2663475239622632
1984.19,-1.266237636909067
1984.2,-1.2661276967856814
1984.21,-1.2660177035406266
1984.22,-1.2659076571223464
1984.23,-1.2657975574792077
1984.24,-1.2656874045595017
1984.25,-1.2655771983114426
1984.26,-1.2654669386831674
1984.27,-1.2653566256227373
1984.28,-1.265246259078136
1984.29,-1.2651358389972693
1984.3,-1.2650253653279666
1984.31,-1.2649148380179798
1984.32,-1.264804257014982
1984.3300000000002,-1.2646936222665703
1984.3400000000001,-1.2645829337202634
1984.3500000000001,-1.2644721913235009
1984.3600000000001,-1.264361395023645
1984.3700000000001,-1.2642505447679804
1984.38,-1.264139640503712
1984.39,-1.2640286821779665
1984.4,-1.2639176697377918
1984.41,-1.2638066031301578
1984.42,-1.2636954823019537
1984.43,-1.2635843071999913
1984.44,-1.2634730777710013
1984.45,-1.2633617939616364
1984.46,-1.2632504557184683
1984.47,-1.2631390629879904
1984.48,-1.2630276157166154
1984.49,-1.2629161138506757
1984.5,-1.2628045573364235
1984.51,-1.2626929461200314
1984.52,-1.2625812801475902
1984.53,-1.2624695593651107
1984.54,-1.2623577837185236
1984.55,-1.2622459531536772
1984.56,-1.2621340676163393
1984.57,-1.262022127052197
1984.5800000000002,-1.2619101314068553
1984.5900000000001,-1.2617980806258375
1984.6000000000001,-1.2616859746545852
1984.6100000000001,-1.2615738134384589
1984.6200000000001,-1.2614615969227359
1984.63,-1.2613493250526118
1984.64,-1.2612369977731999
1984.65,-1.2611246150295312
1984.66,-1.2610121767665536
1984.67,-1.2608996829291328
1984.68,-1.2607871334620502
1984.69,-1.2606745283100058
1984.7,-1.2605618674176151
1984.71,-1.2604491507294107
1984.72,-1.260336378189841
1984.73,-1.2602235497432712
1984.74,-1.2601106653339826
1984.75,-1.259997724906172
1984.76,-1.2598847284039527
1984.77,-1.2597716757713529
1984.78,-1.259658566952316
1984.79,-1.2595454018907015
1984.8,-1.259432180530284
1984.81,-1.2593189028147518
1984.82,-1.25920556868771
1984.8300000000002,-1.2590921780926765
1984.8400000000001,-1.2589787309730849
1984.8500000000001,-1.2588652272722827
1984.8600000000001,-1.2587516669335312
1984.8700000000001,-1.258638049900007
1984.88,-1.2585243761147982
1984.89,-1.2584106455209085
1984.9,-1.258296858061255
1984.91,-1.2581830136786674
1984.92,-1.2580691123158885
1984.93,-1.2579551539155744
1984.94,-1.257841138420295
1984.95,-1.2577270657725312
1984.96,-1.2576129359146782
1984.97,-1.2574987487890419
1984.98,-1.2573845043378409
1984.99,-1.2572702025032063
1985.0,-1.2571558432271805
1985.01,-1.2570414264517182
1985.02,-1.2569269521186848
1985.03,-1.2568124201698574
1985.04,-1.2566978305469247
1985.05,-1.2565831831914858
1985.06,-1.2564684780450506
1985.07,-1.2563537150490403
1985.0800000000002,-1.2562388941447862
1985.0900000000001,-1.2561240152735302
1985.1000000000001,-1.256009078376424
1985.1100000000001,-1.2558940833945285
1985.1200000000001,-1.2557790302688165
1985.13,-1.2556639189401684
1985.14,-1.255548749349375
1985.15,-1.2554335214371366
1985.16,-1.255318235144062
1985.17,-1.255202890410669
1985.18,-1.2550874871773845
1985.19,-1.2549720253845442
1985.2,-1.2548565049723917
1985.21,-1.2547409258810787
1985.22,-1.2546252880506654
1985.23,-1.2545095914211195
1985.24,-1.2543938359323175
1985.25,-1.2542780215240419
1985.26,-1.254162148135983
1985.27,-1.254046215707739
1985.28,-1.253930224178814
1985.29,-1.2538141734886201
1985.3,-1.253698063576475
1985.31,-1.253581894381603
1985.32,-1.253465665843136
1985.3300000000002,-1.2533493779001104
1985.3400000000001,-1.2532330304914683
1985.3500000000001,-1.253116623556059
1985.3600000000001,-1.2530001570326361
1985.3700000000001,-1.25288363085986
1985.38,-1.2527670449762947
1985.39,-1.25265039932041
1985.4,-1.2525336938305793
1985.41,-1.2524169284450826
1985.42,-1.2523001031021037
1985.43,-1.25218321773973
1985.44,-1.252066272295953
1985.45,-1.2519492667086685
1985.46,-1.251832200915676
1985.47,-1.2517150748546784
1985.48,-1.2515978884632823
1985.49,-1.2514806416789965
1985.5,-1.2513633344392334
1985.51,-1.2512459666813087
1985.52,-1.2511285383424389
1985.53,-1.2510110493597442
1985.54,-1.2508934996702468
1985.55,-1.250775889210871
1985.56,-1.2506582179184424
1985.57,-1.2505404857296898
1985.5800000000002,-1.2504226925812412
1985.5900000000001,-1.2503048384096265
1985.6000000000001,-1.250186923151277
1985.6100000000001,-1.2500689467425257
1985.6200000000001,-1.2499509091196042
1985.63,-1.2498328102186456
1985.64,-1.2497146499756835
1985.65,-1.2495964283266516
1985.66,-1.2494781452073829
1985.67,-1.2493598005536102
1985.68,-1.2492413943009668
1985.69,-1.249122926384984
1985.7,-1.249004396741092
1985.71,-1.248885805304621
1985.72,-1.2487671520107986
1985.73,-1.248648436794752
1985.74,-1.248529659591506
1985.75,-1.2484108203359843
1985.76,-1.2482919189630077
1985.77,-1.2481729554072947
1985.78,-1.2480539296034612
1985.79,-1.2479348414860205
1985.8,-1.2478156909893836
1985.81,-1.2476964780478577
1985.82,-1.2475772025956464
1985.8300000000002,-1.2474578645668501
1985.8400000000001,-1.2473384638954659
1985.8500000000001,-1.2472190005153865
1985.8600000000001,-1.2470994743603998
1985.8700000000001,-1.2469798853641905
1985.88,-1.2468602334603378
1985.89,-1.246740518582317
1985.9,-1.2466207406634973
1985.91,-1.2465008996371438
1985.92,-1.2463809954364156
1985.93,-1.246261027994366
1985.94,-1.2461409972439423
1985.95,-1.2460209031179876
1985.96,-1.2459007455492361
1985.97,-1.2457805244703168
1985.98,-1.2456602398137526
1985.99,-1.2455398915119587
1986.0,-1.2454194794972433
1986.01,-1.2452990037018072
1986.02,-1.2451784640577443
1986.03,-1.2450578604970404
1986.04,-1.2449371929515725
1986.05,-1.244816461353111
1986.06,-1.2446956656333168
1986.07,-1.2445748057237422
1986.0800000000002,-1.2444538815558308
1986.0900000000001,-1.244332893060918
1986.1000000000001,-1.2442118401702293
1986.1100000000001,-1.2440907228148805
1986.1200000000001,-1.2439695409258775
1986.13,-1.2438482944341167
1986.14,-1.2437269832703848
1986.15,-1.2436056073653572
1986.16,-1.2434841666495995
1986.17,-1.2433626610535655
1986.18,-1.2432410905075995
1986.19,-1.2431194549419329
1986.2,-1.2429977542866872
1986.21,-1.242875988471871
1986.22,-1.2427541574273813
1986.23,-1.2426322610830027
1986.24,-1.2425102993684087
1986.25,-1.2423882722131587
1986.26,-1.2422661795467003
1986.27,-1.242144021298367
1986.28,-1.2420217973973797
1986.29,-1.2418995077728454
1986.3,-1.2417771523537584
1986.31,-1.241654731068998
1986.32,-1.2415322438473295
1986.3300000000002,-1.2414096906174032
1986.3400000000001,-1.2412870713077564
1986.3500000000001,-1.24116438584681
1986.3600000000001,-1.2410416341628698
1986.3700000000001,-1.2409188161841267
1986.38,-1.2407959318386563
1986.39,-1.2406729810544181
1986.4,-1.2405499637592556
1986.41,-1.2404268798808955
1986.42,-1.2403037293469488
1986.43,-1.2401805120849085
1986.44,-1.2400572280221518
1986.45,-1.2399338770859374
1986.46,-1.2398104592034085
1986.47,-1.2396869743015881
1986.48,-1.2395634223073835
1986.49,-1.2394398031475817
1986.5,-1.2393161167488536
1986.51,-1.2391923630377486
1986.52,-1.2390685419407
1986.53,-1.2389446533840198
1986.54,-1.2388206972939013
1986.55,-1.2386966735964187
1986.56,-1.2385725822175258
1986.57,-1.2384484230830552
1986.5800000000002,-1.238324196118721
1986.5900000000001,-1.2381999012501157
1986.6000000000001,-1.2380755384027107
1986.6100000000001,-1.2379511075018563
1986.6200000000001,-1.2378266084727823
1986.63,-1.2377020412405955
1986.64,-1.2375774057302815
1986.65,-1.2374527018667039
1986.66,-1.2373279295746036
1986.67,-1.237203088778599
1986.68,-1.2370781794031858
1986.69,-1.2369532013727358
1986.7,-1.2368281546114985
1986.71,-1.236703039043599
1986.72,-1.236577854593038
1986.73,-1.2364526011836934
1986.74,-1.236327278739318
1986.75,-1.2362018871835394
1986.76,-1.236076426439861
1986.77,-1.2359508964316603
1986.78,-1.23582529708219
1986.79,-1.2356996283145767
1986.8,-1.2355738900518214
1986.81,-1.2354480822167981
1986.82,-1.235322204732255
1986.8300000000002,-1.2351962575208133
1986.8400000000001,-1.2350702405049676
1986.8500000000001,-1.2349441536070846
1986.8600000000001,-1.2348179967494037
1986.8700000000001,-1.2346917698540365
1986.88,-1.2345654728429665
1986.89,-1.234439105638048
1986.9,-1.2343126681610084
1986.91,-1.2341861603334447
1986.92,-1.2340595820768256
1986.93,-1.2339329333124902
1986.94,-1.2338062139616481
1986.95,-1.2336794239453783
1986.96,-1.23355256318463
1986.97,-1.233425631600222
1986.98,-1.2332986291128418
1986.99,-1.2331715556430465
1987.0,-1.233044411111261
1987.01,-1.2329171954377807
1987.02,-1.2327899085427658
1987.03,-1.232662550346247
1987.04,-1.2325351207681217
1987.05,-1.2324076197281544
1987.06,-1.232280047145977
1987.07,-1.2321524029410884
1987.0800000000002,-1.232024687032853
1987.0900000000001,-1.2318968993405017
1987.1000000000001,-1.2317690397831322
1987.1100000000001,-1.2316411082797067
1987.1200000000001,-1.2315131047490535
1987.13,-1.231385029109865
1987.14,-1.2312568812806992
1987.15,-1.231128661179979
1987.16,-1.2310003687259903
1987.17,-1.2308720038368834
1987.18,-1.2307435664306732
1987.19,-1.230615056425236
1987.2,-1.2304864737383128
1987.21,-1.2303578182875063
1987.22,-1.2302290899902824
1987.23,-1.230100288763969
1987.24,-1.2299714145257559
1987.25,-1.2298424671926944
1987.26,-1.2297134466816966
1987.27,-1.2295843529095365
1987.28,-1.229455185792848
1987.29,-1.2293259452481262
1987.3,-1.2291966311917264
1987.31,-1.2290672435398626
1987.32,-1.2289377822086092
1987.3300000000002,-1.2288082471139
1987.3400000000001,-1.2286786381715264
1987.3500000000001,-1.228548955297141
1987.3600000000001,-1.228419198406252
1987.3700000000001,-1.2282893674142272
1987.38,-1.2281594622362921
1987.39,-1.2280294827875282
1987.4,-1.2278994289828762
1987.41,-1.2277693007371324
1987.42,-1.2276390979649494
1987.43,-1.2275088205808367
1987.44,-1.2273784684991595
1987.45,-1.2272480416341383
1987.46,-1.2271175398998493
1987.47,-1.2269869632102235
1987.48,-1.2268563114790463
1987.49,-1.226725584619958
1987.5,-1.2265947825464525
1987.51,-1.226463905171878
1987.52,-1.2263329524094349
1987.53,-1.2262019241721782
1987.54,-1.2260708203730146
1987.55,-1.2259396409247034
1987.56,-1.2258083857398567
1987.57,-1.2256770547309386
1987.5800000000002,-1.2255456478102635
1987.5900000000001,-1.2254141648899979
1987.6000000000001,-1.2252826058821582
1987.6100000000001,-1.2251509706986128
1987.6200000000001,-1.22501925925108
1987.63,-1.2248874714511273
1987.64,-1.224755607210172
1987.65,-1.224623666439481
1987.66,-1.22449164905017
1987.67,-1.224359554953203
1987.68,-1.224227384059393
1987.69,-1.2240951362794
1987.7,-1.2239628115237329
1987.71,-1.2238304097027466
1987.72,-1.2236979307266442
1987.73,-1.223565374505474
1987.74,-1.223432740949132
1987.75,-1.223300029967359
1987.76,-1.2231672414697425
1987.77,-1.2230343753657151
1987.78,-1.2229014315645532
1987.79,-1.2227684099753795
1987.8,-1.2226353105071601
1987.81,-1.2225021330687047
1987.82,-1.2223688775686679
1987.8300000000002,-1.2222355439155463
1987.8400000000001,-1.2221021320176801
1987.8500000000001,-1.221968641783252
1987.8600000000001,-1.2218350731202872
1987.8700000000001,-1.2217014259366517
1987.88,-1.2215677001400542
1987.89,-1.2214338956380446
1987.9,-1.2213000123380136
1987.91,-1.221166050147191
1987.92,-1.2210320089726494
1987.93,-1.2208978887212993
1987.94,-1.2207636892998912
1987.95,-1.2206294106150142
1987.96,-1.2204950525730967
1987.97,-1.220360615080406
1987.98,-1.220226098043047
1987.99,-1.2200915013669624
1988.0,-1.2199568249579318
1988.01,-1.219822068721572
1988.02,-1.2196872325633374
1988.03,-1.219552316388517
1988.04,-1.2194173201022365
1988.05,-1.2192822436094581
1988.06,-1.219147086814978
1988.07,-1.219011849623428
1988.0800000000002,-1.218876531939273
1988.0900000000001,-1.2187411336668135
1988.1000000000001,-1.2186056547101831
1988.1100000000001,-1.2184700949733491
1988.1200000000001,-1.2183344543601116
1988.13,-1.2181987327741026
1988.14,-1.2180629301187882
1988.15,-1.2179270462974647
1988.16,-1.2177910812132609
1988.17,-1.2176550347691362
1988.18,-1.2175189068678807
1988.19,-1.2173826974121158
1988.2,-1.2172464063042918
1988.21,-1.2171100334466896
1988.22,-1.2169735787414189
1988.23,-1.216837042090418
1988.24,-1.2167004233954541
1988.25,-1.2165637225581225
1988.26,-1.2164269394798464
1988.27,-1.216290074061876
1988.28,-1.2161531262052891
1988.29,-1.21601609581099
1988.3,-1.215878982779708
1988.31,-1.2157417870119998
1988.32,-1.2156045084082463
1988.3300000000002,-1.2154671468686549
1988.3400000000001,-1.2153297022932568
1988.3500000000001,-1.2151921745819063
1988.3600000000001,-1.2150545636342838
1988.3700000000001,-1.2149168693498922
1988.38,-1.2147790916280565
1988.39,-1.2146412303679257
1988.4,-1.2145032854684716
1988.41,-1.2143652568284862
1988.42,-1.214227144346584
1988.43,-1.2140889479212
1988.44,-1.2139506674505904
1988.45,-1.213812302832832
1988.46,-1.213673853965821
1988.47,-1.2135353207472732
1988.48,-1.2133967030747235
1988.49,-1.2132580008455254
1988.5,-1.21311921395685
1988.51,-1.212980342305688
1988.52,-1.212841385788846
1988.53,-1.2127023443029488
1988.54,-1.212563217744436
1988.55,-1.212424006009565
1988.56,-1.2122847089944089
1988.57,-1.2121453265948554
1988.5800000000002,-1.212005858706608
1988.5900000000001,-1.211866305225184
1988.6000000000001,-1.211726666045915
1988.6100000000001,-1.2115869410639473
1988.6200000000001,-1.211447130174239
1988.63,-1.2113072332715618
1988.64,-1.2111672502504995
1988.65,-1.2110271810054487
1988.66,-1.210887025430617
1988.67,-1.2107467834200232
1988.68,-1.2106064548674964
1988.69,-1.2104660396666764
1988.7,-1.2103255377110134
1988.71,-1.210184948893766
1988.72,-1.2100442731080023
1988.73,-1.2099035102465998
1988.74,-1.2097626602022424
1988.75,-1.2096217228674226
1988.76,-1.2094806981344406
1988.77,-1.2093395858954028
1988.78,-1.2091983860422222
1988.79,-1.2090570984666176
1988.8,-1.2089157230601133
1988.81,-1.2087742597140385
1988.82,-1.2086327083195276
1988.8300000000002,-1.2084910687675183
1988.8400000000001,-1.2083493409487527
1988.8500000000001,-1.2082075247537756
1988.8600000000001,-1.2080656200729352
1988.8700000000001,-1.2079236267963818
1988.88,-1.207781544814067
1988.89,-1.2076393740157447
1988.9,-1.2074971142909694
1988.91,-1.2073547655290964
1988.92,-1.2072123276192803
1988.93,-1.207069800450476
1988.94,-1.2069271839114377
1988.95,-1.206784477890718
1988.96,-1.2066416822766672
1988.97,-1.206498796957434
1988.98,-1.2063558218209645
1988.99,-1.206212756755001
1989.0,-1.2060696016470827
1989.01,-1.2059263563845446
1989.02,-1.2057830208545162
1989.03,-1.2056395949439238
1989.04,-1.2054960785394864
1989.05,-1.2053524715277177
1989.06,-1.205208773794925
1989.07,-1.2050649852272086
1989.0800000000002,-1.2049211057104607
1989.0900000000001,-1.2047771351303669
1989.1000000000001,-1.204633073372403
1989.1100000000001,-1.2044889203218367
1989.1200000000001,-1.2043446758637264
1989.13,-1.20420033988292
1989.14,-1.2040559122640555
1989.15,-1.2039113928915597
1989.16,-1.203766781649649
1989.17,-1.2036220784223264
1989.18,-1.2034772830933833
1989.19,-1.203332395546399
1989.2,-1.2031874156647393
1989.21,-1.2030423433315554
1989.22,-1.2028971784297842
1989.23,-1.202751920842148
1989.24,-1.2026065704511546
1989.25,-1.202461127139095
1989.26,-1.202315590788044
1989.27,-1.2021699612798604
1989.28,-1.2020242384961848
1989.29,-1.2018784223184393
1989.3,-1.20173251262783
1989.31,-1.2015865093053415
1989.32,-1.2014404122317404
