Time Vpre Vpost i ifast islow
0 -0.712189 -0.71219 -6.26109e-05 -7.49116e-10 -6.26102e-05
0.01 -0.711536 -0.711538 -0.000125436 -7.52501e-10 -0.000125435
0.02 -0.71088 -0.710884 -0.000188478 -7.5591e-10 -0.000188477
0.03 -0.710223 -0.710229 -0.000251737 -7.59345e-10 -0.000251736
0.04 -0.709564 -0.709573 -0.000315216 -7.62804e-10 -0.000315215
0.05 -0.708904 -0.708916 -0.000378916 -7.66289e-10 -0.000378915
0.06 -0.708241 -0.708258 -0.000442838 -7.69799e-10 -0.000442838
0.07 -0.707577 -0.707598 -0.000506985 -7.73335e-10 -0.000506984
0.08 -0.706911 -0.706936 -0.000571357 -7.76897e-10 -0.000571356
0.09 -0.706243 -0.706274 -0.000635957 -7.80485e-10 -0.000635956
0.1 -0.705573 -0.70561 -0.000700785 -7.841e-10 -0.000700784
0.11 -0.704902 -0.704944 -0.000765844 -7.87742e-10 -0.000765843
0.12 -0.704228 -0.704277 -0.000831135 -7.91411e-10 -0.000831134
0.13 -0.703553 -0.703608 -0.000896659 -7.95107e-10 -0.000896658
0.14 -0.702876 -0.702938 -0.000962419 -7.9883e-10 -0.000962418
0.15 -0.702197 -0.702267 -0.00102842 -8.02582e-10 -0.00102842
0.16 -0.701516 -0.701593 -0.00109465 -8.06362e-10 -0.00109465
0.17 -0.700833 -0.700919 -0.00116113 -8.1017e-10 -0.00116113
0.18 -0.700148 -0.700242 -0.00122784 -8.14006e-10 -0.00122784
0.19 -0.699462 -0.699564 -0.00129481 -8.17872e-10 -0.00129481
0.2 -0.698773 -0.698885 -0.00136201 -8.21767e-10 -0.00136201
0.21 -0.698083 -0.698203 -0.00142947 -8.25692e-10 -0.00142947
0.22 -0.69739 -0.69752 -0.00149717 -8.29646e-10 -0.00149717
0.23 -0.696696 -0.696836 -0.00156513 -8.33631e-10 -0.00156512
0.24 -0.695999 -0.696149 -0.00163333 -8.37646e-10 -0.00163333
0.25 -0.695301 -0.695461 -0.00170179 -8.41692e-10 -0.00170179
0.26 -0.694601 -0.694771 -0.00177051 -8.45769e-10 -0.00177051
0.27 -0.693898 -0.69408 -0.00183949 -8.49877e-10 -0.00183948
0.28 -0.693194 -0.693387 -0.00190872 -8.54017e-10 -0.00190872
0.29 -0.692488 -0.692692 -0.00197822 -8.58189e-10 -0.00197822
