Time Vpre Vpost i ifast islow
0 -0.712189 -0.71219 -7.07344e-05 -8.1242e-06 -6.26102e-05
0.01 -0.711536 -0.711538 -0.000133596 -8.16071e-06 -0.000125435
0.02 -0.71088 -0.710884 -0.000196674 -8.1975e-06 -0.000188477
0.03 -0.710223 -0.71023 -0.000259971 -8.23455e-06 -0.000251736
0.04 -0.709564 -0.709574 -0.000323487 -8.27186e-06 -0.000315215
0.05 -0.708904 -0.708917 -0.000387225 -8.30945e-06 -0.000378915
0.06 -0.708241 -0.708258 -0.000451185 -8.34731e-06 -0.000442838
0.07 -0.707577 -0.707598 -0.00051537 -8.38545e-06 -0.000506984
0.08 -0.706911 -0.706937 -0.00057978 -8.42387e-06 -0.000571357
0.09 -0.706243 -0.706274 -0.000644419 -8.46257e-06 -0.000635956
0.1 -0.705573 -0.70561 -0.000709286 -8.50155e-06 -0.000700784
0.11 -0.704902 -0.704945 -0.000774384 -8.54083e-06 -0.000765843
0.12 -0.704228 -0.704278 -0.000839715 -8.58039e-06 -0.000831134
0.13 -0.703553 -0.703609 -0.000905279 -8.62024e-06 -0.000896659
0.14 -0.702876 -0.702939 -0.000971079 -8.66039e-06 -0.000962419
0.15 -0.702197 -0.702267 -0.00103712 -8.70083e-06 -0.00102842
0.16 -0.701516 -0.701594 -0.00110339 -8.74158e-06 -0.00109465
0.17 -0.700833 -0.70092 -0.00116991 -8.78263e-06 -0.00116113
0.18 -0.700148 -0.700243 -0.00123667 -8.82399e-06 -0.00122784
0.19 -0.699462 -0.699565 -0.00130367 -8.86566e-06 -0.00129481
0.2 -0.698773 -0.698886 -0.00137092 -8.90764e-06 -0.00136201
0.21 -0.698083 -0.698204 -0.00143842 -8.94994e-06 -0.00142947
0.22 -0.69739 -0.697521 -0.00150616 -8.99256e-06 -0.00149717
0.23 -0.696696 -0.696837 -0.00157416 -9.0355e-06 -0.00156513
0.24 -0.695999 -0.696151 -0.00164241 -9.07877e-06 -0.00163333
0.25 -0.695301 -0.695462 -0.00171092 -9.12236e-06 -0.00170179
