Time Vpre Vpost i ifast islow
0 -0.712189 -0.712233 -0.00452426 -0.00243726 -0.00208701
0.01 -0.711536 -0.711642 -0.00662956 -0.00244828 -0.00418128
0.02 -0.71088 -0.711066 -0.00874234 -0.0024594 -0.00628294
0.03 -0.710223 -0.710504 -0.0108627 -0.00247063 -0.0083921
0.04 -0.709564 -0.709956 -0.0129908 -0.00248196 -0.0105089
0.05 -0.708904 -0.709422 -0.0151267 -0.00249339 -0.0126333
0.06 -0.708241 -0.708899 -0.0172706 -0.00250493 -0.0147656
0.07 -0.707577 -0.708389 -0.0194224 -0.00251658 -0.0169058
0.08 -0.706911 -0.707889 -0.0215824 -0.00252833 -0.019054
0.09 -0.706243 -0.707401 -0.0237506 -0.00254019 -0.0212104
0.1 -0.705573 -0.706922 -0.0259271 -0.00255215 -0.0233749
0.11 -0.704902 -0.706454 -0.028112 -0.00256422 -0.0255477
0.12 -0.704228 -0.705994 -0.0303054 -0.00257639 -0.027729
0.13 -0.703553 -0.705544 -0.0325074 -0.00258868 -0.0299187
0.14 -0.702876 -0.705102 -0.0347181 -0.00260107 -0.0321171
0.15 -0.702197 -0.704668 -0.0369376 -0.00261357 -0.0343241
0.16 -0.701516 -0.704242 -0.039166 -0.00262617 -0.0365398
0.17 -0.700833 -0.703824 -0.0414034 -0.00263889 -0.0387645
0.18 -0.700148 -0.703414 -0.0436498 -0.00265172 -0.0409981
0.19 -0.699462 -0.70301 -0.0459054 -0.00266466 -0.0432407
0.2 -0.698773 -0.702613 -0.0481702 -0.00267771 -0.0454925
0.21 -0.698083 -0.702224 -0.0504444 -0.00269087 -0.0477535
0.22 -0.69739 -0.70184 -0.052728 -0.00270415 -0.0500238
0.23 -0.696696 -0.701463 -0.0550211 -0.00271755 -0.0523036
0.24 -0.695999 -0.701092 -0.0573239 -0.00273106 -0.0545928
0.25 -0.695301 -0.700728 -0.0596364 -0.00274468 -0.0568917
0.26 -0.694601 -0.700369 -0.0619587 -0.00275843 -0.0592003
0.27 -0.693898 -0.700016 -0.0642909 -0.00277229 -0.0615187
0.28 -0.693194 -0.699669 -0.0666332 -0.00278627 -0.0638469
0.29 -0.692488 -0.699327 -0.0689855 -0.00280038 -0.0661852
0.3 -0.691779 -0.698991 -0.0713481 -0.0028146 -0.0685335
0.31 -0.691069 -0.69866 -0.073721 -0.00282895 -0.070892
0.32 -0.690356 -0.698335 -0.0761042 -0.00284343 -0.0732608
0.33 -0.689642 -0.698015 -0.078498 -0.00285803 -0.07564
0.34 -0.688925 -0.6977 -0.0809024 -0.00287276 -0.0780296
0.35 -0.688207 -0.69739 -0.0833175 -0.00288761 -0.0804299
0.36 -0.687486 -0.697086 -0.0857434 -0.0029026 -0.0828408
0.37 -0.686763 -0.696787 -0.0881803 -0.00291772 -0.0852626
0.38 -0.686038 -0.696492 -0.0906282 -0.00293297 -0.0876952
0.39 -0.685311 -0.696203 -0.0930872 -0.00294835 -0.0901388
0.4 -0.684582 -0.695919 -0.0955575 -0.00296387 -0.0925936
0.41 -0.683851 -0.69564 -0.0980391 -0.00297953 -0.0950596
0.42 -0.683118 -0.695366 -0.100532 -0.00299533 -0.0975369
0.43 -0.682382 -0.695097 -0.103037 -0.00301126 -0.100026
0.44 -0.681644 -0.694833 -0.105553 -0.00302734 -0.102526
0.45 -0.680905 -0.694574 -0.108082 -0.00304356 -0.105038
0.46 -0.680163 -0.69432 -0.110622 -0.00305993 -0.107562
0.47 -0.679418 -0.694071 -0.113174 -0.00307644 -0.110097
0.48 -0.678672 -0.693827 -0.115738 -0.0030931 -0.112645
0.49 -0.677923 -0.693588 -0.118315 -0.00310991 -0.115205
0.5 -0.677172 -0.693354 -0.120904 -0.00312687 -0.117777
0.51 -0.676419 -0.693125 -0.123506 -0.00314399 -0.120362
0.52 -0.675664 -0.692901 -0.12612 -0.00316126 -0.122959
0.53 -0.674906 -0.692683 -0.128747 -0.00317869 -0.125568
0.54 -0.674146 -0.692469 -0.131387 -0.00319627 -0.128191
0.55 -0.673384 -0.692261 -0.13404 -0.00321402 -0.130826
0.56 -0.67262 -0.692057 -0.136706 -0.00323193 -0.133475
0.57 -0.671853 -0.691859 -0.139386 -0.00325 -0.136136
0.58 -0.671084 -0.691667 -0.142079 -0.00326824 -0.138811
0.59 -0.670313 -0.691479 -0.144786 -0.00328665 -0.141499
0.6 -0.669539 -0.691297 -0.147506 -0.00330523 -0.144201
